SCG ID,Component,Title,Implementation Priority,Bridging SCF Controls,Mapped Framework Controls
esx-9.network-dvfilter,ESX,Use of the dvFilter network APIs must be restricted on the ESX host.,P2,"CFG-03, NET-04","CC5.2, CC6.1, CC6.6, CC6.7"
esx-9.network-rpf-promisc,ESX,The ESX host must perform reverse path forwarding checks on promiscuous mode port groups.,P2,NET-04,"CC6.1, CC6.6"
esx-9.network-standard-reject-forged-transmit,ESX,Reject forged transmits on standard switches and port groups.,"P0, Upon Feature Enablement",NET-04,"CC6.1, CC6.6"
esx-9.network-standard-reject-mac-changes,ESX,Reject guest MAC address changes on standard switches and port groups.,"P0, Upon Feature Enablement",NET-04,"CC6.1, CC6.6"
esx-9.network-standard-reject-promiscuous-mode,ESX,Reject promiscuous mode on standard switches and port groups.,"P2, Upon Feature Enablement",NET-04,"CC6.1, CC6.6"
esx-9.nfs-traffic-protection,ESX,Protect NFS datastore traffic on the ESX host using encryption or network isolation.,"P1, Upon Feature Enablement","CRY-03, NET-06","CC6.1, CC6.7"
esx-9.password-complexity,ESX,Enforce password complexity on ESX local accounts.,P0,IAC-10.1,CC6.6
esx-9.password-max-age,ESX,The ESX host must be configured with an appropriate maximum password age.,P2,IAC-10.1,CC6.6
esx-9.shell-warning,ESX,The ESX host must not suppress warnings that the local or remote shell is enabled.,P2,MON-01.4,CC7.2
esx-9.snmp,ESX,The SNMP service on the ESX host must not be configured to start automatically.,P0,CFG-03,"CC5.2, CC6.1, CC6.7"
esx-9.ssh,ESX,The ESX host's SSH service must be deactivated except for temporary diagnostic use.,P2,CFG-03,"CC5.2, CC6.1, CC6.7"
esx-9.supported,ESX,The ESX host must run a build of ESX that has not reached End of General Support.,P2,VPM-04,CC4.2
esx-9.tls-ciphers,ESX,"The ESX host's TLS profile must restrict negotiated ciphers and protocols to a modern, approved set.",P0,CRY-03,"CC6.1, CC6.7"
esx-9.tpm-configuration,ESX,The ESX host must require TPM-based configuration encryption.,P2,CRY-05,"CC6.1, CC6.7"
esx-9.tpm-recovery-key-backup,ESX,The ESX host configuration encryption recovery key must be backed up to a secure off-host location.,"P0, Upon Feature Enablement",CRY-09,CC6.1
esx-9.updates,ESX,The ESX host must have all available software updates and patches installed.,P0,VPM-05,CC8.1
esx-9.vmk-management,ESX,The ESX host must isolate management communications.,P2,NET-06.1,CC6.1
esx-9.vmk-storage,ESX,The ESX host must protect the confidentiality and integrity of transmitted storage traffic.,P0,"CRY-03, NET-06","CC6.1, CC6.7"
esx-9.vmk-vmotion,ESX,The ESX host must protect the confidentiality and integrity of transmitted vMotion traffic.,P0,"CRY-03, NET-06","CC6.1, CC6.7"
esx-9.vmotion-encryption-offload,ESX,Accelerate vMotion encryption using available hardware offload on ESX hosts.,P2,CRY-03,"CC6.1, CC6.7"
fleet-9.access-token,Operations,Limit the maximum lifetime of access tokens.,P0,IAC-10,CC6.1
fleet-9.all-users-group,Operations,Do not automatically include all users in role assignments.,P2,IAC-20,CC6.1
fleet-9.api-token,Operations,Limit the maximum lifetime of API tokens.,P1,IAC-10,CC6.1
fleet-9.jit-inactivity,Operations,Configure an inactivity expiry for Just-In-Time users.,P0,IAC-15.3,CC6.2
fleet-9.password-policy,Operations,Configure a fleet-wide password policy.,P0,IAC-10.1,CC6.6
guest-9.tools-add-feature,ESX,The guest OS must disable automatic addition of optional VMware Tools features.,P0,CHG-04,CC8.1
guest-9.tools-allow-transforms,ESX,The guest OS must disable MSI transforms in VMware Tools auto-upgrades.,P2,CHG-04,CC8.1
guest-9.tools-deactivate-appinfo,ESX,The guest OS must deactivate Appinfo information gathering unless required.,P0,CFG-03,"CC5.2, CC6.1, CC6.7"
guest-9.tools-deactivate-containerinfo,ESX,The guest OS must deactivate ContainerInfo unless required.,P0,CFG-03,"CC5.2, CC6.1, CC6.7"
guest-9.tools-deactivate-guestoperations,ESX,The guest OS must deactivate Guest Operations unless required.,P1,CFG-03,"CC5.2, CC6.1, CC6.7"
guest-9.tools-deactivate-gueststoreupgrade,ESX,The guest OS must deactivate Guest Store Upgrade operations unless required.,P0,CFG-03,"CC5.2, CC6.1, CC6.7"
guest-9.tools-deactivate-servicediscovery,ESX,The guest OS must deactivate Service Discovery unless required.,P0,CFG-03,"CC5.2, CC6.1, CC6.7"
guest-9.tools-globalconf,ESX,The guest OS must deactivate GlobalConf unless required.,P2,CHG-04,CC8.1
guest-9.tools-log-forwarding,ESX,The guest OS must send VMware Tools logs to the system log service.,P0,MON-02,"CC7.2, CC7.3"
guest-9.tools-logs,ESX,The guest OS must enable VMware Tools logging.,P2,MON-03,PI1.4
guest-9.tools-prevent-recustomization,ESX,The guest OS must prevent re-customization of an already-deployed VM.,P0,CHG-04,CC8.1
guest-9.tools-remove-feature,ESX,The guest OS must disable automatic removal of optional VMware Tools features.,P0,CHG-04,CC8.1
guest-9.tools-updates,ESX,The guest OS must run a current version of VMware Tools.,P0,VPM-05,CC8.1
guest-9.tools-upgrade,ESX,"The guest OS must enable VMware Tools auto-upgrade, or use an equivalent external update path.",P2,VPM-05,CC8.1
installer-9.security,Installer,"The VCF Installer appliance must be removed or powered off after deployment completes, unless it has been converted into the SDDC Manager.",P0,CFG-03,"CC5.2, CC6.1, CC6.7"
networks-9.audit-identity,Operations for Networks,Capture user identity in VCF Operations for Networks audit logs.,P0,MON-03,PI1.4
nsx-9.api-rate-limits,NSX,Configure NSX Manager API rate and concurrency limits.,P0,"CAP-02, NET-03.1","A1.1, CC6.1, CC6.6"
nsx-9.backup,NSX,Configure scheduled backups of NSX Manager.,P0,BCD-11,"A1.2, CC7.5"
nsx-9.bgp-encryption,NSX,Enable BGP authentication on Tier-0 Gateway peers with a unique password per autonomous system.,"P0, Upon Feature Enablement",CRY-04,CC6.1
nsx-9.ceip-disable,NSX,Disable the NSX Manager Customer Experience Improvement Program.,P1,CFG-03,"CC5.2, CC6.1, CC6.7"
nsx-9.dhcp-disable,NSX,NSX Tier-0 Gateway must not enable DHCP unless it is required.,P2,CFG-03,"CC5.2, CC6.1, CC6.7"
nsx-9.disable-accounts,NSX,Disable unused NSX Manager local accounts.,P0,IAC-15.7,CC6.2
nsx-9.ibgp-source-loopback,NSX,Configure Tier-0 Gateway iBGP peering to use the loopback address as the source.,"P0, Upon Feature Enablement",NET-03,"CC6.1, CC6.6, CC6.8"
nsx-9.load-balancer-fips,NSX,Enable FIPS-validated cryptography for NSX load balancers.,P0,"CRY-01, CRY-03","CC6.1, CC6.6, CC6.7"
nsx-9.log-level,NSX,NSX Manager must set service logging levels to capture audit-relevant events.,P0,MON-03,PI1.4
nsx-9.multicast-disable,NSX,NSX Tier-0 Gateway must disable multicast and PIM where they are not required.,P2,CFG-03,"CC5.2, CC6.1, CC6.7"
nsx-9.ospf-encryption,NSX,NSX Tier-0 Gateway must enable OSPF authentication.,"P0, Upon Feature Enablement",CRY-04,CC6.1
nsx-9.password-complexity,NSX,Enforce password complexity on NSX Manager local accounts.,P0,IAC-10.1,CC6.6
nsx-9.reverse-path-forwarding,NSX,NSX Tier-0 Gateway must enable unicast Reverse Path Forwarding to drop spoofed-source packets.,"P0, Upon Feature Enablement",NET-03,"CC6.1, CC6.6, CC6.8"
nsx-9.service-resilience,NSX,"When NSX Manager runs as a multi-node cluster, DRS anti-affinity rules must separate the nodes across hosts.","P0, Upon Feature Enablement",BCD-12.2,A1.2
nsx-9.snmp,NSX,NSX Manager must not use SNMP v1 or v2c.,P2,"CFG-03, NET-12","CC5.2, CC6.1, CC6.6, CC6.7"
nsx-9.ssh,NSX,The NSX Manager SSH service must be deactivated except for temporary diagnostic use.,P2,CFG-03,"CC5.2, CC6.1, CC6.7"
nsx-9.t1-dhcp-disable,NSX,Disable Tier-1 Gateway DHCP service when not in use.,P2,CFG-03,"CC5.2, CC6.1, CC6.7"
nsx-9.t1-multicast-disable,NSX,Disable Tier-1 Gateway multicast when not in use.,P2,CFG-03,"CC5.2, CC6.1, CC6.7"
nsx-9.tls-ciphers,NSX,NSX Manager must use TLS with approved protocol versions and cipher suites.,P2,CRY-03,"CC6.1, CC6.7"
operations-9.action-history-retention,Operations,Retain VCF Operations remediation action history for an appropriate interval.,P1,MON-10,C1.2
operations-9.ceip-disable,Operations,Disable the VCF Operations Customer Experience Improvement Program.,P1,CFG-03,"CC5.2, CC6.1, CC6.7"
operations-9.firewall-hardening,Operations,VCF Operations must enable firewall hardening.,P0,"NET-03, NET-04.1","CC6.1, CC6.6, CC6.7, CC6.8"
operations-9.in-page-feedback,Operations,Disable VCF Operations in-page feedback.,P1,CFG-03,"CC5.2, CC6.1, CC6.7"
operations-9.log-collection,Operations,Configure VCF Operations log collection for all deployed components.,P0,MON-02,"CC7.2, CC7.3"
operations-9.log-retention,Operations,Configure the VCF Operations log retention period.,P1,MON-10,C1.2
operations-9.logs-authenticated-ingestion,Operations,Require authenticated log ingestion in VCF Operations.,P0,MON-08,"PI1.4, PI1.5"
operations-9.logs-ssl-api,Operations,Enable SSL for API log ingestion in VCF Operations.,P2,"CRY-03, CRY-04","CC6.1, CC6.7"
operations-9.logs-ssl-syslog,Operations,Enable SSL for syslog log ingestion in VCF Operations.,P2,"CRY-03, CRY-04","CC6.1, CC6.7"
operations-9.non-imported-vidm,Operations,Restrict VCF Operations access to imported identity-provider users.,P0,"IAC-07, IAC-20","CC6.1, CC6.2, CC6.3"
operations-9.password-complexity,Operations,Enforce password complexity on VCF Operations local accounts.,P2,IAC-10.1,CC6.6
operations-9.service-resilience,Operations,"When VCF Operations runs as a multi-node cluster, DRS anti-affinity rules must separate the nodes across hosts.","P0, Upon Feature Enablement",BCD-12.2,A1.2
pnr-9.log-forwarding,Protection and Recovery,The VCF Protection and Recovery appliance must forward its logs to a central log server.,P0,MON-02,"CC7.2, CC7.3"
pnr-9.ssh,Protection and Recovery,The VCF Protection and Recovery appliance SSH service must be deactivated except for temporary diagnostic use.,P0,"CFG-03, NET-14","CC5.2, CC6.1, CC6.6, CC6.7"
sddc-9.api-admin,SDDC Manager,SDDC Manager must configure the API admin account.,P2,"IAC-10.8, IAC-15.9","CC6.1, CC8.1"
sddc-9.basic-auth-disable,SDDC Manager,Disable HTTP Basic Authentication on the SDDC Manager API.,P0,IAC-10,CC6.1
vcenter-9.administration-client-plugins,vCenter,Reduce or eliminate third-party vCenter plugins.,P1,"TPM-03, TPM-04","CC1.1, CC3.2, CC3.3, CC9.1, CC9.2"
vcenter-9.administration-sso-groups,vCenter,VMware vCenter must separate authentication and authorization for administrators.,P0,IAC-01.2,"CC6.1, CC6.6"
vcenter-9.bashshelladministrators,vCenter,VMware vCenter must restrict membership of the SystemConfiguration.BashShellAdministrators SSO group.,P0,IAC-16,CC6.1
vcenter-9.ceip-disable,vCenter,Disable the vCenter Customer Experience Improvement Program.,P1,CFG-03,"CC5.2, CC6.1, CC6.7"
vcenter-9.client-feedback,vCenter,Disable vSphere Client in-product feedback.,P1,CFG-03,"CC5.2, CC6.1, CC6.7"
vcenter-9.client-telemetry,vCenter,Disable vSphere Client UI telemetry.,P1,CFG-03,"CC5.2, CC6.1, CC6.7"
vcenter-9.content-library-authentication,vCenter,VMware vCenter must require authentication for published content libraries.,"P0, Upon Feature Enablement",IAC-20.1,CC6.1
vcenter-9.disable-accounts,vCenter,VMware vCenter must have unnecessary or unused user accounts disabled or removed.,P0,IAC-15.7,CC6.2
vcenter-9.drs,vCenter,VMware vCenter must enable the Distributed Resource Scheduler for resilience and to enable automated patching.,P0,"BCD-02.2, CAP-01","A1.1, CC7.5"
vcenter-9.events-database-retention,vCenter,VMware vCenter must retain task and event data for an appropriate interval.,P2,MON-10,C1.2
vcenter-9.log-forwarding,vCenter,VMware vCenter must forward its logs to a central log server.,P0,MON-02,"CC7.2, CC7.3"
vcenter-9.logs-level-global,vCenter,Configure the vCenter logging level to capture security-relevant events.,P2,MON-03,PI1.4
vcenter-9.native-key-provider-backup,vCenter,Protect Native Key Provider backups with a strong password.,"P0, Upon Feature Enablement","BCD-11.4, CRY-09.3","A1.2, CC6.1"
vcenter-9.network-mac-learning,vCenter,Disable MAC learning on distributed switch port groups unless a workload requires it.,P2,NET-03,"CC6.1, CC6.6, CC6.8"
vcenter-9.network-nioc,vCenter,Enable Network I/O Control on distributed switches.,P2,CAP-02,A1.1
vcenter-9.network-reject-forged-transmit-dvportgroup,vCenter,Reject forged transmits on distributed switches and port groups.,P2,NET-03,"CC6.1, CC6.6, CC6.8"
vcenter-9.network-reject-mac-changes-dvportgroup,vCenter,Reject guest MAC address changes on distributed switches and port groups.,P2,NET-03,"CC6.1, CC6.6, CC6.8"
vcenter-9.network-reject-promiscuous-mode-dvportgroup,vCenter,Reject promiscuous mode on distributed switches and port groups.,P2,NET-04,"CC6.1, CC6.6"
vcenter-9.network-reset-port,vCenter,Reset distributed switch port configuration when a virtual machine disconnects.,P2,NET-03,"CC6.1, CC6.6, CC6.8"
vcenter-9.network-restrict-discovery-protocol,vCenter,Disable CDP/LLDP discovery protocols on distributed switches unless required.,P1,CFG-03,"CC5.2, CC6.1, CC6.7"
vcenter-9.network-restrict-netflow-usage,vCenter,Send distributed switch NetFlow data only to authorized collectors.,P2,"NET-03, NET-04","CC6.1, CC6.6, CC6.8"
vcenter-9.network-restrict-port-level-overrides,vCenter,"Disallow per-port policy overrides on distributed port groups, except port blocking.",P2,NET-03,"CC6.1, CC6.6, CC6.8"
vcenter-9.network-restrict-port-mirroring,vCenter,Remove unauthorized port mirroring sessions on distributed switches.,P2,"NET-03, NET-03.5","CC6.1, CC6.6, CC6.7, CC6.8"
vcenter-9.network-vgt,vCenter,Restrict VLAN trunking (Virtual Guest Tagging) on distributed port groups to authorized VMs.,P2,NET-04,"CC6.1, CC6.6"
vcenter-9.password-complexity,vCenter,Enforce password complexity for vCenter SSO accounts.,P0,IAC-10.1,CC6.6
vcenter-9.password-history,vCenter,Restrict password reuse on vCenter SSO accounts.,P2,IAC-10.1,CC6.6
vcenter-9.password-max-age,vCenter,Disable forced password expiration on vCenter SSO accounts.,P1,IAC-10.1,CC6.6
vcenter-9.service-resilience-evc,vCenter,Enable Enhanced vMotion Compatibility on vCenter clusters.,P1,BCD-02.2,CC7.5
vcenter-9.service-resilience-ha,vCenter,Enable vSphere High Availability on clusters.,P0,"BCD-02.2, BCD-12.2","A1.2, CC7.5"
vcenter-9.service-resilience-vmotion,vCenter,Enable vMotion for live workload migration.,P0,BCD-02.2,CC7.5
vcenter-9.smtp,vCenter,Send vCenter notification email over a secure SMTP connection.,"P0, Upon Feature Enablement","CRY-03, NET-13","CC6.1, CC6.6, CC6.7"
vcenter-9.snmp,vCenter,Disable SNMP v1 and v2c receivers on vCenter.,P2,"CFG-03, NET-12","CC5.2, CC6.1, CC6.6, CC6.7"
vcenter-9.snmp3,vCenter,Enforce SNMPv3 authentication and privacy where SNMP is enabled on vCenter.,"P0, Upon Feature Enablement","CRY-01, NET-12","CC6.1, CC6.6, CC6.7"
vcenter-9.ssh,vCenter,Deactivate SSH access to the vCenter appliance except for temporary diagnostic use.,P2,CFG-03,"CC5.2, CC6.1, CC6.7"
vcenter-9.tls-ciphers,vCenter,"vCenter's TLS profile must restrict negotiated ciphers and protocols to a modern, approved set.",P0,CRY-03,"CC6.1, CC6.7"
vcenter-9.vami-firewall-restrict-access,vCenter,Configure the vCenter appliance firewall to allow inbound traffic only from authorized networks.,P0,NET-04.1,"CC6.6, CC6.7"
vcenter-9.vami-password-max-age,vCenter,Disable forced password expiration on the vCenter appliance root account.,P0,IAC-10.1,CC6.6
vcenter-9.vami-updates,vCenter,vCenter must have all available software updates and patches installed.,P0,VPM-05,CC8.1
vcenter-9.vds-health-check-disable,vCenter,Disable the vSphere Distributed Switch health check when not troubleshooting.,P2,CFG-03,"CC5.2, CC6.1, CC6.7"
vcenter-9.vpxuser-length,vCenter,Keep the vpxuser password at or above its default length.,P2,IAC-10.1,CC6.6
vcf-9.mfa,VCF,Integrate VMware Cloud Foundation with an identity provider that enforces multifactor authentication.,P0,IAC-02,CC6.1
vcf-9.perimeter-firewall,VCF,Limit access to VCF component management interfaces with perimeter firewalls.,P0,"NET-04.1, NET-06.1","CC6.1, CC6.6, CC6.7"
vcf-9.permissions-roles,VCF,"Review and right-size accounts, permissions, and role assignments across all VCF components.",P1,"IAC-17, IAC-21","CC5.2, CC6.1, CC6.2, CC6.3"
vcf-9.secure-baseline,VCF,"Apply the controls in this guidance, and document the rationale for any deviations.",P1,CFG-02,"CC6.1, CC6.7, CC7.1, CC8.1"
vm-9.deactivate-console-copy,ESX,Virtual machines must have console copy operations deactivated.,P2,CFG-03,"CC5.2, CC6.1, CC6.7"
vm-9.deactivate-console-paste,ESX,Virtual machines must have console paste operations deactivated.,P2,CFG-03,"CC5.2, CC6.1, CC6.7"
vm-9.deactivate-disk-shrinking-shrink,ESX,Virtual machines must have virtual disk shrinking operations deactivated.,P2,"CAP-02, CFG-03","A1.1, CC5.2, CC6.1, CC6.7"
vm-9.deactivate-disk-shrinking-wiper,ESX,Virtual machines must have virtual disk wiping operations deactivated.,P2,"CAP-02, CFG-03","A1.1, CC5.2, CC6.1, CC6.7"
vm-9.deactivate-non-essential-3d-features,ESX,Virtual machines must have 3D graphics features deactivated when not required.,P2,CFG-03,"CC5.2, CC6.1, CC6.7"
vm-9.dvfilter,ESX,Virtual machines must limit access through the dvFilter API.,P2,"CFG-03, NET-04","CC5.2, CC6.1, CC6.6, CC6.7"
vm-9.efi-boot-types,ESX,Virtual machines must prevent booting from unauthorized sources.,P0,CFG-03,"CC5.2, CC6.1, CC6.7"
vm-9.ft-encrypted,ESX,Virtual machines must require encryption for Fault Tolerance.,P1,"CRY-03, CRY-04","CC6.1, CC6.7"
vm-9.isolation-device-connectable-deactivate,ESX,"Virtual machines must prevent unauthorized removal, connection, and modification of devices.",P2,"CFG-03, IAC-21","CC5.2, CC6.1, CC6.7"
vm-9.isolation-tools-dnd-deactivate,ESX,Virtual machines must have console drag and drop operations deactivated.,P2,CFG-03,"CC5.2, CC6.1, CC6.7"
vm-9.limit-setinfo-size,ESX,Virtual machines must limit informational messages from the virtual machine to the VMX file.,P2,CAP-02,A1.1
vm-9.log-enable,ESX,Virtual machines must enable diagnostic logging.,P2,MON-03,PI1.4
vm-9.log-retention,ESX,Virtual machines must limit the number of retained diagnostic logs.,P2,MON-10,C1.2
vm-9.pci-passthrough,ESX,Virtual machines must limit PCI device passthrough functionality.,P2,"CFG-03, IAC-21","CC5.2, CC6.1, CC6.7"
vm-9.persistent-disk,ESX,"Virtual machines must not use independent, nonpersistent disks.",P2,CFG-03,"CC5.2, CC6.1, CC6.7"
vm-9.remove-unnecessary-devices,ESX,Virtual machines must remove unnecessary virtual hardware.,P0,CFG-03,"CC5.2, CC6.1, CC6.7"
vm-9.restrict-host-info,ESX,Virtual machines must not be able to obtain host information from the hypervisor.,P2,CFG-03,"CC5.2, CC6.1, CC6.7"
vm-9.virtual-hardware,ESX,Virtual machines must use a minimum supported virtual hardware version.,P1,VPM-05,CC8.1
vm-9.vmotion-encrypted,ESX,Virtual machines must require encryption for vMotion.,P1,"CRY-03, CRY-04","CC6.1, CC6.7"
vsan-9.auto-policy-management,vSAN,vSAN automatic policy management must remain disabled.,P2,CHG-02,"CC2.2, CC3.4, CC6.8, CC8.1"
vsan-9.auto-raid,vSAN,vSAN ESA automatic RAID management must remain enabled.,P2,BCD-02.2,CC7.5
vsan-9.automatic-rebalance,vSAN,vSAN must enable automatic data rebalancing.,P0,CAP-01,A1.1
vsan-9.encryption-rest,vSAN,vSAN must protect data at rest.,P0,"CRY-01.1, CRY-05","CC6.1, CC6.7"
vsan-9.encryption-transit-esa,vSAN,vSAN must protect data in transit between hosts.,P2,"CRY-03, CRY-04","CC6.1, CC6.7"
vsan-9.encryption-transit-osa,vSAN,vSAN must protect data in transit between hosts.,P0,"CRY-03, CRY-04","CC6.1, CC6.7"
vsan-9.file-services-access-control-nfs,vSAN,NFS file shares on vSAN File Services must be configured to restrict access.,"P0, Upon Feature Enablement","NET-04, NET-04.1","CC6.1, CC6.6, CC6.7"
vsan-9.file-services-authentication-smb,vSAN,SMB file shares on vSAN File Services must require protocol encryption.,"P0, Upon Feature Enablement","CRY-03, CRY-04","CC6.1, CC6.7"
vsan-9.hcl-internet,vSAN,Disable or proxy the vSAN Health Check Hardware Compatibility List (HCL) download.,P1,"CFG-03, NET-03","CC5.2, CC6.1, CC6.6, CC6.7, CC6.8"
vsan-9.iscsi-mutual-chap,vSAN,vSAN iSCSI target must enable bidirectional/mutual CHAP authentication.,"P0, Upon Feature Enablement",IAC-04,CC6.1
vsan-9.managed-disk-claim,vSAN,vSAN must disable managed disk claims.,P0,CHG-04,CC8.1
vsan-9.network-isolation-vsan-iscsi-target,vSAN,Isolate vSAN iSCSI Target traffic on dedicated VMkernel interfaces.,"P0, Upon Feature Enablement","NET-03, NET-06","CC6.1, CC6.6, CC6.8"
vsan-9.operations-reserve,vSAN,vSAN must reserve space to complete internal maintenance operations.,P0,CAP-01,A1.1
vsan-9.rekey-interval,vSAN,Re-issue vSAN encryption Key Encryption Keys (KEKs) on a regular schedule.,P1,CRY-09,CC6.1
vsan-9.storage-cluster-traffic-protection,vSAN,vSAN Storage Cluster compute-to-storage traffic must be encrypted or isolated.,"P0, Upon Feature Enablement","CRY-03, NET-06","CC6.1, CC6.7"
