Control ID,Description,Bridging SCF Controls,Relevant SCG Controls
CC6.1,"The entity implements logical access security software, infrastructure, and architectures over pro- tected information assets to protect them from security events to meet the entity's objectives.","CFG-02, CFG-03, CRY-01, CRY-03, CRY-04, CRY-05, CRY-09, CRY-09.3, IAC-01.2, IAC-02, IAC-04, IAC-10, IAC-10.8, IAC-16, IAC-20, IAC-20.1, IAC-21, NET-03, NET-03.1, NET-04, NET-06, NET-06.1","automation-9.activity-log, automation-9.oidc-settings, automation-9.timeouts, esx-9.ad-admin-group-autoadd, esx-9.ad-admin-group-name, esx-9.ceip-disable, esx-9.deactivate-mob, esx-9.deactivate-shell, esx-9.entropy, esx-9.forensic-snapshots, esx-9.hardware-cpu-amd-cc, esx-9.hardware-cpu-intel-cc, esx-9.hardware-management-security, esx-9.hardware-ports, esx-9.hardware-tpm, esx-9.hardware-virtual-nic, esx-9.iscsi-mutual-chap, esx-9.key-persistence, esx-9.lockdown-dcui-access, esx-9.lockdown-exception-users, esx-9.lockdown-mode, esx-9.log-forwarding-tls-ciphers, esx-9.memory-tiering-encryption, esx-9.network-bpdu, esx-9.network-dvfilter, esx-9.network-rpf-promisc, esx-9.network-standard-reject-forged-transmit, esx-9.network-standard-reject-mac-changes, esx-9.network-standard-reject-promiscuous-mode, esx-9.nfs-traffic-protection, esx-9.snmp, esx-9.ssh, esx-9.tls-ciphers, esx-9.tpm-configuration, esx-9.tpm-recovery-key-backup, esx-9.vmk-management, esx-9.vmk-storage, esx-9.vmk-vmotion, esx-9.vmotion-encryption-offload, fleet-9.access-token, fleet-9.all-users-group, fleet-9.api-token, guest-9.tools-deactivate-appinfo, guest-9.tools-deactivate-containerinfo, guest-9.tools-deactivate-guestoperations, guest-9.tools-deactivate-gueststoreupgrade, guest-9.tools-deactivate-servicediscovery, installer-9.security, nsx-9.api-rate-limits, nsx-9.bgp-encryption, nsx-9.ceip-disable, nsx-9.dhcp-disable, nsx-9.ibgp-source-loopback, nsx-9.load-balancer-fips, nsx-9.multicast-disable, nsx-9.ospf-encryption, nsx-9.reverse-path-forwarding, nsx-9.snmp, nsx-9.ssh, nsx-9.t1-dhcp-disable, nsx-9.t1-multicast-disable, nsx-9.tls-ciphers, operations-9.ceip-disable, operations-9.firewall-hardening, operations-9.in-page-feedback, operations-9.logs-ssl-api, operations-9.logs-ssl-syslog, operations-9.non-imported-vidm, pnr-9.ssh, sddc-9.api-admin, sddc-9.basic-auth-disable, vcenter-9.administration-sso-groups, vcenter-9.bashshelladministrators, vcenter-9.ceip-disable, vcenter-9.client-feedback, vcenter-9.client-telemetry, vcenter-9.content-library-authentication, vcenter-9.native-key-provider-backup, vcenter-9.network-mac-learning, vcenter-9.network-reject-forged-transmit-dvportgroup, vcenter-9.network-reject-mac-changes-dvportgroup, vcenter-9.network-reject-promiscuous-mode-dvportgroup, vcenter-9.network-reset-port, vcenter-9.network-restrict-discovery-protocol, vcenter-9.network-restrict-netflow-usage, vcenter-9.network-restrict-port-level-overrides, vcenter-9.network-restrict-port-mirroring, vcenter-9.network-vgt, vcenter-9.smtp, vcenter-9.snmp, vcenter-9.snmp3, vcenter-9.ssh, vcenter-9.tls-ciphers, vcenter-9.vds-health-check-disable, vcf-9.mfa, vcf-9.perimeter-firewall, vcf-9.permissions-roles, vcf-9.secure-baseline, vm-9.deactivate-console-copy, vm-9.deactivate-console-paste, vm-9.deactivate-disk-shrinking-shrink, vm-9.deactivate-disk-shrinking-wiper, vm-9.deactivate-non-essential-3d-features, vm-9.dvfilter, vm-9.efi-boot-types, vm-9.ft-encrypted, vm-9.isolation-device-connectable-deactivate, vm-9.isolation-tools-dnd-deactivate, vm-9.pci-passthrough, vm-9.persistent-disk, vm-9.remove-unnecessary-devices, vm-9.restrict-host-info, vm-9.vmotion-encrypted, vsan-9.encryption-rest, vsan-9.encryption-transit-esa, vsan-9.encryption-transit-osa, vsan-9.file-services-access-control-nfs, vsan-9.file-services-authentication-smb, vsan-9.hcl-internet, vsan-9.iscsi-mutual-chap, vsan-9.network-isolation-vsan-iscsi-target, vsan-9.rekey-interval, vsan-9.storage-cluster-traffic-protection"
CC6.2,"Prior to issuing system credentials and granting system access, the entity registers and authorizes","IAC-07, IAC-15.3, IAC-15.7, IAC-17","esx-9.ad-admin-validate-interval, esx-9.disable-accounts-dcui, fleet-9.jit-inactivity, nsx-9.disable-accounts, operations-9.non-imported-vidm, vcenter-9.disable-accounts, vcf-9.permissions-roles"
CC6.3,"The entity authorizes, modifies, or removes access to data, software, functions, and other protected information assets based on roles, responsibilities, or the system design and changes, giving con- sideration to the concepts of least privilege and segregation of duties, to meet the entity’s objectives.","IAC-07, IAC-17","esx-9.ad-admin-validate-interval, operations-9.non-imported-vidm, vcf-9.permissions-roles"
CC6.6,The entity implements logical access security measures to protect against threats from sources out- side its system boundaries.,"CRY-01, IAC-01.2, IAC-10.1, NET-03, NET-03.1, NET-04, NET-04.1, NET-12, NET-13, NET-14","esx-9.account-password-history, esx-9.entropy, esx-9.firewall-incoming-default, esx-9.firewall-restrict-access, esx-9.hardware-cpu-amd-cc, esx-9.hardware-cpu-intel-cc, esx-9.network-bpdu, esx-9.network-dvfilter, esx-9.network-rpf-promisc, esx-9.network-standard-reject-forged-transmit, esx-9.network-standard-reject-mac-changes, esx-9.network-standard-reject-promiscuous-mode, esx-9.password-complexity, esx-9.password-max-age, fleet-9.password-policy, nsx-9.api-rate-limits, nsx-9.ibgp-source-loopback, nsx-9.load-balancer-fips, nsx-9.password-complexity, nsx-9.reverse-path-forwarding, nsx-9.snmp, operations-9.firewall-hardening, operations-9.password-complexity, pnr-9.ssh, vcenter-9.administration-sso-groups, vcenter-9.network-mac-learning, vcenter-9.network-reject-forged-transmit-dvportgroup, vcenter-9.network-reject-mac-changes-dvportgroup, vcenter-9.network-reject-promiscuous-mode-dvportgroup, vcenter-9.network-reset-port, vcenter-9.network-restrict-netflow-usage, vcenter-9.network-restrict-port-level-overrides, vcenter-9.network-restrict-port-mirroring, vcenter-9.network-vgt, vcenter-9.password-complexity, vcenter-9.password-history, vcenter-9.password-max-age, vcenter-9.smtp, vcenter-9.snmp, vcenter-9.snmp3, vcenter-9.vami-firewall-restrict-access, vcenter-9.vami-password-max-age, vcenter-9.vpxuser-length, vcf-9.perimeter-firewall, vm-9.dvfilter, vsan-9.file-services-access-control-nfs, vsan-9.hcl-internet, vsan-9.network-isolation-vsan-iscsi-target"
CC6.7,"The entity restricts the transmission, movement, and removal of information to authorized internal and external users and processes, and protects it during transmission, movement, or removal to meet the entity’s objectives.","CFG-02, CFG-03, CRY-01, CRY-01.1, CRY-03, CRY-05, DCH-12, NET-03.5, NET-04.1, NET-13","automation-9.activity-log, automation-9.oidc-settings, esx-9.ceip-disable, esx-9.deactivate-mob, esx-9.deactivate-shell, esx-9.entropy, esx-9.firewall-incoming-default, esx-9.firewall-restrict-access, esx-9.forensic-snapshots, esx-9.hardware-boot-order, esx-9.hardware-cpu-amd-cc, esx-9.hardware-cpu-intel-cc, esx-9.hardware-management-security, esx-9.hardware-ports, esx-9.hardware-virtual-nic, esx-9.log-forwarding-tls-ciphers, esx-9.memory-tiering-encryption, esx-9.network-dvfilter, esx-9.nfs-traffic-protection, esx-9.snmp, esx-9.ssh, esx-9.tls-ciphers, esx-9.tpm-configuration, esx-9.vmk-storage, esx-9.vmk-vmotion, esx-9.vmotion-encryption-offload, guest-9.tools-deactivate-appinfo, guest-9.tools-deactivate-containerinfo, guest-9.tools-deactivate-guestoperations, guest-9.tools-deactivate-gueststoreupgrade, guest-9.tools-deactivate-servicediscovery, installer-9.security, nsx-9.ceip-disable, nsx-9.dhcp-disable, nsx-9.load-balancer-fips, nsx-9.multicast-disable, nsx-9.snmp, nsx-9.ssh, nsx-9.t1-dhcp-disable, nsx-9.t1-multicast-disable, nsx-9.tls-ciphers, operations-9.ceip-disable, operations-9.firewall-hardening, operations-9.in-page-feedback, operations-9.logs-ssl-api, operations-9.logs-ssl-syslog, pnr-9.ssh, vcenter-9.ceip-disable, vcenter-9.client-feedback, vcenter-9.client-telemetry, vcenter-9.network-restrict-discovery-protocol, vcenter-9.network-restrict-port-mirroring, vcenter-9.smtp, vcenter-9.snmp, vcenter-9.snmp3, vcenter-9.ssh, vcenter-9.tls-ciphers, vcenter-9.vami-firewall-restrict-access, vcenter-9.vds-health-check-disable, vcf-9.perimeter-firewall, vcf-9.secure-baseline, vm-9.deactivate-console-copy, vm-9.deactivate-console-paste, vm-9.deactivate-disk-shrinking-shrink, vm-9.deactivate-disk-shrinking-wiper, vm-9.deactivate-non-essential-3d-features, vm-9.dvfilter, vm-9.efi-boot-types, vm-9.ft-encrypted, vm-9.isolation-device-connectable-deactivate, vm-9.isolation-tools-dnd-deactivate, vm-9.pci-passthrough, vm-9.persistent-disk, vm-9.remove-unnecessary-devices, vm-9.restrict-host-info, vm-9.vmotion-encrypted, vsan-9.encryption-rest, vsan-9.encryption-transit-esa, vsan-9.encryption-transit-osa, vsan-9.file-services-access-control-nfs, vsan-9.file-services-authentication-smb, vsan-9.hcl-internet, vsan-9.storage-cluster-traffic-protection"
CC6.8,The entity implements controls to prevent or detect and act upon the introduction of unauthorized or malicious software to meet the entity’s objectives.,"CHG-02, NET-03","nsx-9.ibgp-source-loopback, nsx-9.reverse-path-forwarding, operations-9.firewall-hardening, vcenter-9.network-mac-learning, vcenter-9.network-reject-forged-transmit-dvportgroup, vcenter-9.network-reject-mac-changes-dvportgroup, vcenter-9.network-reset-port, vcenter-9.network-restrict-netflow-usage, vcenter-9.network-restrict-port-level-overrides, vcenter-9.network-restrict-port-mirroring, vsan-9.auto-policy-management, vsan-9.hcl-internet, vsan-9.network-isolation-vsan-iscsi-target"
CC7.1,"To meet its objectives, the entity uses detection and monitoring procedures to identify (1) changes to configurations that result in the introduction of new vulnerabilities, and (2) susceptibilities to newly discovered vulnerabilities.",CFG-02,vcf-9.secure-baseline
CC7.2,"The entity monitors system components and the operation of those components for anomalies that are indicative of malicious acts, natural disasters, and errors affecting the entity's ability to meet its objectives; anomalies are analyzed to determine whether they represent security events.","MON-01.4, MON-02","esx-9.cpu-hyperthread-warning, esx-9.hardware-management-log-forwarding, esx-9.log-audit-forwarding, esx-9.log-forwarding, esx-9.shell-warning, guest-9.tools-log-forwarding, operations-9.log-collection, pnr-9.log-forwarding, vcenter-9.log-forwarding"
CC7.3,"The entity evaluates security events to determine whether they could or have resulted in a failure of the entity to meet its objectives (security incidents) and, if so, takes actions to prevent or address such failures.",MON-02,"esx-9.hardware-management-log-forwarding, esx-9.log-audit-forwarding, esx-9.log-forwarding, guest-9.tools-log-forwarding, operations-9.log-collection, pnr-9.log-forwarding, vcenter-9.log-forwarding"
CC7.5,"The entity identifies, develops, and implements activities to recover from identified security inci- dents.","BCD-02.2, BCD-11","nsx-9.backup, vcenter-9.drs, vcenter-9.service-resilience-evc, vcenter-9.service-resilience-ha, vcenter-9.service-resilience-vmotion, vsan-9.auto-raid"
CC8.1,"The entity authorizes, designs, develops or acquires, configures, documents, tests, approves, and implements changes to infrastructure, data, software, and procedures to meet its objectives.","CFG-02, CHG-02, CHG-04, IAC-15.9, VPM-05","esx-9.hardware-firmware-updates, esx-9.hardware-management-config-lock, esx-9.updates, guest-9.tools-add-feature, guest-9.tools-allow-transforms, guest-9.tools-globalconf, guest-9.tools-prevent-recustomization, guest-9.tools-remove-feature, guest-9.tools-updates, guest-9.tools-upgrade, sddc-9.api-admin, vcenter-9.vami-updates, vcf-9.secure-baseline, vm-9.virtual-hardware, vsan-9.auto-policy-management, vsan-9.managed-disk-claim"
CC9.1,"The entity identifies, selects, and develops risk mitigation activities for risks arising from potential business disruptions.",TPM-03,vcenter-9.administration-client-plugins
CC9.2,The entity assesses and manages risks associated with vendors and business partners.,TPM-03,vcenter-9.administration-client-plugins
PI1.4,"The entity implements policies and procedures to make available or deliver output completely, ac- curately, and timely in accordance with specifications to meet the entity’s objectives.","MON-03, MON-08","esx-9.log-audit-local, esx-9.log-audit-persistent, esx-9.log-filter, esx-9.log-level, esx-9.log-persistent, guest-9.tools-logs, networks-9.audit-identity, nsx-9.log-level, operations-9.logs-authenticated-ingestion, vcenter-9.logs-level-global, vm-9.log-enable"
PI1.5,"The entity implements policies and procedures to store inputs, items in processing, and outputs completely, accurately, and timely in accordance with system specifications to meet the entity’s ob- jectives.",MON-08,"esx-9.log-audit-persistent, esx-9.log-filter, esx-9.log-persistent, operations-9.logs-authenticated-ingestion"
