Control ID,SCF ID,Description,Control Coverage,Response
5.2(i)(iii),"GOV-01.1, GOV-04","The reporting channels shall cover the potential impact of such changes on critical or important functions, including a risk analysis summary, and at least major ICT-related incidents and their impact, response, recovery and corrective measures.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
5.4,CPL-01,"Members of the management body shall actively keep up to date with sufficient knowledge and skills to understand and assess ICT risk and its impact, including by following specific regular training.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
6.1,RSK-01,"Financial entities shall have a sound, comprehensive and well-documented ICT risk management framework as part of their overall risk management system to address ICT risk quickly, efficiently, and comprehensively.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
6.2,"GOV-02, RSK-01, OPS-01.1","The framework shall include at least strategies, policies, procedures, ICT protocols and tools necessary to duly and adequately protect all information assets and ICT assets and relevant physical components/infrastructures from risks, damage, and unauthorized access/usage.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
6.3,RSK-01,"Financial entities shall minimize the impact of ICT risk by deploying appropriate strategies, policies, and tools and shall provide complete and updated information on ICT risk and their framework to competent authorities upon request.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
6.4,RSK-01,"Financial entities, other than microenterprises, shall assign the responsibility for managing and overseeing ICT risk to a control function and ensure appropriate independence to avoid conflicts of interest; they must ensure appropriate segregation and independence of functions according to the three lines of defence model or an internal risk management and control model.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
6.5,RSK-01,"The ICT risk management framework shall be documented and reviewed at least once a year (periodically for microenterprises), upon major ICT-related incidents, and following supervisory instructions or audit/testing conclusions, and continuously improved. A report on the review shall be submitted to the competent authority upon request.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
6.6,RSK-01,"The ICT risk management framework of financial entities, other than microenterprises, shall be subject to internal audit by auditors possessing sufficient knowledge, skills, expertise, and independence, commensurate to the ICT risk.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
6.7,RSK-01,"Based on internal audit conclusions, financial entities shall establish a formal follow-up process for timely verification and remediation of critical ICT audit findings.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
6.8,"PRM-01.1, RSK-01",The ICT risk management framework shall include a digital operational resilience strategy setting out how the framework shall be implemented.,Not Applicable,"End user activity or process, design decision, or activity out of scope."
6.8(a),"PRM-01.1, RSK-01",The strategy shall explain how the ICT risk management framework supports the financial entity's business strategy and objectives.,Not Applicable,"End user activity or process, design decision, or activity out of scope."
6.8(b),"PRM-01.1, RSK-01","The strategy shall establish the risk tolerance level for ICT risk, in accordance with the risk appetite, and analyze the impact tolerance for ICT disruptions.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
6.8(c),"PRM-01.1, RSK-01","The strategy shall set out clear information security objectives, including key performance indicators and key risk metrics.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
6.8(d),"PRM-01.1, RSK-01",The strategy shall explain the ICT reference architecture and any changes needed to reach specific business objectives.,Not Applicable,"End user activity or process, design decision, or activity out of scope."
6.8(e),"PRM-01.1, RSK-01","The strategy shall outline the different mechanisms put in place to detect ICT-related incidents, prevent their impact and provide protection from it.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
6.8(f),"PRM-01.1, RSK-01",The strategy shall evidence the current digital operational resilience situation based on the number of major ICT-related incidents reported and the effectiveness of preventive measures.,Not Applicable,"End user activity or process, design decision, or activity out of scope."
6.8(g),"PRM-01.1, RSK-01",The strategy shall address implementing digital operational resilience testing.,Not Applicable,"End user activity or process, design decision, or activity out of scope."
6.8(h),"PRM-01.1, RSK-01",The strategy shall outline a communication strategy in the event of ICT-related incidents requiring disclosure (Article 14).,Not Applicable,"End user activity or process, design decision, or activity out of scope."
6.9,RSK-01,Financial entities may define a holistic ICT multi-vendor strategy (group or entity level) showing key third-party dependencies and explaining the rationale behind the procurement mix.,Not Applicable,"End user activity or process, design decision, or activity out of scope."
7,GOV-15,"Financial entities shall use and maintain updated ICT systems, protocols and tools that are:",Not Applicable,"End user activity or process, design decision, or activity out of scope."
7(a),"GOV-15, GOV-15.1, GOV-15.2, GOV-15.3, GOV-15.4, GOV-15.5, PRM-01, PRM-02, PRM-03, PRM-04, PRM-05, PRM-07","Appropriate to the magnitude of operations, in accordance with the proportionality principle (Article 4).",Contributes,"VMware Cloud Foundation provides the infrastructure for continuous monitoring of technology assets, identifying compliance drift, and surfacing non-compliant objects and associated violations through dashboards and alerts. Administrators define monitoring policies and customize settings per object through overrides, allowing monitoring to be tailored to the risk profile of individual assets.

VCF Operations for Logs aggregates data for visibility, and VCF Automation's Organizations model enables resource usage monitoring and enforcement of governance boundaries. User access patterns are continuously monitored, and role-based access in vCenter, including a dedicated Operator role, facilitates delegation of monitoring responsibilities.

VMware vDefend's Security Intelligence offers continuous network-level monitoring with flow visualization, anomaly detection, and NDR capabilities, supporting ongoing assessment of control effectiveness across in-scope workloads. Its IDS/IPS and ATP continuously monitor network traffic for threats, with Intelligent Assist providing event management to track investigation status and support structured response workflows. These capabilities enable the technical implementation of security controls that can be scaled and applied proportionally.

While these platforms provide the tools to implement and tailor controls, the overarching organizational policies, processes, and accountability structures that define what is ""appropriate to the magnitude of operations"" remain the customer's responsibility. This includes establishing the cadence for monitoring, defining accountability, conducting policy reviews, performing vendor assessments, and scheduling audits, which are essential components of a comprehensive, proportionally scaled security program."
7(b),"GOV-15, GOV-15.1, GOV-15.2, GOV-15.3, GOV-15.4, GOV-15.5, PRM-01, PRM-02, PRM-03, PRM-04, PRM-05, PRM-07",Reliable.,Contributes,"VMware Cloud Foundation provides the comprehensive monitoring infrastructure essential for maintaining reliable operations and ensuring ongoing oversight of technology assets. VCF Operations continuously monitors the infrastructure to identify compliance drift, surfacing non-compliant objects and associated violations through dashboards and alerts. Administrators define monitoring policies that govern resource analysis, with customizable policy element settings per object to tailor monitoring to individual asset risk profiles. Platform operators configure alerts, perform log analysis, troubleshoot, and run infrastructure diagnostics and health checks across the VCF environment.

VCF Operations for Logs aggregates log data from vCenter and ESX hosts, providing searchable dashboards and analytics for asset owners. VCF Automation adds resource usage monitoring and permission controls through its Organizations model, enabling IT teams to track consumption and enforce governance boundaries. On the user security side, VCF Operations supports continuous monitoring of user access patterns to detect security risks and verify appropriate access levels, with role-based access in vCenter, including a dedicated Operator role, facilitating delegation of monitoring responsibilities.

VMware vDefend's Security Intelligence further enhances reliability by providing continuous network-level monitoring through flow visualization, anomaly detection, and Network Detection and Response (NDR) capabilities, supporting ongoing assessment of control effectiveness across in-scope workloads and services. IDS/IPS and Advanced Threat Protection (ATP) continuously monitor network traffic for threats, while Intelligent Assist provides event management capabilities to track investigation status and support structured response workflows. The Admin Dashboard and Intelligent Assist integrate with security pages to surface events and support analyst workflows for continuous monitoring at the network layer.

While these capabilities provide robust tools for data and process owners to monitor their assets for threats, misconfigurations, and control failures, the organizational policies that mandate such monitoring, the defined cadence, and the accountability structures around that monitoring are governance responsibilities that reside outside the scope of the platform. Broader program-level monitoring activities, such as policy reviews, vendor assessments, or audit scheduling, also remain customer responsibilities."
7(c),"GOV-15, GOV-15.1, GOV-15.2, GOV-15.3, GOV-15.4, GOV-15.5, PRM-01, PRM-02, PRM-03, PRM-04, PRM-05, PRM-07","Equipped with sufficient capacity to accurately process data and timely provide services, and deal with peak volumes, including when new technology is introduced.",Contributes,"VMware Cloud Foundation provides the monitoring infrastructure to continuously assess technology assets, identify compliance drift, and surface non-compliant objects through dashboards and alerts. Administrators define monitoring policies and customize settings per object, tailoring oversight to individual asset risk profiles. Platform operators configure alerts, perform log analysis, troubleshoot, and run diagnostics and health checks across the environment.

VCF Operations for Logs aggregates data from vCenter and ESX hosts, offering searchable dashboards and analytics for visibility into component behavior. VCF Automation adds resource usage monitoring and permission controls through its Organizations model, enabling IT teams to track consumption and enforce governance boundaries. On the user security side, VCF Operations supports continuous monitoring of user access patterns to detect security risks and verify appropriate access levels.

VMware vDefend's Security Intelligence delivers continuous network-level monitoring through flow visualization, anomaly detection, and Network Detection and Response (NDR) capabilities, supporting ongoing assessment of control effectiveness across in-scope workloads and services. Intrusion Detection/Prevention Systems (IDS/IPS) and Advanced Threat Protection (ATP) continuously monitor network traffic for threats, with Intelligent Assist providing event management to track investigation status and support structured response workflows.

These capabilities provide the essential tools for monitoring capacity, performance, and security posture, which are critical for ensuring accurate data processing and timely service delivery.

The organization is responsible for establishing the policies, processes, and accountability structures that compel data and process owners to perform monitoring, define the cadence of such activities, and ensure that sufficient capacity is provisioned and maintained based on the insights derived from these monitoring tools. This includes defining capacity planning strategies, responding to identified capacity shortfalls or performance degradation, and integrating these technical capabilities into a broader governance framework."
7(d),"GOV-15, GOV-15.1, GOV-15.2, GOV-15.3, GOV-15.4, GOV-15.5, PRM-01, PRM-02, PRM-03, PRM-04, PRM-05, PRM-07",Technologically resilient to adequately deal with additional information processing needs as required under stressed market conditions or other adverse situations.,Contributes,"VMware Cloud Foundation provides the monitoring infrastructure necessary for continuous oversight of technology assets. VCF Operations actively monitors the infrastructure to identify compliance drift, surfacing non-compliant objects and associated violations through dashboards and alerts. Administrators can define monitoring policies, customize settings per object, perform log analysis, troubleshooting, and health checks across the VCF environment.

VCF Operations for Logs aggregates log data from vCenter and ESX hosts, providing searchable dashboards and analytics for visibility into component behavior.

VCF Automation tracks resource usage and enforces governance boundaries.

On the user security side, VCF Operations supports continuous monitoring of user access patterns to detect security risks.

VMware vDefend's Security Intelligence provides continuous network-level monitoring through flow visualization, anomaly detection, and Network Detection and Response (NDR) capabilities. Its IDS/IPS and Advanced Threat Protection (ATP) continuously monitor network traffic for threats, with Intelligent Assist facilitating event management and tracking investigation status. The Admin Dashboard and Intelligent Assist integrate to surface security events and support analyst workflows for ongoing monitoring.

While these platforms offer robust monitoring, logging, and security detection capabilities essential for understanding system behavior and identifying potential stress, they do not inherently provide the dynamic scaling, high availability, or disaster recovery mechanisms required to *deal with additional information processing needs* under stressed market conditions or adverse situations.

The customer is responsible for configuring the underlying infrastructure components to achieve the necessary technological resilience and processing capacity. Furthermore, the customer must establish organizational policies, operational procedures, and accountability structures to leverage these monitoring insights for proactive and reactive management of resilience."
8.1,PRM-06,"Financial entities shall identify, classify and adequately document all ICT supported business functions, roles, responsibilities, information assets and ICT assets supporting those functions, and their roles and dependencies in relation to ICT risk. This shall be reviewed at least yearly.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
8.2,"RSK-01.1, RSK-03","Financial entities shall, on a continuous basis, identify all sources of ICT risk, and assess cyber threats and ICT vulnerabilities relevant to their ICT supported functions and assets, and review risk scenarios regularly, at least yearly.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
8.3,RSK-04,"Financial entities, other than microenterprises, shall perform a risk assessment upon each major change in the network and information system infrastructure, processes or procedures affecting their ICT supported functions or assets.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
8.4,"AST-02, AST-04, BCD-02, TPM-02","Financial entities shall identify all information assets and ICT assets (including remote sites, network resources, hardware) and shall map those considered critical. They shall map the configuration of assets and the links and interdependencies between them.",Contributes,"VMware Cloud Foundation provides a real-time, detailed inventory of compute, storage, and networking assets through vCenter, which serves as the authoritative source for managed objects. VCF Operations extends this with Service Discovery for applications and services, Business Applications for grouping and tagging with criticality, and Automation for tracking provisioned resources and modeling services with blueprints. VCF Operations for Networks offers interactive network maps, flow visualization, and application topology maps to detail network architecture and data flows, while vSphere Client provides topology views with dependency mapping. VCF also integrates with external CMDBs like ServiceNow for asset reconciliation. VMware Live Recovery explicitly identifies critical assets through protection groups and documents network mappings and configurations between protected and recovery sites, including replication traffic paths. VMware vDefend inventories network-visible workloads, classifies applications as critical, and provides dynamic visualizations of network traffic flows, security group relationships, and interdependencies, serving as a live source for network architecture and security posture.

While the platform provides robust technical tools for identifying, classifying, and mapping ICT assets, their configurations, and interdependencies, the organization remains responsible for defining enterprise-wide asset classification schemes, establishing business justification processes for criticality, and maintaining comprehensive asset registries that include all information assets, non-VCF managed ICT assets, and authorized software catalogs. Formal network architecture diagrams and data flow documentation, along with ensuring they reflect the current state and are integrated into broader configuration management processes, are also organizational responsibilities."
8.5,AST-01.1,"Financial entities shall identify and document all processes that are dependent on ICT third-party service providers, and shall identify interconnections with providers supporting critical or important functions.",Contributes,"VMware vDefend's Security Services Platform organizes inventory assets into a defined hierarchy spanning region, zone, environment, application, and application tier. It classifies assets as either infrastructure or applications, further distinguishing between critical and regular, which directly supports understanding which assets underpin critical business functions. Security Intelligence traffic flow analysis and visualization capabilities provide granular visibility into asset interdependencies and communication patterns at the network layer, aiding in the identification of service dependencies. The Security Services Platform inventory also facilitates importing asset information via CSV and enables filtering of infrastructure assets by name and status, thereby supporting comprehensive asset discovery and lifecycle tracking.

While these capabilities significantly contribute to network-layer asset inventory and dependency mapping, they do not constitute a comprehensive enterprise asset management system. The financial entity is responsible for formally identifying and documenting all business processes that are dependent on ICT third-party service providers. This includes establishing and maintaining a complete inventory of third-party service providers, their contractual relationships, and the specific critical or important functions they support, along with the interconnections at a business process level, which extends beyond the technical network layer."
8.6,"AST-02, AST-02.1","For the purposes of paragraphs 1, 4 and 5, financial entities shall maintain relevant inventories and update them periodically and every time a major change (paragraph 3) occurs.",Contributes,"VMware Cloud Foundation (VCF) maintains a detailed, real-time inventory of technology assets across compute, storage, and networking layers. vCenter serves as the authoritative inventory for all managed objects, including ESX hosts, clusters, virtual machines, datastores, and networking constructs, with support for centralized management across linked vCenter instances. The vSphere Web Services API provides programmatic access for inventory retrieval, and VCF Operations aggregates these details into logical inventory lists.

For application-level visibility, VCF Operations Service Discovery identifies running applications and services, allowing for grouping and export of discovered data.

VCF Automation tracks provisioned resources through its project model, providing role-appropriate visibility for audit and review of virtual machines, catalogs, templates, and media.

Integration with external asset registries is supported through the Management Pack for ServiceNow and VCF Operations for Networks, enabling CMDB population and reconciliation.

vSphere Lifecycle Manager and VCF Lifecycle Management maintain a comprehensive software inventory, tracking installed components and versions across the environment.

Concurrently, vDefend Security Intelligence and Security Services Platform (SSP) maintain an inventory of network-visible workloads, organized into asset collections spanning groups, infrastructure assets, environments, applications, and application tiers. SSP facilitates the import of inventory asset CSV files and supports filtering for reporting and alerting, with Application Asset Collections representing groups of workloads delivering enterprise software functions.

While VCF and vDefend provide robust technical tools for inventory management within their respective scopes, enterprise asset classification, business justification tracking, and property accountability processes remain organizational responsibilities. vDefend's inventory scope is specifically limited to network-visible workloads and does not encompass enterprise-wide inventory tools for all technology assets, authorized software catalogs with business justification records, or data asset registries required for comprehensive asset management."
8.7,"RSK-04, SEA-02.3","Financial entities, other than microenterprises, shall on a regular basis, and at least yearly, conduct a specific ICT risk assessment on all legacy ICT systems and before and after connecting technologies, applications or systems.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
9.1,"OPS-01, OPS-02, OPS-03","Financial entities shall continuously monitor and control the security and functioning of ICT systems and tools and shall minimize the impact of ICT risk through the deployment of appropriate ICT security tools, policies and procedures.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
9.2,"OPS-01, OPS-01.1, OPS-02, OPS-03","Financial entities shall design, procure and implement ICT security policies, procedures, protocols and tools that aim to ensure the resilience, continuity and availability of ICT systems (especially for critical/important functions), and to maintain high standards of availability, authenticity, integrity and confidentiality of data.",Contributes,"The VCF platform provides the foundational ICT security tools and capabilities essential for ensuring the resilience, continuity, and availability of critical ICT systems. This includes native features for high availability (vSphere HA), distributed resource scheduling (DRS), and fault tolerance, which are integral to maintaining system uptime and operational continuity. Data availability, authenticity, integrity, and confidentiality are supported through robust storage solutions like vSAN, which incorporates data integrity checks and encryption at rest. Network segmentation and micro-segmentation capabilities provided by NSX-T further enhance confidentiality and integrity by isolating workloads and controlling traffic flows. Access controls within vCenter Server ensure authenticity and prevent unauthorized system modifications.

The customer is responsible for designing, procuring, and implementing the overarching ICT security policies, procedures, and protocols that govern the use and configuration of these technical capabilities. This includes defining specific operational procedures for resilience and continuity, establishing data classification and handling policies, and ensuring that the implemented tools align with the organization's broader security framework and regulatory obligations. The customer must also establish the human accountability and processes required to operationalize and enforce these policies and procedures effectively."
9.3,GOV-15,Financial entities shall use appropriate ICT solutions and processes that:,Not Applicable,"End user activity or process, design decision, or activity out of scope."
9.3(a),"CFG-01, CFG-02, SEA-01, SEA-02, SEA-03",Ensure the security of the means of transfer of data.,Contributes,"VMware Cloud Foundation (VCF) implements a layered security architecture that inherently secures data in transit. All VCF management interfaces and API endpoints utilize TLS encryption, with NSX Manager supporting configurable TLS protocol versions (1.2 and 1.3) and robust cipher suites, explicitly deactivating older, insecure protocols. The NSX software-defined networking layer, foundational to VCF, provides overlay-backed segments and network profiles that enable isolation through subnets, security groups, and VLAN transport zones.

When deployed, VMware vDefend extends this with hypervisor-level Layer 2 through Layer 7 traffic inspection and microsegmentation, enforcing policies at the vNIC of each virtual machine, independent of the guest operating system.

VMware Live Recovery (VLR) secures replication traffic between protected and recovery sites through configurable TLS, with TLS 1.2 as the default minimum protocol version, and documents specific network encryption requirements.

VMware vDefend further enhances data transfer security with its Distributed Firewall for granular L2-7 policy enforcement, a Deep Packet Inspection (DPI) engine for application identification, and predefined TLS Decryption Action Profiles on the Gateway Firewall for inspecting encrypted traffic. Advanced threat detection capabilities include IDS/IPS for signature-based and behavioral intrusion detection, and Advanced Threat Prevention (ATP) for malware sandboxing and analysis of file content extracted from network flows, all operating independently to provide defense-in-depth for data in transit.

While the platform provides comprehensive technical mechanisms for securing data in transit, the customer is responsible for defining and implementing specific security policies, configuring these capabilities to align with organizational requirements, and managing their ongoing operation. This includes establishing appropriate firewall rules, configuring TLS settings, defining IDS/IPS profiles, and integrating these controls into a broader security program that encompasses policy definition, monitoring, and incident response."
9.3(b),"CFG-01, CFG-02, SEA-01, SEA-02, SEA-03","Minimize the risk of corruption or loss of data, unauthorized access and technical flaws.",Contributes,"VMware Cloud Foundation provides robust mechanisms to minimize risk. Configuration Templates and Drifts Templates enable administrators to define, enforce, and monitor desired states, integrating with source control for versioning, auditing, and change control. vSphere Lifecycle Manager ensures consistent host images and configurations through image-based management and Configuration Profiles. VCF Automation extends this through integration with tools like Ansible and Puppet for automated enforcement.

VCF establishes secure baseline configurations through the VCF Security Baseline document, component-specific hardening guides, and DISA STIGs, with compliance scanning capabilities to evaluate infrastructure against these baselines. The platform implements a layered security architecture, including TPM-based measured boot, UEFI Secure Boot, vSAN and VM encryption, NSX software-defined networking with microsegmentation, VCF SSO with RBAC, and TLS encryption for all management interfaces, ensuring independent protection across infrastructure, hypervisor, network, identity, and communication layers.

VMware Live Recovery contributes by providing configuration management for disaster recovery operations, including an Import/Export Tool for versioning and backup of DR configurations, automated scheduled exports, and structured management of network configurations for protected virtual machines via the DR IP Customizer. VLR also provides configurable security baseline settings for its replication infrastructure, such as TLS protocol versions, and documents network encryption requirements for replication traffic.

VMware vDefend embeds secure engineering principles, implementing zero-trust microsegmentation via the Distributed Firewall, defense-in-depth through layered controls spanning L2–L7 (Gateway Firewall, IDS/IPS, malware prevention, URL filtering, TLS inspection), and least-privilege network access enforcement. vDefend Distributed Firewall supports draft configuration management with optional locking and comment requirements, ensuring validated policy changes before publication. Its federation architecture provides centralized configuration management for consistent security baselines across multi-site deployments.

The Security Services Platform validates configuration changes pre-deployment and provides configuration synchronization metrics.

vDefend Gateway Firewall offers predefined TLS Decryption Action Profiles as vendor-defined baseline configurations. Furthermore, vDefend implements multiple independent security layers, including hypervisor-level Distributed Firewall enforcement, Deep Packet Inspection for application identification, IDS/IPS for threat detection, and Advanced Threat Prevention for malware analysis, all operating independently to provide comprehensive defense-in-depth within the network security domain. Security Intelligence contributes by maintaining application context in a CMDB and supporting segmentation planning.

While the platform provides extensive technical capabilities to minimize the risk of data corruption or loss, unauthorized access, and technical flaws, the customer is responsible for defining and implementing organizational policies, processes, and procedures. This includes establishing specific secure baseline configurations, defining acceptable configuration drift thresholds, implementing change management workflows for security policies, configuring and monitoring compliance scans, and defining incident response procedures for detected threats or unauthorized access attempts. The continuous minimization of risk requires active customer operationalization and governance of these platform capabilities."
9.3(c),"CFG-01, CFG-02, SEA-01, SEA-02, SEA-03","Prevent the lack of availability, the impairment of the authenticity and integrity, the breaches of confidentiality and the loss of data.",Contributes,"VMware Cloud Foundation provides a robust set of capabilities to prevent the lack of availability, impairment of authenticity and integrity, breaches of confidentiality, and loss of data.

The platform implements a layered security architecture, with ESX hosts supporting TPM-based measured boot and UEFI Secure Boot for infrastructure integrity. vSAN offers data-at-rest encryption, and VM encryption protects virtual machine disk and memory contents, ensuring confidentiality.

NSX provides software-defined networking with overlay-backed segments, network profiles for isolation, and granular role-based access control (RBAC) across all VCF components. All management interfaces and API endpoints utilize TLS encryption.

VCF Operations includes Configuration Templates for defining desired states, Configuration Drifts Templates for detecting deviations, and vSphere Lifecycle Manager (vLCM) for image-based host consistency, all contributing to integrity. The VCF Security Baseline, component hardening guides, and compliance scanning capabilities further support the development and maintenance of secure configurations.

VMware Live Recovery (VLR) directly addresses availability and data loss prevention through its disaster recovery operations. The Configuration Import/Export Tool allows for versioning and backup of DR configuration data, including recovery plans and protection groups, which can be automated. The hms-configtool and DR IP Customizer provide structured management of configuration properties and network settings for protected virtual machines, supporting integrity during recovery. VLR also enforces configurable security baseline settings for TLS and documents network encryption requirements for replication traffic.

VMware vDefend enhances confidentiality and integrity within the network security domain. The Distributed Firewall implements zero-trust microsegmentation at the hypervisor level, enforcing Layer 2-7 traffic inspection and policy enforcement independently of guest operating systems. Draft configuration management, with optional locking and comment requirements, ensures policy integrity and controlled changes. Centralized configuration management through a Global Manager, deployment validation, and configuration synchronization maintain consistent security baselines across distributed environments. Predefined TLS Decryption Action Profiles offer vendor-defined secure baselines for TLS inspection. Security Services Platform supports backup and restore of configuration data, preventing loss due to corruption or accidental deletion, and Security Assessment evaluates security posture against expected standards.

While the platform provides extensive technical mechanisms to prevent these risks, the customer is responsible for defining and implementing organizational policies, establishing operational processes, configuring specific security controls, and ensuring ongoing monitoring and enforcement to fully realize the preventative intent of this control. This includes defining desired configuration states, creating and testing disaster recovery plans, establishing security policies, and managing access controls."
9.3(d),"CFG-01, CFG-02, SEA-01, SEA-02, SEA-03","Ensure that data is protected from risks arising from data management (e.g., poor administration, processing risks, human error).",Contributes,"VMware Cloud Foundation provides robust mechanisms to protect data from risks arising from data management.
This includes comprehensive configuration management through Configuration Templates for desired state definition, drift detection, and policy enforcement, integrated with source control for versioning, auditing, and change control.
vSphere Lifecycle Manager ensures consistent host images and configurations, while VCF Automation extends enforcement for workloads.
The platform establishes secure baseline configurations via the VCF Security Baseline document, component-specific hardening guides, DISA STIGs, and compliance scanning.
VCF's layered architecture, encompassing hardware-rooted trust (TPM, Secure Boot), data encryption (vSAN, VM encryption), network isolation (NSX), centralized identity and access management (VCF SSO, RBAC), and secure communications (TLS), provides defense-in-depth against processing risks and the impact of human error.

VMware Live Recovery contributes by offering configuration management specific to disaster recovery, including an Import/Export Tool for versioning and backup of DR configurations, automated exports, and structured tools for managing network and replication settings.
It supports secure baselines through configurable TLS protocols and documented network encryption requirements.

VMware vDefend further enhances protection within the network security domain through its comprehensive configuration management capabilities, such as draft policy management with review, validation, and locking, a federated architecture for consistent policy across sites, and pre-deployment validation.
vDefend provides secure baseline configurations via predefined TLS Decryption Action Profiles and security assessments.
Its architecture embodies secure engineering principles, implementing zero-trust microsegmentation and defense-in-depth through independent, layered L2-L7 controls including Distributed Firewall, Deep Packet Inspection, IDS/IPS, and Advanced Threat Prevention, ensuring resilience against poor administration and processing risks.

While the platform provides extensive technical capabilities to mitigate risks from data management, the organization is responsible for defining and implementing specific security policies, establishing desired state configurations, and enforcing change control processes.
This includes actively utilizing the provided configuration management tools, adhering to hardening guidance, and integrating these technical controls into broader operational procedures and a comprehensive secure systems engineering lifecycle.
The ultimate assurance against poor administration, processing risks, and human error requires ongoing organizational governance and human accountability."
9.4,GOV-01,"As part of the ICT risk management framework, financial entities shall:",Not Applicable,"End user activity or process, design decision, or activity out of scope."
9.4(a),GOV-02,"Develop and document an information security policy defining rules to protect the availability, authenticity, integrity and confidentiality of data, information assets and ICT assets.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
