Control ID,SCF ID,Description,Control Coverage,Response
CIP-003-8 1.1.5,IRO-01,"Each Responsible Entity shall review and obtain CIP Senior Manager approval at least
once every 15 calendar months for one or more documented cyber security policies
that collectively address the following topics: [Violation Risk Factor: Medium] [Time
Horizon: Operations Planning]
1.1. For its high impact and medium impact BES Cyber Systems, if any:

1.1.5. Incident reporting and response planning (CIP-008);
",Contributes,"VMware Cloud Foundation (VCF) provides the foundational infrastructure and operational tools that support multiple phases of an incident response lifecycle. VCF Operations includes capabilities for creating, managing, and tracking incidents with metadata such as status, impact, and urgency, and integrates with existing ITSM workflows via notification plug-ins. It correlates events from monitored systems, surfacing faults by severity, and allows for configurable notification rules and vCenter Server alarms to trigger actions based on infrastructure conditions.

VMware vDefend, extending VCF's networking foundation, enhances these capabilities with automated threat detection and containment through IDS/IPS, network detection features, and quarantine policies.

VMware Live Recovery (VLR) further contributes by providing data protection incident response through structured recovery plans, non-disruptive testing, and automated failover orchestration. VLR's recovery plans define documented, repeatable response procedures, and its event logging and alarm framework detects conditions indicating data protection incidents.

VMware vDefend also provides integrated threat detection, investigation, correlation, and remediation, correlating events to surface multi-stage attack campaigns, prioritizing response efforts with impact scores, and offering AI-guided remediation workflows for network-level containment. These capabilities collectively provide robust technical support for incident detection, investigation, containment, recovery, and reporting.

While the platform provides extensive technical tools and infrastructure for incident response, it does not govern organization-wide incident reporting and response processes, nor does it maintain the overarching incident response documentation required by the control. The customer is responsible for developing, documenting, and obtaining CIP Senior Manager approval for one or more comprehensive cybersecurity policies that collectively address incident reporting and response planning for high and medium impact BES Cyber Systems. This includes defining the organizational processes, roles, responsibilities, and the overall framework for incident management, leveraging the technical capabilities provided by VCF, VLR, and vDefend as components of their broader incident response strategy."
CIP-003-8 1.1.6,BCD-01,"Each Responsible Entity shall review and obtain CIP Senior Manager approval at least
once every 15 calendar months for one or more documented cyber security policies
that collectively address the following topics: [Violation Risk Factor: Medium] [Time
Horizon: Operations Planning]
1.1. For its high impact and medium impact BES Cyber Systems, if any:

1.1.6. Recovery plans for BES Cyber Systems (CIP-009);
",Contributes,"VMware Cloud Foundation provides a resilient infrastructure foundation with built-in business continuity and disaster recovery capabilities. vSphere High Availability automatically restarts virtual machines on surviving hosts, ensuring workload resilience. vSAN stretched clusters extend logical storage across availability zones, maintaining operations during zone failures. VCF mandates regular backup schedules and retention policies for all management components, including SDDC Manager, vCenter, and NSX, with features like Changed Block Tracking optimizing backup efficiency. VMware HCX facilitates workload mobility and replication between sites, supporting various migration scenarios for data protection. VCF Operations monitors infrastructure health and provides capacity planning tools to proactively manage resource availability.

VMware Live Recovery is purpose-built to facilitate contingency planning, enabling the creation of executable recovery plans that define the sequence, priority, and configuration for failover operations. It organizes virtual machines into protection groups and supports non-disruptive testing to validate procedures without impacting production. Live Recovery offers both planned migration and disaster recovery modes, with vSphere Replication providing host-based replication down to 60-second Recovery Point Objectives. It supports bidirectional protection, dynamic resource mapping updates, and automates network reconfiguration during recovery with the DR IP Customizer. VMware vDefend further contributes by maintaining security posture, including distributed and gateway firewall policies, during disaster recovery events and workload migrations, ensuring continuous security controls as workloads fail over.

While the VMware platform provides the comprehensive technical capabilities and tools necessary to implement, execute, and secure robust recovery plans for BES Cyber Systems, the Responsible Entity remains accountable for developing, documenting, reviewing, and obtaining CIP Senior Manager approval for the overarching cyber security policies that govern these recovery plans. The establishment of the broader Business Continuity Management System framework, including organizational governance processes and the formal review and approval cycle, is a customer responsibility."
CIP-003-8 1.1.7,"CHG-01, CFG-01, VPM-01","Each Responsible Entity shall review and obtain CIP Senior Manager approval at least
once every 15 calendar months for one or more documented cyber security policies
that collectively address the following topics: [Violation Risk Factor: Medium] [Time
Horizon: Operations Planning]
1.1. For its high impact and medium impact BES Cyber Systems, if any:

1.1.7. Configuration change management and vulnerability assessments (CIP010);
",Contributes,"VMware Cloud Foundation (VCF) provides robust mechanisms for configuration change management and vulnerability assessments. VCF Automation includes workflow capabilities with approval policies and integrates with IT Service Management (ITSM) platforms for comprehensive change tracking. vSphere Lifecycle Manager (vLCM) and VCF Operations enforce desired-state configurations, detect drift, and integrate with source control repositories for versioning, auditing, and review of configuration templates. Role-based access control across VCF components restricts who can make configuration changes, and audit logging captures all change activity. VMware Live Recovery (VLR) implements granular role-based access controls for disaster recovery configurations, generates audit logs for permission and configuration changes, and provides structured workflows for repeatable changes. VMware vDefend supports draft configuration management for network security policies, allowing preparation, review, and validation before publication, and provides centralized configuration management through a Global Manager in federated deployments. The Security Services Platform includes deployment validation and configuration synchronization metrics.

For vulnerability assessments, VCF Operations includes lifecycle management tools for infrastructure updates and patch deployment, with pre-update validation and a Security Operations dashboard. vLCM manages desired-state configurations for ESX hosts, including firmware and drivers, scanning for deviations and remediating non-compliant hosts. VCF Operations compliance management continuously monitors for policy violations and provides remediation recommendations. VMware vDefend contributes to vulnerability management through Distributed IDS/IPS, which provides signature-based detection of exploitation attempts and supports virtual patching. Security Intelligence and Security Services Platform offer security posture dashboards, threat event monitoring, and the Security Explorer to visualize workload exposure. vDefend Advanced Threat Prevention extends detection with behavioral analysis and sandboxing.

While the platform provides the technical mechanisms and enforcement capabilities for configuration change management and vulnerability assessments, the Responsible Entity is accountable for developing, documenting, reviewing, and obtaining CIP Senior Manager approval for the overarching cybersecurity policies that govern these processes. The definition of specific change management procedures, vulnerability assessment methodologies, and the assignment of human accountability for policy adherence remain organizational responsibilities."
CIP-003-8 1.1.8,DCH-01,"Each Responsible Entity shall review and obtain CIP Senior Manager approval at least
once every 15 calendar months for one or more documented cyber security policies
that collectively address the following topics: [Violation Risk Factor: Medium] [Time
Horizon: Operations Planning]
1.1. For its high impact and medium impact BES Cyber Systems, if any:

1.1.8. Information protection (CIP-011); and
",Contributes,"VMware Cloud Foundation provides comprehensive data protection capabilities, securing data both at rest and in transit. Data at rest is protected through vSAN encryption and per-VM encryption, both utilizing FIPS 140-3 validated cryptographic modules and integrating with external key management systems. Data in transit between VCF components is secured via TLS, and vSphere Replication encrypts replication traffic between sites.

The platform offers robust data resiliency through vSAN data protection for virtual machine replication, and VMware Live Site Recovery extends this with orchestrated disaster recovery, including scheduled protection policies and retention rules. VMware Kubernetes Service integrates data protection via Velero, providing backup and restore operations.

VCF Operations offers centralized monitoring of data and site resiliency, with access to this sensitive operational data controlled through privilege-based access.

VMware vDefend significantly contributes to information protection by enforcing network-level security.

The Distributed Firewall implements microsegmentation, restricting communication between workloads and sensitive data stores, thereby limiting lateral movement and potential data exfiltration. Security Intelligence identifies unencrypted application protocols and detects anomalous traffic patterns that could indicate unauthorized data movement. Furthermore, vDefend's IDS/IPS inspects east-west network traffic for signatures associated with data theft and command-and-control communications, while Malware Prevention analyzes files for malicious payloads targeting data integrity or confidentiality.

These network security controls protect the communication paths and access patterns for data, complementing the platform's inherent encryption, backup, and recovery features.

The Responsible Entity is accountable for developing, documenting, and maintaining the cybersecurity policies that leverage these technical capabilities. This includes establishing the formal review process, obtaining CIP Senior Manager approval for these policies, and ensuring this approval occurs at least once every 15 calendar months."
CIP-003-8 1.1.9,CPL-01,"Each Responsible Entity shall review and obtain CIP Senior Manager approval at least
once every 15 calendar months for one or more documented cyber security policies
that collectively address the following topics: [Violation Risk Factor: Medium] [Time
Horizon: Operations Planning]
1.1. For its high impact and medium impact BES Cyber Systems, if any:
1.1.1. Personnel and training (CIP-004);

1.1.9. Declaring and responding to CIP Exceptional Circumstances.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
CIP-003-8 1.2.1,SAT-01," For its assets identified in CIP-002 containing low impact BES Cyber Systems, if
any:
1.2.1. Cyber security awareness;
",Not Applicable,"End user activity or process, design decision, or activity out of scope."
CIP-003-8 1.2.2,PES-01," For its assets identified in CIP-002 containing low impact BES Cyber Systems, if
any:

1.2.2. Physical security controls;
",Not Applicable,"End user activity or process, design decision, or activity out of scope."
CIP-003-8 1.2.3,IAC-01," For its assets identified in CIP-002 containing low impact BES Cyber Systems, if
any:

1.2.3. Electronic access controls;
",Meets,"VMware Cloud Foundation establishes a robust electronic access control framework. It leverages VCF SSO as a centralized authentication service, issuing security tokens for access to vCenter, SDDC Manager, NSX Manager, VCF Operations, and other platform components. This architecture supports identity federation with enterprise identity providers such as Microsoft Entra ID, ADFS, and Okta, enabling multifactor authentication and automated user synchronization.

Role-based access control (RBAC) is consistently enforced across all VCF components, allowing for granular permissions in vCenter through predefined and custom roles, in VCF Operations for dashboards and administrative functions, and in SDDC Manager for platform operations.

VCF Automation extends these controls with organization and project-level access management, supporting identity providers, tokens, and predefined roles, alongside the ability to disable users and groups for access revocation.

For Kubernetes workloads, VMware Kubernetes Service provides namespace permission roles that map to Kubernetes ClusterRoles, integrating with VCF SSO and external OpenID Connect providers.

NSX integrates with LDAP and external identity management for administrative access, complemented by network access policies.

Furthermore, vDefend enhances these capabilities by providing identity-aware network enforcement through its Identity Firewall, which integrates with Active Directory to apply firewall policies based on authenticated user identity.

Service-to-service communications between VCF components are secured through certificate-based authentication.

While the platform provides comprehensive technical mechanisms for electronic access control, the customer is responsible for defining and implementing specific access control policies, establishing appropriate roles and permissions based on the principle of least privilege, and managing the lifecycle of user accounts and their associated access rights within their integrated enterprise identity providers. This includes configuring and maintaining the federation with external identity sources, defining custom roles where necessary, and regularly reviewing access assignments to ensure alignment with organizational security policies and compliance requirements."
CIP-003-8 1.2.4,IRO-01," For its assets identified in CIP-002 containing low impact BES Cyber Systems, if
any:

1.2.4. Cyber Security Incident response;
",Contributes,"VMware Cloud Foundation provides the technical infrastructure that supports multiple phases of the incident response lifecycle. VCF Operations includes a dedicated interface for creating, managing, and tracking incidents, complete with metadata such as status, impact, urgency, and priority. This system integrates with external ITSM workflows, including ServiceNow, to streamline incident flow.

For detection, VCF Operations correlates events from monitored systems, surfacing them as faults ranked by severity, and allows for configurable notification rules and vCenter Server alarms to trigger automated actions based on infrastructure conditions.

VMware vDefend extends these capabilities by providing integrated threat detection, investigation, correlation, and remediation within the network security layer. It identifies multi-stage attack campaigns by correlating lateral movement and command-and-control traffic, aggregates detection data across sites, and assigns impact scores to prioritize response efforts. vDefend's Security Intelligence highlights critical suspicious traffic and identifies unauthorized changes, while its Intelligent Assist offers AI-guided remediation workflows, creating immediate network-level containment policies through the Distributed Firewall.

For recovery, vSphere HA automatically restarts virtual machines on healthy hosts, and Proactive HA integrates with hardware monitoring to evacuate workloads before failures. VMware Live Recovery further contributes by providing structured recovery plans for data protection incidents, enabling non-disruptive testing, automated failover orchestration, and detailed event logging for conditions like site connectivity loss or replication failures.

While the platform offers robust technical capabilities for detection, investigation, containment, and recovery, it does not govern the organization-wide incident response processes, define policies, or maintain comprehensive incident response documentation. The customer is responsible for establishing the overarching incident response program, including defining policies, procedures, roles, responsibilities, and the complete lifecycle management of cybersecurity incidents."
CIP-003-8 1.2.5,AST-01," For its assets identified in CIP-002 containing low impact BES Cyber Systems, if
any:

1.2.5. Transient Cyber Assets and Removable Media malicious code risk
mitigation; ",Contributes,"VMware Cloud Foundation (VCF) establishes a robust technical foundation for IT Asset Management programs through its integrated inventory, discovery, and governance capabilities. VCF Operations automatically discovers and inventories compute, storage, and networking resources, logically grouping objects and providing detailed lists across the environment. The Service Discovery adapter further identifies applications, services, and their associated metrics running on managed infrastructure. This comprehensive inventory can be exported for use in external asset tracking systems or directly integrated with ServiceNow CMDB via dedicated management packs and extensibility plug-ins, ensuring discovered resources and configuration items are accurately populated and kept current. VCF Automation enhances governance by linking users, catalog items, and IaaS resources within projects, applying policies to provisioned resources such as virtual machines and Kubernetes clusters, and utilizing tags and Day 2 Action policies to control access and management.

While VCF provides the essential asset identification and tracking mechanisms, the direct implementation of malicious code risk mitigation for Transient Cyber Assets and Removable Media falls outside its scope. Organizations must establish and enforce specific security policies, deploy anti-malware solutions, implement device control, and define operational processes to actively prevent, detect, and respond to malicious code threats on these assets. The broader security program is responsible for defining ownership lifecycles, maintaining organizational accountability, and ensuring compliance with malicious code risk mitigation requirements."
CIP-003-8 1.2.6,CPL-01," For its assets identified in CIP-002 containing low impact BES Cyber Systems, if
any:

1.2.6. Declaring and responding to CIP Exceptional Circumstances.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
CIP-003-8 R1,GOV-03,"Each Responsible Entity shall review and obtain CIP Senior Manager approval at least
once every 15 calendar months for one or more documented cyber security policies
that collectively address the following topics: [Violation Risk Factor: Medium] [Time
Horizon: Operations Planning]",Not Applicable,"End user activity or process, design decision, or activity out of scope."
CIP-003-8 R2,AST-01,"Each Responsible Entity with at least one asset identified in CIP-002 containing low
impact BES Cyber Systems shall implement one or more documented cyber security
plan(s) for its low impact BES Cyber Systems that include the sections in Attachment 1.
[Violation Risk Factor: Lower] [Time Horizon: Operations Planning]",Contributes,"VMware Cloud Foundation provides comprehensive capabilities for asset discovery, inventory, and management, which are foundational for identifying the low-impact BES Cyber Systems requiring a security plan. VCF Operations logically groups discovered objects and generates detailed inventory lists spanning compute, storage, and networking resources. The Service Discovery adapter automatically identifies applications, services, and their associated metrics running on the managed infrastructure. This discovered asset information can be exported or integrated directly into external asset tracking systems, including ServiceNow CMDB, through dedicated management packs and extensibility actions.

VCF Automation further enhances governance by linking users, catalog items, and IaaS resources through projects, and by applying policies and tags to govern provisioned resources such as virtual machines and Kubernetes clusters, including Day 2 action controls.

While VMware Cloud Foundation provides the technical foundation for identifying and managing the underlying assets, the responsibility for implementing and documenting the comprehensive cyber security plan(s) for these low-impact BES Cyber Systems, including defining asset governance policies, ownership lifecycles, and organizational accountability, rests with the customer. The platform does not generate or maintain the formal security plans themselves."
CIP-003-8 R3,AST-01.2," Each Responsible Entity shall identify a CIP Senior Manager by name and document
any change within 30 calendar days of the change. [Violation Risk Factor: Medium]
[Time Horizon: Operations Planning]",Not Applicable,"End user activity or process, design decision, or activity out of scope."
CIP-003-8 R4,GOV-04,"The Responsible Entity shall implement a documented process to delegate authority,
unless no delegations are used. Where allowed by the CIP Standards, the CIP Senior
Manager may delegate authority for specific actions to a delegate or delegates. These
delegations shall be documented, including the name or title of the delegate, the
specific actions delegated, and the date of the delegation; approved by the CIP Senior
Manager; and updated within 30 days of any change to the delegation. Delegation
changes do not need to be reinstated with a change to the delegator. [Violation Risk
Factor: Lower] [Time Horizon: Operations Planning]",Not Applicable,"End user activity or process, design decision, or activity out of scope."
CIP-004-7 1.1,SAT-02,"Security awareness that, at least once each calendar quarter, reinforces cyber security practices (which may include associated physical security practices) for the Responsible Entity's personnel who have authorized electronic or authorized unescorted physical access to BES Cyber Systems.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
CIP-004-7 2.1.1,SAT-02,"Each Responsible Entity shall implement one or more cyber security training program(s) appropriate to individual roles,
functions, or responsibilities that collectively includes each of the applicable requirement parts in CIP-004-7 Table R2 –
Cyber Security Training Program.

2.1.1. Cyber security policies;
",Not Applicable,"End user activity or process, design decision, or activity out of scope."
CIP-004-7 2.1.2,SAT-02,"Each Responsible Entity shall implement one or more cyber security training program(s) appropriate to individual roles,
functions, or responsibilities that collectively includes each of the applicable requirement parts in CIP-004-7 Table R2 –
Cyber Security Training Program.


2.1.2. Physical access controls;
",Not Applicable,"End user activity or process, design decision, or activity out of scope."
CIP-004-7 2.1.3,SAT-02,"Each Responsible Entity shall implement one or more cyber security training program(s) appropriate to individual roles,
functions, or responsibilities that collectively includes each of the applicable requirement parts in CIP-004-7 Table R2 –
Cyber Security Training Program.

2.1.3. Electronic access controls;
",Not Applicable,"End user activity or process, design decision, or activity out of scope."
CIP-004-7 2.1.4,SAT-02,"Each Responsible Entity shall implement one or more cyber security training program(s) appropriate to individual roles,
functions, or responsibilities that collectively includes each of the applicable requirement parts in CIP-004-7 Table R2 –
Cyber Security Training Program.

2.1.1. Cyber security policies;
2.1.2. Physical access controls;
2.1.3. Electronic access controls;
2.1.4. The visitor control program;
2.1.5. Handling of BES Cyber System Information and its storage;
2.1.6. Identification of a Cyber Security Incident and initial notifications in accordance with the entity’s incident response plan;
2.1.7. Recovery plans for BES Cyber Systems;
2.1.8. Response to Cyber Security Incidents; and
2.1.9. Cyber security risks associated with a BES Cyber System’s electronic interconnectivity and interoperability with other Cyber Assets, including ",Not Applicable,"End user activity or process, design decision, or activity out of scope."
CIP-004-7 2.1.5,SAT-02,"Each Responsible Entity shall implement one or more cyber security training program(s) appropriate to individual roles,
functions, or responsibilities that collectively includes each of the applicable requirement parts in CIP-004-7 Table R2 –
Cyber Security Training Program.

2.1.5. Handling of BES Cyber System Information and its storage;
",Not Applicable,"End user activity or process, design decision, or activity out of scope."
CIP-004-7 2.1.6,SAT-02,"Each Responsible Entity shall implement one or more cyber security training program(s) appropriate to individual roles,
functions, or responsibilities that collectively includes each of the applicable requirement parts in CIP-004-7 Table R2 –
Cyber Security Training Program.

2.1.6. Identification of a Cyber Security Incident and initial notifications in accordance with the entity’s incident response plan;",Not Applicable,"End user activity or process, design decision, or activity out of scope."
CIP-004-7 2.1.7,SAT-02,"Each Responsible Entity shall implement one or more cyber security training program(s) appropriate to individual roles,
functions, or responsibilities that collectively includes each of the applicable requirement parts in CIP-004-7 Table R2 –
Cyber Security Training Program.

2.1.7. Recovery plans for BES Cyber Systems;
",Not Applicable,"End user activity or process, design decision, or activity out of scope."
CIP-004-7 2.1.8,SAT-02,"Each Responsible Entity shall implement one or more cyber security training program(s) appropriate to individual roles,
functions, or responsibilities that collectively includes each of the applicable requirement parts in CIP-004-7 Table R2 –
Cyber Security Training Program.

2.1.8. Response to Cyber Security Incidents; and
",Not Applicable,"End user activity or process, design decision, or activity out of scope."
CIP-004-7 2.1.9,SAT-02,"Each Responsible Entity shall implement one or more cyber security training program(s) appropriate to individual roles,
functions, or responsibilities that collectively includes each of the applicable requirement parts in CIP-004-7 Table R2 –
Cyber Security Training Program.

2.1.9. Cyber security risks associated with a BES Cyber System’s electronic interconnectivity and interoperability with other Cyber Assets, including ",Not Applicable,"End user activity or process, design decision, or activity out of scope."
CIP-004-7 2.2,"HRS-03.1, SAT-02, SAT-03","Require completion of the training specified in Part 2.1 prior to granting authorized electronic access and
authorized unescorted physical access to applicable Cyber Assets, except during CIP Exceptional Circumstances. ",Not Applicable,"End user activity or process, design decision, or activity out of scope."
CIP-004-7 2.3,SAT-03,"Require completion of the training specified in Part 2.1 at least once every
15 calendar months.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
CIP-004-7 3.1,HRS-04,"Each Responsible Entity shall implement one or more documented personnel risk assessment program(s) to attain and
retain authorized electronic or authorized unescorted physical access to BES Cyber Systems that collectively include each of
the applicable requirement parts in CIP-004-7 Table R3 – Personnel Risk Assessment Program. ",Not Applicable,"End user activity or process, design decision, or activity out of scope."
CIP-004-7 3.2,HRS-04,"Process to perform a seven year criminal history records check as part of
each personnel risk assessment that includes:

",Not Applicable,"End user activity or process, design decision, or activity out of scope."
