SCG ID,Component,Title,Implementation Priority,Bridging SCF Controls,Mapped Framework Controls
esx-9.hardware-virtual-nic,ESX,The ESX host must not enable virtual hardware management network interfaces.,P0,CFG-03,PR.PS-05
esx-9.iscsi-mutual-chap,ESX,Enable bidirectional/mutual CHAP authentication for iSCSI traffic.,"P0, Upon Feature Enablement",IAC-04,"PR.AA-01, PR.AA-03, PR.AA-05"
esx-9.lockdown-dcui-access,ESX,Maintain the DCUI.Access list for administrative recovery if Lockdown Mode isolates the host.,P2,IAC-21,"PR.AA-05, PR.DS-10"
esx-9.lockdown-exception-users,ESX,Keep the Lockdown Mode Exception Users list to the minimum necessary.,P2,IAC-21,"PR.AA-05, PR.DS-10"
esx-9.log-audit-forwarding,ESX,The ESX host must transmit audit records to a remote host.,P0,MON-02,"DE.AE-03, DE.AE-06"
esx-9.log-audit-local,ESX,The ESX host must enable audit record logging.,P0,MON-03,PR.PS-04
esx-9.log-filter,ESX,The ESX host must not enable log filtering.,P2,MON-03,PR.PS-04
esx-9.log-forwarding,ESX,The ESX host must forward system and audit logs to a remote log collection point.,P0,MON-02,"DE.AE-03, DE.AE-06"
esx-9.log-forwarding-tls-ciphers,ESX,The ESX host must verify certificates for TLS remote logging endpoints.,P2,CRY-03,PR.DS-02
esx-9.log-level,ESX,The ESX host must produce audit records containing information to establish what type of events occurred.,P2,MON-03,PR.PS-04
esx-9.memory-tiering-encryption,ESX,The ESX host should encrypt data written to tiered memory devices.,P0,CRY-05,PR.DS-01
esx-9.network-dvfilter,ESX,Use of the dvFilter network APIs must be restricted on the ESX host.,P2,CFG-03,PR.PS-05
esx-9.nfs-traffic-protection,ESX,Protect NFS datastore traffic on the ESX host using encryption or network isolation.,"P1, Upon Feature Enablement",CRY-03,PR.DS-02
esx-9.shell-warning,ESX,The ESX host must not suppress warnings that the local or remote shell is enabled.,P2,MON-01.4,"DE.CM-01, PR.PS-04"
esx-9.snmp,ESX,The SNMP service on the ESX host must not be configured to start automatically.,P0,CFG-03,PR.PS-05
esx-9.ssh,ESX,The ESX host's SSH service must be deactivated except for temporary diagnostic use.,P2,CFG-03,PR.PS-05
esx-9.supported,ESX,The ESX host must run a build of ESX that has not reached End of General Support.,P2,TDA-17,"PR.PS-02, PR.PS-03"
esx-9.tls-ciphers,ESX,"The ESX host's TLS profile must restrict negotiated ciphers and protocols to a modern, approved set.",P0,CRY-03,PR.DS-02
esx-9.tpm-configuration,ESX,The ESX host must require TPM-based configuration encryption.,P2,CRY-05,PR.DS-01
esx-9.updates,ESX,The ESX host must have all available software updates and patches installed.,P0,VPM-05,PR.PS-02
esx-9.vib-acceptance-level-supported,ESX,The ESX host image profile acceptance level must be PartnerSupported or higher.,P2,TDA-01.2,ID.RA-09
esx-9.vib-trusted-binaries,ESX,The ESX host must only execute binaries delivered through a signed VIB.,P2,CFG-03.2,PR.PS-05
esx-9.vmk-storage,ESX,The ESX host must protect the confidentiality and integrity of transmitted storage traffic.,P0,CRY-03,PR.DS-02
esx-9.vmk-vmotion,ESX,The ESX host must protect the confidentiality and integrity of transmitted vMotion traffic.,P0,CRY-03,PR.DS-02
esx-9.vmotion-encryption-offload,ESX,Accelerate vMotion encryption using available hardware offload on ESX hosts.,P2,CRY-03,PR.DS-02
guest-9.tools-add-feature,ESX,The guest OS must disable automatic addition of optional VMware Tools features.,P0,CHG-04,ID.RA-07
guest-9.tools-allow-transforms,ESX,The guest OS must disable MSI transforms in VMware Tools auto-upgrades.,P2,CHG-04,ID.RA-07
guest-9.tools-deactivate-appinfo,ESX,The guest OS must deactivate Appinfo information gathering unless required.,P0,CFG-03,PR.PS-05
guest-9.tools-deactivate-containerinfo,ESX,The guest OS must deactivate ContainerInfo unless required.,P0,CFG-03,PR.PS-05
guest-9.tools-deactivate-guestoperations,ESX,The guest OS must deactivate Guest Operations unless required.,P1,CFG-03,PR.PS-05
guest-9.tools-deactivate-gueststoreupgrade,ESX,The guest OS must deactivate Guest Store Upgrade operations unless required.,P0,CFG-03,PR.PS-05
guest-9.tools-deactivate-servicediscovery,ESX,The guest OS must deactivate Service Discovery unless required.,P0,CFG-03,PR.PS-05
guest-9.tools-globalconf,ESX,The guest OS must deactivate GlobalConf unless required.,P2,CHG-04,ID.RA-07
guest-9.tools-log-forwarding,ESX,The guest OS must send VMware Tools logs to the system log service.,P0,MON-02,"DE.AE-03, DE.AE-06"
guest-9.tools-logs,ESX,The guest OS must enable VMware Tools logging.,P2,MON-03,PR.PS-04
guest-9.tools-prevent-recustomization,ESX,The guest OS must prevent re-customization of an already-deployed VM.,P0,CHG-04,ID.RA-07
guest-9.tools-remove-feature,ESX,The guest OS must disable automatic removal of optional VMware Tools features.,P0,CHG-04,ID.RA-07
guest-9.tools-updates,ESX,The guest OS must run a current version of VMware Tools.,P0,VPM-05,PR.PS-02
guest-9.tools-upgrade,ESX,"The guest OS must enable VMware Tools auto-upgrade, or use an equivalent external update path.",P2,VPM-05,PR.PS-02
installer-9.security,Installer,"The VCF Installer appliance must be removed or powered off after deployment completes, unless it has been converted into the SDDC Manager.",P0,CFG-03,PR.PS-05
networks-9.audit-identity,Operations for Networks,Capture user identity in VCF Operations for Networks audit logs.,P0,MON-03,PR.PS-04
nsx-9.api-rate-limits,NSX,Configure NSX Manager API rate and concurrency limits.,P0,CAP-02,PR.IR-04
nsx-9.backup,NSX,Configure scheduled backups of NSX Manager.,P0,BCD-11,PR.DS-11
nsx-9.bgp-encryption,NSX,Enable BGP authentication on Tier-0 Gateway peers with a unique password per autonomous system.,"P0, Upon Feature Enablement",CRY-04,PR.DS-02
nsx-9.ceip-disable,NSX,Disable the NSX Manager Customer Experience Improvement Program.,P1,CFG-03,PR.PS-05
nsx-9.dhcp-disable,NSX,NSX Tier-0 Gateway must not enable DHCP unless it is required.,P2,CFG-03,PR.PS-05
nsx-9.load-balancer-fips,NSX,Enable FIPS-validated cryptography for NSX load balancers.,P0,"CRY-01, CRY-03","PR.DS-01, PR.DS-02, PR.DS-10"
nsx-9.log-level,NSX,NSX Manager must set service logging levels to capture audit-relevant events.,P0,MON-03,PR.PS-04
nsx-9.multicast-disable,NSX,NSX Tier-0 Gateway must disable multicast and PIM where they are not required.,P2,CFG-03,PR.PS-05
nsx-9.ospf-encryption,NSX,NSX Tier-0 Gateway must enable OSPF authentication.,"P0, Upon Feature Enablement",CRY-04,PR.DS-02
nsx-9.snmp,NSX,NSX Manager must not use SNMP v1 or v2c.,P2,CFG-03,PR.PS-05
nsx-9.ssh,NSX,The NSX Manager SSH service must be deactivated except for temporary diagnostic use.,P2,CFG-03,PR.PS-05
nsx-9.t1-dhcp-disable,NSX,Disable Tier-1 Gateway DHCP service when not in use.,P2,CFG-03,PR.PS-05
nsx-9.t1-multicast-disable,NSX,Disable Tier-1 Gateway multicast when not in use.,P2,CFG-03,PR.PS-05
nsx-9.tls-ciphers,NSX,NSX Manager must use TLS with approved protocol versions and cipher suites.,P2,CRY-03,PR.DS-02
operations-9.ceip-disable,Operations,Disable the VCF Operations Customer Experience Improvement Program.,P1,CFG-03,PR.PS-05
operations-9.in-page-feedback,Operations,Disable VCF Operations in-page feedback.,P1,CFG-03,PR.PS-05
operations-9.log-collection,Operations,Configure VCF Operations log collection for all deployed components.,P0,MON-02,"DE.AE-03, DE.AE-06"
operations-9.logs-ssl-api,Operations,Enable SSL for API log ingestion in VCF Operations.,P2,"CRY-03, CRY-04",PR.DS-02
operations-9.logs-ssl-syslog,Operations,Enable SSL for syslog log ingestion in VCF Operations.,P2,"CRY-03, CRY-04",PR.DS-02
operations-9.unsigned-pak,Operations,VCF Operations must disable unsigned management pack installation.,P2,TDA-01.2,ID.RA-09
pnr-9.log-forwarding,Protection and Recovery,The VCF Protection and Recovery appliance must forward its logs to a central log server.,P0,MON-02,"DE.AE-03, DE.AE-06"
pnr-9.ssh,Protection and Recovery,The VCF Protection and Recovery appliance SSH service must be deactivated except for temporary diagnostic use.,P0,CFG-03,PR.PS-05
vcenter-9.administration-client-plugins,vCenter,Reduce or eliminate third-party vCenter plugins.,P1,"TPM-03, TPM-04","GV.SC, GV.SC-06, GV.SC-07"
vcenter-9.administration-sso-groups,vCenter,VMware vCenter must separate authentication and authorization for administrators.,P0,IAC-01.2,"PR.AA, PR.AA-03, PR.AA-04, PR.AA-05"
vcenter-9.ceip-disable,vCenter,Disable the vCenter Customer Experience Improvement Program.,P1,CFG-03,PR.PS-05
vcenter-9.client-feedback,vCenter,Disable vSphere Client in-product feedback.,P1,CFG-03,PR.PS-05
vcenter-9.client-telemetry,vCenter,Disable vSphere Client UI telemetry.,P1,CFG-03,PR.PS-05
vcenter-9.drs,vCenter,VMware vCenter must enable the Distributed Resource Scheduler for resilience and to enable automated patching.,P0,CAP-01,PR.IR-04
vcenter-9.log-forwarding,vCenter,VMware vCenter must forward its logs to a central log server.,P0,MON-02,"DE.AE-03, DE.AE-06"
vcenter-9.logs-level-global,vCenter,Configure the vCenter logging level to capture security-relevant events.,P2,MON-03,PR.PS-04
vcenter-9.network-nioc,vCenter,Enable Network I/O Control on distributed switches.,P2,CAP-02,PR.IR-04
vcenter-9.network-restrict-discovery-protocol,vCenter,Disable CDP/LLDP discovery protocols on distributed switches unless required.,P1,CFG-03,PR.PS-05
vcenter-9.smtp,vCenter,Send vCenter notification email over a secure SMTP connection.,"P0, Upon Feature Enablement",CRY-03,PR.DS-02
vcenter-9.snmp,vCenter,Disable SNMP v1 and v2c receivers on vCenter.,P2,CFG-03,PR.PS-05
vcenter-9.snmp3,vCenter,Enforce SNMPv3 authentication and privacy where SNMP is enabled on vCenter.,"P0, Upon Feature Enablement",CRY-01,"PR.DS-01, PR.DS-02, PR.DS-10"
vcenter-9.ssh,vCenter,Deactivate SSH access to the vCenter appliance except for temporary diagnostic use.,P2,CFG-03,PR.PS-05
vcenter-9.supported,vCenter,vCenter must run a version that has not reached End of General Support.,P2,TDA-17,"PR.PS-02, PR.PS-03"
vcenter-9.tls-ciphers,vCenter,"vCenter's TLS profile must restrict negotiated ciphers and protocols to a modern, approved set.",P0,CRY-03,PR.DS-02
vcenter-9.vami-updates,vCenter,vCenter must have all available software updates and patches installed.,P0,VPM-05,PR.PS-02
vcenter-9.vds-health-check-disable,vCenter,Disable the vSphere Distributed Switch health check when not troubleshooting.,P2,CFG-03,PR.PS-05
vcf-9.mfa,VCF,Integrate VMware Cloud Foundation with an identity provider that enforces multifactor authentication.,P0,IAC-02,"PR.AA-01, PR.AA-03, PR.AA-05"
vcf-9.permissions-roles,VCF,"Review and right-size accounts, permissions, and role assignments across all VCF components.",P1,IAC-21,"PR.AA-05, PR.DS-10"
vcf-9.secure-baseline,VCF,"Apply the controls in this guidance, and document the rationale for any deviations.",P1,CFG-02,"PR.DS-10, PR.PS, PR.PS-05"
vm-9.deactivate-console-copy,ESX,Virtual machines must have console copy operations deactivated.,P2,CFG-03,PR.PS-05
vm-9.deactivate-console-paste,ESX,Virtual machines must have console paste operations deactivated.,P2,CFG-03,PR.PS-05
vm-9.deactivate-disk-shrinking-shrink,ESX,Virtual machines must have virtual disk shrinking operations deactivated.,P2,"CAP-02, CFG-03","PR.IR-04, PR.PS-05"
vm-9.deactivate-disk-shrinking-wiper,ESX,Virtual machines must have virtual disk wiping operations deactivated.,P2,"CAP-02, CFG-03","PR.IR-04, PR.PS-05"
vm-9.deactivate-non-essential-3d-features,ESX,Virtual machines must have 3D graphics features deactivated when not required.,P2,CFG-03,PR.PS-05
vm-9.dvfilter,ESX,Virtual machines must limit access through the dvFilter API.,P2,CFG-03,PR.PS-05
vm-9.efi-boot-types,ESX,Virtual machines must prevent booting from unauthorized sources.,P0,CFG-03,PR.PS-05
vm-9.ft-encrypted,ESX,Virtual machines must require encryption for Fault Tolerance.,P1,"CRY-03, CRY-04",PR.DS-02
vm-9.isolation-device-connectable-deactivate,ESX,"Virtual machines must prevent unauthorized removal, connection, and modification of devices.",P2,"CFG-03, IAC-21","PR.AA-05, PR.DS-10, PR.PS-05"
vm-9.isolation-tools-dnd-deactivate,ESX,Virtual machines must have console drag and drop operations deactivated.,P2,CFG-03,PR.PS-05
vm-9.limit-setinfo-size,ESX,Virtual machines must limit informational messages from the virtual machine to the VMX file.,P2,CAP-02,PR.IR-04
vm-9.log-enable,ESX,Virtual machines must enable diagnostic logging.,P2,MON-03,PR.PS-04
vm-9.pci-passthrough,ESX,Virtual machines must limit PCI device passthrough functionality.,P2,"CFG-03, IAC-21","PR.AA-05, PR.DS-10, PR.PS-05"
vm-9.persistent-disk,ESX,"Virtual machines must not use independent, nonpersistent disks.",P2,CFG-03,PR.PS-05
vm-9.remove-unnecessary-devices,ESX,Virtual machines must remove unnecessary virtual hardware.,P0,CFG-03,PR.PS-05
vm-9.restrict-host-info,ESX,Virtual machines must not be able to obtain host information from the hypervisor.,P2,CFG-03,PR.PS-05
vm-9.virtual-hardware,ESX,Virtual machines must use a minimum supported virtual hardware version.,P1,VPM-05,PR.PS-02
vm-9.vmotion-encrypted,ESX,Virtual machines must require encryption for vMotion.,P1,"CRY-03, CRY-04",PR.DS-02
vsan-9.auto-policy-management,vSAN,vSAN automatic policy management must remain disabled.,P2,CHG-02,ID.RA-07
vsan-9.automatic-rebalance,vSAN,vSAN must enable automatic data rebalancing.,P0,CAP-01,PR.IR-04
vsan-9.encryption-rest,vSAN,vSAN must protect data at rest.,P0,"CRY-01.1, CRY-05",PR.DS-01
vsan-9.encryption-transit-esa,vSAN,vSAN must protect data in transit between hosts.,P2,"CRY-03, CRY-04",PR.DS-02
vsan-9.encryption-transit-osa,vSAN,vSAN must protect data in transit between hosts.,P0,"CRY-03, CRY-04",PR.DS-02
vsan-9.file-services-authentication-smb,vSAN,SMB file shares on vSAN File Services must require protocol encryption.,"P0, Upon Feature Enablement","CRY-03, CRY-04",PR.DS-02
vsan-9.hcl-internet,vSAN,Disable or proxy the vSAN Health Check Hardware Compatibility List (HCL) download.,P1,CFG-03,PR.PS-05
vsan-9.iscsi-mutual-chap,vSAN,vSAN iSCSI target must enable bidirectional/mutual CHAP authentication.,"P0, Upon Feature Enablement",IAC-04,"PR.AA-01, PR.AA-03, PR.AA-05"
vsan-9.managed-disk-claim,vSAN,vSAN must disable managed disk claims.,P0,CHG-04,ID.RA-07
vsan-9.operations-reserve,vSAN,vSAN must reserve space to complete internal maintenance operations.,P0,CAP-01,PR.IR-04
vsan-9.storage-cluster-traffic-protection,vSAN,vSAN Storage Cluster compute-to-storage traffic must be encrypted or isolated.,"P0, Upon Feature Enablement",CRY-03,PR.DS-02
