Control ID,Description,Bridging SCF Controls,Relevant SCG Controls
CIP-007-6 5.4,"Change known default passwords, per
Cyber Asset capability",IAC-10.8,"esx-9.ad-admin-group-name, esx-9.hardware-management-security, sddc-9.api-admin"
CIP-007-6 5.5.1,"For password-only authentication for interactive user access, either technically or procedurally enforce the following password parameters:
5.5.1. Password length that is, at least, the lesser of eight characters or the maximum length supported by the Cyber Asset; and
",IAC-10.1,"esx-9.account-password-history, esx-9.password-complexity, esx-9.password-max-age, fleet-9.password-policy, nsx-9.password-complexity, operations-9.password-complexity, vcenter-9.password-complexity, vcenter-9.password-history, vcenter-9.password-max-age, vcenter-9.vami-password-max-age, vcenter-9.vpxuser-length"
CIP-007-6 5.5.2,"For password-only authentication for interactive user access, either technically or procedurally enforce the following password parameters:

5.5.2. Minimum password complexity that is the lesser of three or more different types of characters (e.g., uppercase alphabetic, lowercase alphabetic, numeric, nonalphanumeric) or the maximum complexity supported by the Cyber Asset.",IAC-10.1,"esx-9.account-password-history, esx-9.password-complexity, esx-9.password-max-age, fleet-9.password-policy, nsx-9.password-complexity, operations-9.password-complexity, vcenter-9.password-complexity, vcenter-9.password-history, vcenter-9.password-max-age, vcenter-9.vami-password-max-age, vcenter-9.vpxuser-length"
CIP-007-6 5.6,"Where technically feasible, for
password-only authentication for
interactive user access, either
technically or procedurally enforce
password changes or an obligation to
change the password at least once
every 15 calendar months.",IAC-10,"automation-9.oidc-settings, automation-9.timeouts, fleet-9.access-token, fleet-9.api-token, sddc-9.basic-auth-disable"
CIP-007-6 5.7,"Where technically feasible, either:
 Limit the number of
unsuccessful authentication
attempts; or
 Generate alerts after a
threshold of unsuccessful
authentication attempts.",IAC-22,"esx-9.account-lockout-duration, esx-9.account-lockout-max-attempts, fleet-9.password-policy, nsx-9.account-lockout-max-attempts, operations-9.account-lockout, vcenter-9.account-lockout-duration, vcenter-9.account-lockout-max-attempts, vcenter-9.account-lockout-reset"
CIP-008-6 2.3,"Retain records related to Reportable
Cyber Security Incidents and Cyber
Security Incidents that attempted to
compromise a system identified in the
“Applicable Systems” column for this Part
as per the Cyber Security Incident
response plan(s) under Requirement R1.",IRO-08,esx-9.forensic-snapshots
CIP-009-6 1.3,"One or more processes for the backup
and storage of information required to
recover BES Cyber System functionality. ",BCD-11,nsx-9.backup
CIP-009-6 1.4,"One or more processes to verify the
successful completion of the backup
processes in Part 1.3 and to address any
backup failures. ",BCD-11,nsx-9.backup
CIP-009-6 1.5,"One or more processes to preserve data,
per Cyber Asset capability, for
determining the cause of a Cyber
Security Incident that triggers activation
of the recovery plan(s). Data
preservation should not impede or
restrict recovery. ",IRO-08,esx-9.forensic-snapshots
CIP-010-4 1.1,"Develop a baseline configuration, individually or by group, which shall include the following items:
1.1.1. Operating system(s) (including version) or firmware where no independent operating system exists;
1.1.2. Any commercially available or open-source application software (including version) intentionally installed;
1.1.3. Any custom software installed;
1.1.4. Any logical network accessible ports; and
1.1.5. Any security patches applied.",CFG-02,vcf-9.secure-baseline
CIP-010-4 1.1.1,"Develop a baseline configuration, individually or by group, which shall include the following items:
1.1.1. Operating system(s) (including version) or firmware where no independent operating system exists;
",CFG-02,vcf-9.secure-baseline
CIP-010-4 1.1.2,"Develop a baseline configuration, individually or by group, which shall include the following items:

1.1.2. Any commercially available or open-source application software (including version) intentionally installed;",CFG-02,vcf-9.secure-baseline
CIP-010-4 1.1.3,"Develop a baseline configuration, individually or by group, which shall include the following items:

1.1.3. Any custom software installed;
",CFG-02,vcf-9.secure-baseline
CIP-010-4 1.1.4,"Develop a baseline configuration, individually or by group, which shall include the following items:

1.1.4. Any logical network accessible ports; and
",CFG-02,vcf-9.secure-baseline
CIP-010-4 1.1.5,"Develop a baseline configuration, individually or by group, which shall include the following items:

1.1.5. Any security patches applied.",CFG-02,vcf-9.secure-baseline
CIP-010-4 1.2,Authorize and document changes that deviate from the existing baseline configuration. ,CFG-02.7,vcf-9.secure-baseline
CIP-010-4 1.4,"For a change that deviates from the existing baseline configuration:
1.4.1. Prior to the change, determine required cyber security controls in CIP-005 and CIP-007 that could be impacted by the change;
1.4.2. Following the change, verify that required cyber security controls determined in 1.4.1 are not adversely affected; and
1.4.3. Document the results of the verification. ",CFG-02.7,vcf-9.secure-baseline
CIP-010-4 1.4.3,"For a change that deviates from the existing baseline configuration:

1.4.3. Document the results of the verification. ",CFG-02.7,vcf-9.secure-baseline
CIP-010-4 1.5,"Where technically feasible, for each change that deviates from the existing baseline configuration:
1.5.1. Prior to implementing any change in the production environment, test the changes in a test environment or test the changes in a production environment where the test is performed in a manner that minimizes adverse effects, that models the baseline configuration to ensure that required cyber security controls in CIP-005 and CIP-007 are not adversely affected; and
1.5.2. Document the results of the testing and, if a test environment was used, the differences between the test environment and the production environment, including a description of the measures used to account for any differences in operation between the test and production environments",CFG-02.7,vcf-9.secure-baseline
CIP-010-4 1.6,"Prior to a change that deviates from the existing baseline configuration associated with baseline items in Parts 1.1.1, 1.1.2, and 1.1.5, and when the method to do so is available to the Responsible Entity from the software source:
1.6.1. Verify the identity of the software source; and
1.6.2. Verify the integrity of the software obtained from the software source.",CFG-02.7,vcf-9.secure-baseline
CIP-010-4 2.1,"Monitor at least once every 35 calendar
days for changes to the baseline
configuration (as described in Requirement
R1, Part 1.1). Document and investigate
detected unauthorized changes. ",CFG-02,vcf-9.secure-baseline
CIP-011-3 2.2,"Prior to the disposal of applicable
Cyber Assets that contain BCSI, the
Responsible Entity shall take action to
prevent the unauthorized retrieval of
BCSI from the Cyber Asset or destroy
the data storage media.",AST-30,installer-9.security
CIP-013-2 1.2.5," One or more process(es) used in procuring BES Cyber Systems, and their associated EACMS and PACS, that address the following, as applicable:

1.2.5. Verification of software integrity and authenticity of all software and patches provided by the vendor for use in the BES Cyber System and their associated EACMS and PACS; and
",TPM-03,vcenter-9.administration-client-plugins
CIP-013-2 1.2.6," One or more process(es) used in procuring BES Cyber Systems, and their associated EACMS and PACS, that address the following, as applicable:

1.2.6. Coordination of controls for vendor-initiated remote access",TPM-03,vcenter-9.administration-client-plugins
