Control ID,SCF ID,Description,Control Coverage,Response
CR 1.4 (5.6.1),"IAC-09, IAC-09.1",Identifier management: Support the management of identifiers to ensure uniqueness over time.,Contributes,"VMware Cloud Foundation provides comprehensive capabilities for identifier management, ensuring uniqueness over time for both human and service identities. VCF Single Sign-On (SSO) serves as the central identity management hub, facilitating federation with enterprise identity providers via OIDC, SAML, and AD/LDAP protocols. The Identity Broker appliance is instrumental in managing the mapping between external identity providers and internal directory services, leveraging unique identifiers to maintain consistent user identity across all integrated systems.

Each major VCF component, including NSX Manager, VCF Automation, and VCF Operations, supports full user lifecycle management, encompassing creation, deletion, activation, deactivation, password resets, username changes, and role assignments. Furthermore, federating vCenter to an enterprise identity provider enables automatic user registration and termination, streamlining identity management and reinforcing identifier uniqueness. Principal Identity management within NSX specifically provides dedicated service account identities for third-party integrations and automation platforms, ensuring unique identifiers for non-human entities.

While VMware Cloud Foundation delivers the robust technical framework and tools to support unique identifier management, the customer is responsible for configuring these capabilities, integrating with their specific enterprise identity providers, and establishing organizational policies for identifier lifecycle management, including rules for identifier creation, retention, and non-reuse to ensure uniqueness over time."
CR 1.5 (5.7.1),"IAC-10, IAC-10.1, IAC-10.2","Authenticator management: Support the management of authenticators (passwords, tokens, keys) used by the component.

Hardware security for authenticators: Capability to protect authenticators using hardware mechanisms (e.g., TPM).

Authenticator management enhancement: Additional requirements for secure authenticator storage.",Contributes,"VMware Cloud Foundation (VCF) provides comprehensive capabilities for managing authenticators, including passwords, tokens, and certificates, across its components. VCF enforces robust password policies, requiring minimum lengths (12-15+ characters), complexity (uppercase, lowercase, numeric, special characters), and configurable expiration periods (90-180 days default). Account lockout policies are enforced after repeated failed login attempts. SDDC Manager centralizes password lifecycle management, enabling on-demand or scheduled rotation and automated remediation.

VCF SSO facilitates token-based authentication, supporting MFA workflows through the Authorization Code grant type. Service-to-service authentication leverages certificate-based credentials and API access tokens that rotate after each use.

VCF components validate certificates by constructing and verifying certification paths to trusted anchors, with SDDC Manager providing certificate lifecycle management and integration with external Certificate Authorities (CAs). The VMware Certificate Authority (VMCA) can operate as a subordinate CA to an enterprise PKI, ensuring verifiable certification paths.

VMware vDefend extends these capabilities by enforcing strong password policies for its management interfaces, including minimum length, complexity, and lifespan requirements for local user accounts. vDefend's Security Services Platform (SSP) maintains its own certificate infrastructure, supporting automated certification path construction and verification, and allows for integration with directory services for federated authentication.

VMware Live Recovery (VLR) utilizes PKI-based authentication for site pairing and appliance management, ensuring secure communication channels through certificate exchange and validation.

While the platform provides extensive technical controls for authenticator strength, complexity, expiration, rotation, and certificate path validation, the broader organizational policies governing authenticator lifecycle management, including full PKI lifecycle management with revocation checking (CRL/OCSP) and integration with external certificate authorities, require customer-defined processes and governance. The platform does not inherently provide hardware-based protection mechanisms, such as Trusted Platform Modules (TPM), for authenticators."
CR 1.5 (5.7.3(1)),IAC-12.1,"Authenticator management: Support the management of authenticators (passwords, tokens, keys) used by the component.

Hardware security for authenticators: Capability to protect authenticators using hardware mechanisms (e.g., TPM).

Authenticator management enhancement: Additional requirements for secure authenticator storage.",Contributes,"VMware Cloud Foundation provides robust integration capabilities for external Key Management Servers (KMS) through the KMIP 1.1 protocol. This enables organizations to connect HSM-backed key management infrastructure to VCF's encryption services, including vSAN encryption and VM Encryption. VCF supports Standard Key Providers that establish a cryptographic domain of trust between the key provider, vCenter, and ESX hosts. Key Encryption Keys are retrieved from the KMS and securely cached in memory on hosts during operation, with re-retrieval upon host restart. ESX hosts also support external FIPS 140-3 and EAL4 certified entropy devices, such as HSMs, to provide hardware-sourced random data for cryptographic operations.

While VMware Cloud Foundation provides the essential integration points and protocol support for leveraging hardware-protected key management, it does not include an embedded Hardware Security Module (HSM). Organizations are responsible for procuring, deploying, and managing their own external HSM-backed key management infrastructure to fully satisfy the hardware security and secure authenticator storage requirements. The comprehensive management of authenticator lifecycles and associated organizational policies also remains a customer responsibility."
CR 1.5 (5.7.3),IAC-10.2,"Authenticator management: Support the management of authenticators (passwords, tokens, keys) used by the component.

Hardware security for authenticators: Capability to protect authenticators using hardware mechanisms (e.g., TPM).

Authenticator management enhancement: Additional requirements for secure authenticator storage.",Contributes,"VMware Cloud Foundation, VMware Live Recovery, and VMware vDefend collectively provide robust, integrated capabilities for the management and validation of authenticators, primarily through a comprehensive Public Key Infrastructure (PKI). The platform components consistently validate certificates by constructing and verifying certification paths to trusted anchors during TLS communication and authentication, including holder-of-key tokens and secure service-to-service communication.

VCF offers extensive certificate trust management, enabling automated retrieval of intermediate and leaf certificates, selective trust decisions, and programmatic management through the vSphere Automation API. The integrated VMware Certificate Authority (VMCA) issues certificates to platform components and can operate as a subordinate CA within an enterprise PKI, establishing verifiable certification paths.

VMware Live Recovery utilizes PKI-based authentication for site pairing, appliance management, and secure replication channels, ensuring mutual authentication for management traffic.

VMware vDefend's Security Services Platform maintains its own certificate hierarchy, supporting automated certification path construction, monitoring certificate status, and providing administrative interfaces for certificate lifecycle management. NDR Sensors and external identity provider integrations within vDefend also employ PKIX certificate path validation to secure connections.

The platform's capabilities significantly address the management of authenticators and secure their use in communication.

However, the platform's current capabilities, as described, do not explicitly detail the use of hardware mechanisms, such as a Trusted Platform Module (TPM), for the protection or secure storage of authenticators (e.g., private keys). While the platform provides secure software-based management and validation, the specific requirement for hardware-backed security for authenticators is not demonstrated. Full PKI lifecycle management, including comprehensive certificate revocation checking (CRL/OCSP) and integration with external certificate authorities, remains dependent on the broader enterprise PKI infrastructure that VCF integrates with."
CR 1.6 (5.8),CRY-07,Wireless access management: Capability to identify and authenticate all users and devices on wireless networks.,Not Applicable,"End user activity or process, design decision, or activity out of scope."
CR 1.7 (5.9.1(1)),IAC-10.1,"Password strength enhancement: Capability to enforce specific password complexity rules.

Strength of password-based authentication: Enforce configurable password strength requirements.",Contributes,"VMware Cloud Foundation (VCF) provides comprehensive capabilities to enforce specific password complexity rules and configurable password strength requirements across all its platform components. NSX Manager and NSX Edge enforce password complexity through Linux PAM modules, requiring a minimum of 12 characters (up to 128), including at least one lowercase, one uppercase, one numeric, and one special character, along with a minimum of five different characters. NSX Edge further incorporates restrictions against dictionary words, palindromes, and monotonic character sequences. These parameters, including retry limits and password expiration (defaulting to 90 days), are fully configurable via NSX Authentication Policy Settings or API.

VCF Operations mandates a minimum 15-character password with requirements for uppercase, lowercase, numeric, and special characters, managed through Global Settings, which also controls account lockout after five failed attempts. SDDC Manager offers centralized password lifecycle management, enabling on-demand or scheduled rotation of randomized passwords that conform to component policies, and provides password remediation for synchronization issues. The vCenter Password API allows retrieval and update of local account password policies.

VMware vDefend's management interfaces, including the Security Services Platform (SSP), NSX Manager, and NSX Edge, similarly enforce strong password policies for administrative access. SSP requires local user passwords to be 12-128 characters, containing at least one uppercase, lowercase, numeric, and one special character, with a 180-day validity period. NSX Manager and Edge components within vDefend enforce the same comprehensive complexity rules as their VCF counterparts, including configurable length, character classes, and expiration.

While vDefend provides robust technical enforcement for its administrative interfaces, it is not a general-purpose identity management system. The customer is responsible for defining and implementing enterprise-wide password policies and leveraging vDefend's capability to integrate with external directory services such as Active Directory or OpenLDAP over LDAPS. This integration allows the application of organizational password policies to vDefend administrative access through federated authentication, ensuring a consistent identity management posture across the broader enterprise."
CR 1.7 (5.9.1),IAC-10.1,"Password strength enhancement: Capability to enforce specific password complexity rules.

Strength of password-based authentication: Enforce configurable password strength requirements.",Meets,"VMware Cloud Foundation (VCF) enforces robust password complexity, length, and lifespan requirements across all its platform components. NSX Manager and NSX Edge leverage Linux PAM modules to enforce password complexity, including default requirements for a minimum of 12 characters, at least one lowercase, one uppercase, one numeric, and one special character, along with restrictions against dictionary words, palindromes, and monotonic sequences. These parameters are fully configurable through NSX Authentication Policy Settings or API, encompassing minimum/maximum length and character class counts.

VCF Operations mandates a minimum password length of 15 characters with requirements for uppercase, lowercase, numeric, and special characters, managed centrally via Administration > Global Settings > User Access > Password Policy. SDDC Manager provides centralized password lifecycle management, enabling on-demand or scheduled rotation of randomized passwords that conform to component-specific policies. The vCenter Password API supports resetting service account passwords, and SDDC Manager offers remediation for password drift.

VMware vDefend further contributes to this posture by enforcing password complexity, length, and lifespan requirements across its management interfaces. The Security Services Platform (SSP), vDefend's centralized management console, enforces policies for local user accounts, requiring a minimum of 12 characters, including uppercase, lowercase, numeric, and special characters, with a 180-day validity period. NSX Manager and NSX Edge, integral to vDefend Distributed and Gateway Firewall services, enforce similar stringent password complexity rules, including configurable length, character class requirements, and expiration periods.

SSP also supports integration with directory services like Active Directory over LDAPS, allowing organizations to extend their enterprise-wide password policies to vDefend administrative access through federated authentication.

The platform provides the comprehensive technical capabilities to enforce specific password complexity rules and configurable password strength requirements across its administrative interfaces. While the platform actively enforces these controls by default, customers retain the responsibility to configure the specific password policy parameters (e.g., minimum length, character requirements, expiration periods) to align with their organizational security policies and operational requirements."
CR 1.8 (5.10.1),"CRY-08, CRY-09, IAC-10.2",Public key infrastructure certificates: Capability to use and validate digital certificates.,Meets,"VMware Cloud Foundation provides comprehensive capabilities for using and validating digital certificates. It includes the VMware Certificate Authority (VMCA), an internal certificate authority that can operate as a standalone CA or a subordinate CA within an enterprise PKI hierarchy. VCF supports direct integration with enterprise PKI providers such as Microsoft Active Directory Certificate Services (ADCS) and facilitates the use of any external CA through Certificate Signing Request (CSR) generation and import workflows. Centralized certificate lifecycle management is available through VCF Operations, offering features for viewing status, generating CSRs, importing, replacing, and automatically renewing certificates, complemented by a health dashboard for expiration monitoring. Certificate validation is a fundamental capability, with VCF components automatically constructing and verifying certification paths to trusted anchors during TLS communication and authentication, including for VCF SSO and solution user accounts. Trust management is integrated across VCF components, allowing for selective trust decisions and programmatic management of trusted roots.

VMware Live Recovery requires SSL/TLS certificates for secure communication and integrates with the underlying VCF PKI or external CAs, enforcing specific cryptographic requirements for custom certificates and managing trust relationships during site pairing.

VMware vDefend implements its own internal Public Key Infrastructure within the Security Services Platform (SSP) to secure inter-component communications, automatically provisioning and updating certificates, and performing PKIX certificate path validation for its NDR sensors and external identity providers. The SSP provides its own certificate lifecycle management capabilities, including CSR generation and replacement with CA-signed certificates.

These combined capabilities demonstrate a robust and integrated approach to using and validating digital certificates across the platform.

While the platform provides extensive technical capabilities for certificate usage and validation, the full scope of enterprise PKI management, such as comprehensive certificate revocation checking (CRL/OCSP) against external certificate authorities, relies on the broader enterprise PKI infrastructure that VCF integrates with. Customers are responsible for defining their organizational PKI policies, configuring external certificate authorities, and ensuring proper trust store management, particularly when replacing default self-signed certificates with CA-signed alternatives and maintaining certificate consistency across backup and restore operations."
CR 1.9 (5.11.1),"CRY-08, CRY-09, IAC-10.2","Strength of function: Ensure that authentication mechanisms are robust against brute force attacks.

Strength of function enhancement: Specific metrics for resistance to automated login attempts.",Contributes,"VMware Cloud Foundation, VMware Live Recovery, and VMware vDefend implement robust authentication mechanisms primarily through extensive Public Key Infrastructure (PKI) and cryptographic key management.

VCF includes the VMware Certificate Authority (VMCA) for internal certificate issuance and integrates with enterprise PKI providers, offering centralized certificate lifecycle management, automated path validation, and trust store management. Solution user accounts and SSO leverage certificate-based authentication, ensuring strong identity verification and secure communication channels. VCF also provides comprehensive cryptographic key management, supporting KMIP-compatible Key Management Servers and the vSphere Native Key Provider, with a three-tier key hierarchy and configurable automatic key rotation.

VMware Live Recovery enforces SSL/TLS certificate requirements for all TLS connections, manages certificate trust during site pairing, and uses certificate-based authentication for vSphere Replication.

VMware vDefend operates an internal PKI within its Security Services Platform, managing certificates for inter-component communication, establishing trust relationships, and requiring SSH key-based authentication for platform access.

These capabilities establish a strong foundation for authentication by securing identities and communication channels, making them inherently more resilient to certain forms of attack.

While these platforms provide strong authentication mechanisms and secure communication, the provided capabilities do not explicitly detail specific brute force attack countermeasures such as account lockout policies, rate limiting of login attempts, or CAPTCHA implementations for all authentication interfaces. Organizations must implement and configure these additional controls at the identity provider level or through network security measures to fully ensure all authentication mechanisms are robust against brute force attacks and to establish specific metrics for resistance to automated login attempts."
CR 1.9 (5.11.3(1)),IAC-12.1,"Strength of function: Ensure that authentication mechanisms are robust against brute force attacks.

Strength of function enhancement: Specific metrics for resistance to automated login attempts.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
CR 1.10 (5.12.1),IAC-11,"Authenticator feedback: Obscure feedback of authentication information (e.g., asterisks) during entry.",Meets,"VMware Cloud Foundation consistently obscures authentication feedback across all user interfaces and management consoles. Password fields within the vSphere Client, SDDC Manager UI, VCF Operations consoles, and other web-based management interfaces mask user input with dots or asterisks, adhering to standard browser and web application conventions. This design effectively prevents the visual disclosure of credentials during entry, mitigating risks such as shoulder surfing or screen capture. Similarly, console-based access to VMware ESX hosts, including the DCUI and SSH login prompts, masks password input through standard operating system conventions.

For API-based authentication, VMware Cloud Foundation leverages robust token-based mechanisms, such as OAuth 2.0, SAML, and holder-of-key tokens. These mechanisms are specifically engineered to prevent the transmission of user passwords in API responses. OAuth 2.0, for instance, inherently avoids the direct exchange of user credentials between client applications and resource servers. After initial authentication, subsequent sessions are maintained through these secure tokens rather than requiring repeated credential entry, thereby significantly reducing any exposure window for authentication feedback."
CR 1.11 (5.13.1),IAC-22,Unsuccessful login attempts: Enforce a limit of consecutive invalid login attempts before lockout or delay.,Contributes,"VMware Cloud Foundation (VCF) implements robust account lockout mechanisms across its management components to enforce limits on consecutive invalid login attempts.

VCF Operations automatically locks accounts after a configurable number of failed login attempts, with a default threshold of seven. For VCF Operations for Networks, accounts are locked for 15 minutes after five consecutive failed attempts, with each subsequent failure extending the lockout by an additional 15 minutes, up to a maximum of one day. The super administrator account lockout policy is activated by default and cannot be deactivated. VCF Automation supports account lockout after a configurable number of invalid login attempts when enabled through its password policy system settings, allowing administrators to manually unlock accounts if needed. NSX Manager also provides configurable lockout periods and maximum authentication failure thresholds via CLI commands, with default lockout and reset periods set to 900 seconds.

While VCF provides the technical controls for enforcing account lockouts, administrators are responsible for configuring these settings to align with their organization's specific security policies and operational requirements. This includes defining the appropriate thresholds for failed login attempts and the corresponding lockout durations."
