SCG ID,Component,Title,Implementation Priority,Bridging SCF Controls,Mapped Framework Controls
nsx-9.ospf-encryption,NSX,NSX Tier-0 Gateway must enable OSPF authentication.,"P0, Upon Feature Enablement",CRY-04,Tenet 2
nsx-9.tls-ciphers,NSX,NSX Manager must use TLS with approved protocol versions and cipher suites.,P2,CRY-03,Tenet 2
operations-9.credential-ownership-enforcement,Operations,VCF Operations must enable credential ownership enforcement.,P0,CFG-08,Tenet 4
operations-9.firewall-hardening,Operations,VCF Operations must enable firewall hardening.,P0,NET-04.1,Tenet 4
operations-9.log-collection,Operations,Configure VCF Operations log collection for all deployed components.,P0,"MON-02, MON-02.2","Tenet 5, Tenet 7"
operations-9.logs-authenticated-ingestion,Operations,Require authenticated log ingestion in VCF Operations.,P0,NET-04.12,Tenet 4
operations-9.logs-ssl-api,Operations,Enable SSL for API log ingestion in VCF Operations.,P2,"CRY-03, CRY-04",Tenet 2
operations-9.logs-ssl-syslog,Operations,Enable SSL for syslog log ingestion in VCF Operations.,P2,"CRY-03, CRY-04",Tenet 2
pnr-9.log-forwarding,Protection and Recovery,The VCF Protection and Recovery appliance must forward its logs to a central log server.,P0,MON-02,"Tenet 5, Tenet 7"
vcenter-9.administration-sso-groups,vCenter,VMware vCenter must separate authentication and authorization for administrators.,P0,IAC-01.2,"Tenet 2, Tenet 3, Tenet 4, Tenet 6"
vcenter-9.content-library-authentication,vCenter,VMware vCenter must require authentication for published content libraries.,"P0, Upon Feature Enablement",IAC-20.1,Tenet 3
vcenter-9.log-forwarding,vCenter,VMware vCenter must forward its logs to a central log server.,P0,MON-02,"Tenet 5, Tenet 7"
vcenter-9.network-reject-promiscuous-mode-dvportgroup,vCenter,Reject promiscuous mode on distributed switches and port groups.,P2,NET-04,Tenet 4
vcenter-9.network-reset-port,vCenter,Reset distributed switch port configuration when a virtual machine disconnects.,P2,CFG-06,Tenet 5
vcenter-9.network-restrict-netflow-usage,vCenter,Send distributed switch NetFlow data only to authorized collectors.,P2,NET-04,Tenet 4
vcenter-9.network-restrict-port-level-overrides,vCenter,"Disallow per-port policy overrides on distributed port groups, except port blocking.",P2,CFG-06,Tenet 5
vcenter-9.network-vgt,vCenter,Restrict VLAN trunking (Virtual Guest Tagging) on distributed port groups to authorized VMs.,P2,NET-04,Tenet 4
vcenter-9.smtp,vCenter,Send vCenter notification email over a secure SMTP connection.,"P0, Upon Feature Enablement",CRY-03,Tenet 2
vcenter-9.snmp3,vCenter,Enforce SNMPv3 authentication and privacy where SNMP is enabled on vCenter.,"P0, Upon Feature Enablement",CRY-01,Tenet 2
vcenter-9.tls-ciphers,vCenter,"vCenter's TLS profile must restrict negotiated ciphers and protocols to a modern, approved set.",P0,CRY-03,Tenet 2
vcenter-9.vami-firewall-restrict-access,vCenter,Configure the vCenter appliance firewall to allow inbound traffic only from authorized networks.,P0,NET-04.1,Tenet 4
vcf-9.mfa,VCF,Integrate VMware Cloud Foundation with an identity provider that enforces multifactor authentication.,P0,IAC-02,Tenet 3
vcf-9.perimeter-firewall,VCF,Limit access to VCF component management interfaces with perimeter firewalls.,P0,NET-04.1,Tenet 4
vcf-9.permissions-roles,VCF,"Review and right-size accounts, permissions, and role assignments across all VCF components.",P1,IAC-21,Tenet 3
vcf-9.secure-baseline,VCF,"Apply the controls in this guidance, and document the rationale for any deviations.",P1,"CFG-02, CFG-02.7",Tenet 5
vm-9.dvfilter,ESX,Virtual machines must limit access through the dvFilter API.,P2,NET-04,Tenet 4
vm-9.ft-encrypted,ESX,Virtual machines must require encryption for Fault Tolerance.,P1,"CRY-03, CRY-04",Tenet 2
vm-9.isolation-device-connectable-deactivate,ESX,"Virtual machines must prevent unauthorized removal, connection, and modification of devices.",P2,IAC-21,Tenet 3
vm-9.pci-passthrough,ESX,Virtual machines must limit PCI device passthrough functionality.,P2,IAC-21,Tenet 3
vm-9.vmotion-encrypted,ESX,Virtual machines must require encryption for vMotion.,P1,"CRY-03, CRY-04",Tenet 2
vsan-9.auto-policy-management,vSAN,vSAN automatic policy management must remain disabled.,P2,CHG-02,Tenet 5
vsan-9.encryption-transit-esa,vSAN,vSAN must protect data in transit between hosts.,P2,"CRY-03, CRY-04",Tenet 2
vsan-9.encryption-transit-osa,vSAN,vSAN must protect data in transit between hosts.,P0,"CRY-03, CRY-04",Tenet 2
vsan-9.file-services-access-control-nfs,vSAN,NFS file shares on vSAN File Services must be configured to restrict access.,"P0, Upon Feature Enablement","NET-04, NET-04.1",Tenet 4
vsan-9.file-services-authentication-smb,vSAN,SMB file shares on vSAN File Services must require protocol encryption.,"P0, Upon Feature Enablement","CRY-03, CRY-04",Tenet 2
vsan-9.force-provisioning,vSAN,vSAN must not provision storage when storage policy requirements cannot be met.,P2,CFG-06,Tenet 5
vsan-9.iscsi-mutual-chap,vSAN,vSAN iSCSI target must enable bidirectional/mutual CHAP authentication.,"P0, Upon Feature Enablement",IAC-04,"Tenet 2, Tenet 3, Tenet 4"
vsan-9.storage-cluster-traffic-protection,vSAN,vSAN Storage Cluster compute-to-storage traffic must be encrypted or isolated.,"P0, Upon Feature Enablement",CRY-03,Tenet 2
