Control ID,SCF ID,Description,Control Coverage,Response
AC-2(12),MON-16,"Account Management | Account Monitoring for Atypical Usage
(a) Monitor system accounts for [Assignment: organization-defined atypical usage]; and
 (b) Report atypical usage of system accounts to [Assignment: organization-defined personnel or roles].",Contributes,"VMware Cloud Foundation provides robust capabilities for monitoring system accounts across its integrated components, including vCenter Server, ESXi hosts, and NSX. The platform generates comprehensive logs and metrics that can be analyzed for deviations from established baselines and configured thresholds. Integrated operational management tools, such as Aria Operations, are designed to detect anomalies and potential security events, enabling the identification of atypical usage patterns within the virtual infrastructure. These tools support the configuration of specific rules and alerts to flag suspicious activities related to system account access and behavior.

While the platform delivers the technical foundation for monitoring and alerting, the customer is responsible for defining what constitutes ""atypical usage"" within their specific operational context. This includes establishing baselines, configuring detection rules, and setting appropriate thresholds within the monitoring tools. Furthermore, the customer must define the specific personnel or roles responsible for receiving and responding to reports of atypical usage, as well as configuring the associated notification and reporting mechanisms. The overarching policy and procedural framework for incident response and account management remain a customer responsibility."
AC-2(13),"HRS-09.2, IAC-15.6","Account Management | Disable Accounts for High-risk Individuals
Disable accounts of individuals within [Assignment: organization-defined time period] of discovery of [Assignment: organization-defined significant risks].",Contributes,"VMware Cloud Foundation (VCF) provides the foundational identity and access management capabilities necessary to disable user accounts across its integrated components. Through its native integration with enterprise identity providers such as Active Directory or LDAP, VCF ensures that account disablement actions performed within the central identity store propagate effectively, revoking access to vCenter Server, NSX, vSphere, and Tanzu environments. The platform's robust API framework further enables programmatic account management, allowing for automated disablement workflows in response to external triggers.

The customer is responsible for defining what constitutes a ""high-risk individual"" and ""significant risks"" within their operational context, as well as establishing the specific time period for account disablement following discovery. This includes implementing the necessary organizational policies, processes, and monitoring mechanisms to identify such risks and initiate the account disablement procedure. While VCF offers the technical means to enforce the disablement, the overarching risk assessment, discovery, and procedural orchestration remain customer responsibilities."
AC-3,"IAC-20, NET-12, TDA-18","Access Enforcement
Enforce approved authorizations for logical access to information and system resources in accordance with applicable access control policies.",Contributes,"VCF provides robust mechanisms for enforcing logical access to information and system resources across the SDDC. vCenter Server implements comprehensive role-based access control (RBAC), enabling granular definition and enforcement of permissions for users and groups on virtual machines, hosts, networks, and storage. NSX-T Data Center further enforces network-level access through distributed and gateway firewalls, allowing for micro-segmentation and precise control over communication paths between workloads and external networks. These capabilities ensure that only approved authorizations are technically enforced.

The customer is responsible for defining the specific access control policies, establishing the approved authorizations, and configuring the RBAC roles and network firewall rules within the VCF environment to align with their organizational security requirements. This includes ongoing policy management, user assignment, and regular review of access configurations."
AC-3(2),"HRS-12.1, IAC-20.5","Access Enforcement | Dual Authorization
Enforce dual authorization for [Assignment: organization-defined privileged commands and/or other organization-defined actions].",Contributes,"VMware Cloud Foundation (VCF) components, including vCenter Server, NSX-T Manager, and ESXi hosts, implement comprehensive Role-Based Access Control (RBAC). This capability allows for the creation of highly granular custom roles and the assignment of specific permissions to users or groups, ensuring that only authorized personnel can perform defined actions. The platform's RBAC framework inherently supports the principle of separation of duties, which is a foundational element for implementing dual authorization. For instance, distinct roles can be configured where one role possesses the permission to initiate a sensitive operation, while another separate role is required to finalize or execute that operation, thereby necessitating the involvement of two different individuals or accounts to complete a critical task.

While VCF provides the essential access control mechanisms, the platform does not natively include a universal workflow engine that automatically pauses *all* organization-defined privileged commands or actions to await explicit approval from a second party before execution. Customers are responsible for identifying and defining the specific privileged commands and actions that require dual authorization. Furthermore, customers must design and implement the specific RBAC configurations, potentially integrating with external privileged access management (PAM) solutions or change management systems, to enforce the dual authorization workflow for these defined actions. This includes establishing the procedural controls and assigning users to roles in a manner that mandates the involvement of two distinct authorized individuals for sensitive operations."
AC-3(8),IAC-20.6,"Access Enforcement | Revocation of Access Authorizations
Enforce the revocation of access authorizations resulting from changes to the security attributes of subjects and objects based on [Assignment: organization-defined rules governing the timing of revocations of access authorizations].",Contributes,"VCF integrates with enterprise identity management systems, such as Active Directory, LDAP, or Workspace ONE Access, to manage user authentication and authorization. When security attributes of subjects (users) or objects (resources) are modified within the authoritative identity provider, VCF components, including vCenter Server, NSX, and SDDC Manager, automatically reflect these changes. This ensures that access authorizations are dynamically re-evaluated and revoked or adjusted in alignment with the updated security attributes. The platform's role-based access control (RBAC) mechanisms inherently enforce these revocations, ensuring that users no longer possess unauthorized access to virtual infrastructure, network segments, or management plane resources once their underlying identity attributes change.

The organization is responsible for defining the specific rules governing the timing of access authorization revocations. This includes configuring the external identity provider to manage attribute changes and their propagation schedules, as well as ensuring VCF components are correctly integrated and configured to synchronize with these identity sources. Establishing and documenting these organization-defined timing rules and ensuring their consistent application across the identity management ecosystem remains a customer responsibility."
AC-3(9),DCH-03.3,"Access Enforcement | Controlled Release
Release information outside of the system only if:
 (a) The receiving [Assignment: organization-defined system or system component] provides [Assignment: organization-defined controls]; and
 (b) [Assignment: organization-defined controls] are used to validate the appropriateness of the information designated for release.",Contributes,"VMware Cloud Foundation, through NSX-T, provides robust network segmentation and firewall capabilities that are instrumental in enforcing controlled release policies. These capabilities enable the precise definition and enforcement of egress rules, ensuring that workloads operating within the VCF environment can only communicate with approved external systems or services. This technical control prevents unauthorized information release by restricting network paths for data leaving the system boundary.

The definition of organization-defined systems or system components for receiving information, along with the specific controls those receiving entities must provide, is an organizational responsibility.

Furthermore, the validation of the appropriateness of information designated for release requires the implementation of organization-defined controls, which may encompass data loss prevention (DLP) solutions, application-level validation, or human review processes. VMware Cloud Foundation does not inherently perform content-level validation of data appropriateness."
AC-3(11),CFG-08,"Access Enforcement | Restrict Access to Specific Information Types
Restrict access to data repositories containing [Assignment: organization-defined information types].",Contributes,"VMware Cloud Foundation provides a robust platform for enforcing access restrictions to data repositories.

The platform integrates comprehensive identity and access management capabilities, leveraging role-based access control (RBAC) within vCenter Server, NSX-T, and vSAN. This allows for precise control over who can access management plane components and underlying infrastructure resources.

Network micro-segmentation capabilities within NSX-T enable the isolation of data repositories into specific security zones, ensuring that only authorized network flows can reach these critical assets. Furthermore, vSAN offers encryption at rest, securing the data within the repositories themselves.

While the platform provides the necessary technical controls for access enforcement, the organization is responsible for defining its specific information types and classifying the data within its repositories. This includes establishing policies that dictate which information types require specific access restrictions. The customer must then configure the platform's access control mechanisms and network segmentation rules to align with these defined information types and their corresponding access policies."
AC-3(14),PRI-06,"Access Enforcement | Individual Access
Provide [Assignment: organization-defined mechanisms] to enable individuals to have access to the following elements of their personally identifiable information: [Assignment: organization-defined elements].",Contributes,"VMware Cloud Foundation (VCF) provides a secure and resilient infrastructure foundation essential for hosting applications and services that manage personally identifiable information (PII).

The platform delivers robust identity and access management for platform administrators and users, ensuring secure operational access to the underlying compute, storage, and networking resources. VCF's inherent security features, including network segmentation, data encryption at rest and in transit, and secure virtualization, establish a trusted environment where PII-handling applications can be deployed with confidence.

Fulfilling the requirement for individuals to access specific elements of their own PII necessitates the deployment of dedicated application-layer mechanisms and services.

The customer is responsible for designing, implementing, and operating these applications, which must define the specific PII elements to be exposed and provide the user-facing interfaces or APIs for individual access. This includes establishing the necessary authentication, authorization, and audit controls within those applications, leveraging the secure infrastructure provided by VCF as their operational base."
AC-4,NET-04,"Information Flow Enforcement
Enforce approved authorizations for controlling the flow of information within the system and between connected systems based on [Assignment: organization-defined information flow control policies].",Contributes,"The VCF platform, leveraging NSX-T, provides robust capabilities for enforcing information flow within the system and between connected systems.

NSX-T's distributed firewall (DFW) and gateway firewall (GFW) enable granular control over network traffic, allowing for the enforcement of approved authorizations. Micro-segmentation capabilities facilitate the creation of security policies that dictate communication paths based on workload identity and attributes, ensuring that information flows only as permitted by defined rules.

The organization is responsible for defining the specific information flow control policies and translating these into the appropriate NSX-T configurations, including firewall rules, security groups, and network segments. The ongoing management and validation of these policies also remain an organizational responsibility."
AC-4(1),NET-04.2,"Information Flow Enforcement | Object Security and Privacy Attributes
Use [Assignment: organization-defined security and privacy attributes] associated with [Assignment: organization-defined information, source, and destination objects] to enforce [Assignment: organization-defined information flow control policies] as a basis for flow control decisions.",Contributes,"VMware Cloud Foundation, leveraging NSX-T, provides robust capabilities for enforcing information flow control based on security and privacy attributes associated with source and destination objects. The platform enables the creation of granular, distributed firewall policies that utilize attributes such as VM tags, security groups, application identities, and user identities to dictate communication pathways. This allows for precise micro-segmentation and the enforcement of organization-defined flow control policies across the virtualized infrastructure, ensuring that only authorized objects can communicate based on their assigned attributes.

The definition of specific security and privacy attributes, along with the comprehensive information flow control policies, remains an organizational responsibility. While VMware Cloud Foundation provides the technical mechanisms to enforce policies based on attributes of the communicating entities, it does not natively inspect or enforce policies based on intrinsic security and privacy attributes embedded within the *information content* itself. Organizations requiring enforcement at the data payload level would need to integrate additional data loss prevention (DLP) or content inspection solutions."
AC-4(4),NET-04.3,"Information Flow Enforcement | Flow Control of Encrypted Information
Prevent encrypted information from bypassing [Assignment: organization-defined information flow control mechanisms] by [Selection (one or more): decrypting the information; blocking the flow of the encrypted information; terminating communications sessions attempting to pass encrypted information; 
  [Assignment: organization-defined procedure or method]
  ].",Contributes,"VCF, leveraging NSX-T, establishes a robust software-defined network foundation capable of enforcing granular information flow control. NSX-T provides distributed firewall capabilities that can block or permit traffic based on source, destination, port, and protocol, effectively managing network flows. This allows for the termination of communication sessions or the blocking of specific encrypted protocols (e.g., HTTPS, SSH) at the network layer, preventing their flow across defined security boundaries.

The platform's native capabilities do not include deep packet inspection or decryption of encrypted information to analyze its content for flow control purposes. To fully address the requirement of preventing encrypted information from bypassing controls by decrypting the information or performing content-aware blocking, the organization must integrate specialized third-party security services, such as next-generation firewalls with SSL/TLS inspection capabilities, via service insertion within the NSX-T framework. Furthermore, the organization is responsible for defining the specific information flow control mechanisms and the procedures or methods for handling encrypted information, including the criteria for decryption, blocking, or session termination."
AC-4(5),NET-04.4,"Information Flow Enforcement | Embedded Data Types
Enforce [Assignment: organization-defined limitations] on embedding data types within other data types.",Contributes,"VMware Cloud Foundation establishes a robust and secure infrastructure foundation, leveraging NSX-T Distributed Firewall capabilities to enforce granular network segmentation and control data flow between workloads. This ensures that traffic paths are secured and unauthorized data movement is prevented at the network layer. The platform provides the necessary secure environment for deploying and operating advanced security services.

The enforcement of limitations on embedding data types within other data types requires specialized content inspection and Data Loss Prevention (DLP) solutions. While VCF provides the secure network fabric and compute resources where such solutions can be deployed, the platform itself does not natively perform deep packet inspection or content analysis to identify and enforce policies on embedded data types. Customers must integrate and configure third-party DLP or application-level security gateways to define and enforce organization-specific limitations on data type embedding."
AC-4(6),NET-04.5,"Information Flow Enforcement | Metadata
Enforce information flow control based on [Assignment: organization-defined metadata].",Contributes,"VMware Cloud Foundation, leveraging NSX-T Data Center, provides the foundational capabilities to enforce information flow control based on organization-defined metadata.

The platform enables the creation and application of custom tags to virtual machines and other network objects, which serve as the mechanism for metadata classification. Distributed Firewall rules within NSX-T can then be configured to precisely control traffic flows between workloads, allowing for granular segmentation and policy enforcement based on these metadata attributes, such as data sensitivity or compliance requirements.

The organization is responsible for defining the specific metadata schema, including the types of tags and their semantic meaning. Furthermore, the customer must establish the policies and procedures for consistently applying these metadata tags to relevant assets and subsequently designing and implementing the specific information flow control rules within NSX-T that leverage this defined metadata to meet their security objectives."
AC-4(8),NET-04.7,"Information Flow Enforcement | Security and Privacy Policy Filters
(a) Enforce information flow control using [Assignment: organization-defined security or privacy policy filters] as a basis for flow control decisions for [Assignment: organization-defined information flows]; and
 (b) [Selection (one or more): Block; Strip; Modify; Quarantine] data after a filter processing failure in accordance with [Assignment: organization-defined security or privacy policy].",Contributes,"The VCF platform, leveraging NSX-T, provides robust capabilities for enforcing information flow control. Distributed and gateway firewalls enable the creation of granular security policy filters based on various attributes, including virtual machine tags, IP addresses, ports, and protocols. These filters serve as the basis for making flow control decisions, allowing organizations to precisely define and enforce permissible information flows across the software-defined data center.

The organization is responsible for defining the specific security and privacy policy filters and identifying the information flows requiring enforcement. While the platform can block data flows in accordance with defined policies, the specific actions of stripping, modifying, or quarantining data after a filter processing failure require organizational policy definition and may necessitate integration with specialized security services beyond the core network virtualization capabilities."
AC-4(9),NET-04.6,"Information Flow Enforcement | Human Reviews
Enforce the use of human reviews for [Assignment: organization-defined information flows] under the following conditions: [Assignment: organization-defined conditions].",Contributes,"VMware Cloud Foundation provides the underlying infrastructure for establishing and managing information flows through its integrated networking capabilities, specifically NSX-T. This enables the definition of network segmentation policies that control communication paths between workloads and services, thereby governing the technical flow of information. The platform's logging and monitoring components can capture and present data related to these flows, offering visibility into network activity and potential deviations.

The enforcement of human reviews for organization-defined information flows under specified conditions is a customer responsibility. This requires the customer to establish explicit organizational policies and procedures that define the specific information flows requiring human review, the conditions triggering such reviews, and the roles accountable for their execution.

VMware Cloud Foundation does not inherently provide mechanisms to mandate, track, or verify the completion of human reviews, nor does it define the criteria or scope for these reviews. Integration with external workflow management systems or governance, risk, and compliance (GRC) platforms is necessary to orchestrate and document the human review process effectively."
AC-4(12),NET-04.8,"Information Flow Enforcement | Data Type Identifiers
When transferring information between different security domains, use [Assignment: organization-defined data type identifiers] to validate data essential for information flow decisions.",Contributes,"VMware Cloud Foundation establishes distinct security domains through NSX-T network virtualization, enabling granular segmentation and isolation of workloads. The NSX Distributed Firewall and Gateway Firewall enforce information flow policies between these domains based on source/destination IP addresses, ports, and identified application protocols. This capability ensures that traffic traversing security boundaries adheres to defined network access controls, facilitating the foundational enforcement of information transfer decisions.

However, the platform does not natively provide mechanisms to define or utilize arbitrary organization-defined data type identifiers for deep content validation essential for information flow decisions. While NSX-T can identify and control traffic based on application signatures, it does not perform payload inspection to validate the specific data types contained within the information being transferred. Organizations are responsible for defining these specific data type identifiers and implementing external Data Loss Prevention (DLP) solutions or advanced content inspection services, which can integrate with the network infrastructure, to perform the required data validation prior to or during information transfer between security domains."
AC-4(13),NET-04.9,"Information Flow Enforcement | Decomposition into Policy-relevant Subcomponents
When transferring information between different security domains, decompose information into [Assignment: organization-defined policy-relevant subcomponents] for submission to policy enforcement mechanisms.",Contributes,"VCF establishes robust security domains and enforces information flow policies through advanced network virtualization capabilities. Distributed firewalls and gateway firewalls within NSX-T provide granular control over traffic traversing these domains, enabling policy enforcement based on network attributes, application identity, and service context. This foundational infrastructure ensures that information transfers occur within a controlled and segmented environment, providing the necessary enforcement points for security policies.

The decomposition of information into organization-defined policy-relevant subcomponents, as well as the specific mechanisms for submitting these subcomponents to policy enforcement, remains a customer responsibility. VCF does not natively perform application-layer content decomposition or deep inspection of arbitrary data structures to extract policy-relevant subcomponents. Customers must define these subcomponents and implement or integrate application-level gateways, data loss prevention (DLP) solutions, or custom application logic to perform the required decomposition and integrate with VCF's network enforcement points."
AC-4(15),NET-04.10,"Information Flow Enforcement | Detection of Unsanctioned Information
When transferring information between different security domains, examine the information for the presence of [Assignment: organization-defined unsanctioned information] and prohibit the transfer of such information in accordance with the [Assignment: organization-defined security or privacy policy].",Contributes,"VCF establishes a robust, segmented network architecture through NSX, enabling the creation of distinct security domains and the enforcement of strict information flow policies between them. The platform provides the necessary infrastructure to define network boundaries, control communication paths, and implement firewall rules that govern data transfer between these domains. This foundational capability ensures that all information transfers occur within a controlled and auditable environment, facilitating the deployment of enforcement mechanisms.

The organization is responsible for defining what constitutes unsanctioned information and establishing the specific security or privacy policies that prohibit its transfer. While VCF provides the network framework, the actual examination of information content for unsanctioned data and the enforcement of content-aware prohibitions require the integration of third-party data loss prevention (DLP) solutions or other content inspection technologies. These external solutions would leverage VCF's network segmentation and traffic steering capabilities to intercept and analyze data flows at domain boundaries."
AC-4(17),NET-04.12,"Information Flow Enforcement | Domain Authentication
Uniquely identify and authenticate source and destination points by [Selection (one or more): organization; system; application; service; individual] for information transfer.",Contributes,"VCF provides robust capabilities to uniquely identify and authenticate source and destination points for information transfer across various entities. Through NSX-T, the platform enables granular identification of systems, applications, and services based on attributes like IP addresses, VM tags, and security groups, facilitating policy enforcement for network flows. Identity and access management components integrate with enterprise directories to authenticate individuals and services, ensuring verified access to VCF-managed resources. This includes support for various authentication protocols and mechanisms to establish trusted identities for both ends of an information transfer.

While the platform delivers the technical framework, the customer is responsible for defining the specific authentication policies for different information transfer scenarios, configuring and integrating external identity providers, and establishing the organizational context for identification and authentication. The customer must also ensure that all relevant sources and destinations, including those at the organizational level, are appropriately identified and authenticated according to their security policies."
AC-4(19),NET-04.13,"Information Flow Enforcement | Validation of Metadata
When transferring information between different security domains, implement [Assignment: organization-defined security or privacy policy filters] on metadata.",Contributes,"VMware Cloud Foundation, leveraging NSX, establishes robust network segmentation capabilities, enabling the creation and enforcement of distinct security domains. The platform's distributed and gateway firewalls enforce granular information flow policies between these domains. This includes the ability to apply filters based on various contextual metadata attributes such as virtual machine tags, security groups, application identity, and user identity, directly addressing the requirement to filter metadata during information transfer.

The organization is responsible for defining the specific security and privacy policy filters that must be applied to metadata. This includes identifying the relevant metadata within their environment and translating these requirements into NSX policy configurations. While VCF provides the technical mechanisms for filtering based on network-level and contextual metadata, the precise definition and implementation of these organization-defined filters remain a customer responsibility."
