Control ID,Description,Bridging SCF Controls,Relevant SCG Controls
AC-07,a. Enforce a limit of [Assignment: organization-defined number] consecutive invalid logon attempts by a user during a [Assignment: organization-defined time period]; and b. Automatically [Selection (one or more): lock the account or node for an [Assignment: organization-defined time period]; lock the account or node until released by an administrator; delay next logon prompt per [Assignment: organization-defined delay algorithm]; notify system administrator; take other [Assignment: organization-defined action]] when the maximum number of unsuccessful attempts is exceeded.,IAC-22,"esx-9.account-lockout-duration, esx-9.account-lockout-max-attempts, fleet-9.password-policy, nsx-9.account-lockout-max-attempts, operations-9.account-lockout, vcenter-9.account-lockout-duration, vcenter-9.account-lockout-max-attempts, vcenter-9.account-lockout-reset"
AC-08,"a. Display [Assignment: organization-defined system use notification message or banner] to users before granting access to the system that provides privacy and security notices consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines and state that: 1. Users are accessing a U.S. Government system; 2. System usage may be monitored, recorded, and subject to audit; 3. Unauthorized use of the system is prohibited and subject to criminal and civil penalties; and 4. Use of the system indicates consent to monitoring and recording; b. Retain the notification message or banner on the screen until users acknowledge the usage conditions and take explicit actions to log on to or further access the system; and c. For publicly accessible systems: 1. Display system use information [Assignment: organization-defined conditions], before granting further access to the publicly accessible system; 2. Display references, if any, to monitoring, recording, or auditing that are consistent with privacy accommodations for such systems that generally prohibit those activities; and 3. Include a description of the authorized uses of the system.",SEA-18,"esx-9.etc-issue, esx-9.login-message, networks-9.login-message, nsx-9.login-message, operations-9.login-message, vcenter-9.etc-issue, vcenter-9.login-message"
AC-11,"Device Lock
a. Prevent further access to the system by [Selection (one or more): initiating a device lock after [Assignment: organization-defined time period] of inactivity; requiring the user to initiate a device lock before leaving the system unattended]; and
 b. Retain the device lock until the user reestablishes access using established identification and authentication procedures.",IAC-24,vm-9.vmrc-lock
AC-12,"Session Termination
Automatically terminate a user session after [Assignment: organization-defined conditions, or trigger events requiring session disconnect].",IAC-25,"esx-9.api-soap-timeout, esx-9.dcui-timeout, esx-9.session-timeout, esx-9.shell-interactive-timeout, esx-9.shell-timeout, networks-9.session-timeout, nsx-9.session-timeout, operations-9.session-timeout, vcenter-9.session-timeout"
AC-17,"Remote Access
a. Establish and document usage restrictions, configuration/connection requirements, and implementation guidance for each type of remote access allowed; and
 b. Authorize each type of remote access to the system prior to allowing such connections.",NET-14,pnr-9.ssh
AC-17(04),(a) Authorize the execution of privileged commands and access to security-relevant information via remote access only in a format that provides assessable evidence and for the following needs: [Assignment: organization-defined needs]; and (b) Document the rationale for remote access in the security plan for the system.,NET-14.4,"esx-9.ssh, vcenter-9.ssh"
AU-02,a. Identify the types of events that the system is capable of logging in support of the audit function: [Assignment: organization-defined event types that the system is capable of logging]; b. Coordinate the event logging function with other organizational entities requiring audit- related information to guide and inform the selection criteria for events to be logged; c. Specify the following event types for logging within the system: [Assignment: organization- defined event types (subset of the event types defined in AU-2a.) along with the frequency of (or situation requiring) logging for each identified event type]; d. Provide a rationale for why the event types selected for logging are deemed to be adequate to support after-the-fact investigations of incidents; and e. Review and update the event types selected for logging [Assignment: organization-defined frequency].,MON-02,"esx-9.hardware-management-log-forwarding, esx-9.log-audit-forwarding, esx-9.log-forwarding, guest-9.tools-log-forwarding, operations-9.log-collection, pnr-9.log-forwarding, vcenter-9.log-forwarding"
AU-03,"Ensure that audit records contain information that establishes the following: a. What type of event occurred; b. When the event occurred; c. Where the event occurred; d. Source of the event; e. Outcome of the event; and f. Identity of any individuals, subjects, or objects/entities associated with the event.",MON-03,"esx-9.log-audit-local, esx-9.log-filter, esx-9.log-level, guest-9.tools-logs, networks-9.audit-identity, nsx-9.log-level, vcenter-9.logs-level-global, vm-9.log-enable"
AU-04,Allocate audit record storage capacity to accommodate [Assignment: organization- defined audit record retention requirements]. Base Control,MON-04,"esx-9.hardware-boot, esx-9.log-audit-local-capacity, vm-9.log-retention, vm-9.log-rotation-size"
AU-06,"a. Review and analyze system audit records [Assignment: organization-defined frequency] for indications of [Assignment: organization-defined inappropriate or unusual activity] and the potential impact of the inappropriate or unusual activity; b. Report findings to [Assignment: organization-defined personnel or roles]; and c. Adjust the level of audit record review, analysis, and reporting within the system when there is a change in risk based on law enforcement information, intelligence information, or other credible sources of information.",MON-02,"esx-9.hardware-management-log-forwarding, esx-9.log-audit-forwarding, esx-9.log-forwarding, guest-9.tools-log-forwarding, operations-9.log-collection, pnr-9.log-forwarding, vcenter-9.log-forwarding"
AU-08,"a. Use internal system clocks to generate time stamps for audit records; and b. Record time stamps for audit records that meet [Assignment: organization-defined granularity of time measurement] and that use Coordinated Universal Time, have a fixed local time offset from Coordinated Universal Time, or that include the local time offset as part of the time stamp.","MON-07, SEA-20","esx-9.hardware-management-time, esx-9.time, fleet-9.time, nsx-9.timezone-utc, pnr-9.time, vcenter-9.time"
AU-09,"a. Protect audit information and audit logging tools from unauthorized access, modification, and deletion; and b. Alert [Assignment: organization-defined personnel or roles] upon detection of unauthorized access, modification, or deletion of audit information.",MON-08,"esx-9.log-audit-persistent, esx-9.log-filter, esx-9.log-persistent, operations-9.logs-authenticated-ingestion"
AU-11,"Audit Record Retention
Retain audit records for [Assignment: organization-defined time period consistent with records retention policy] to provide support for after-the-fact investigations of incidents and to meet regulatory and organizational information retention requirements.",MON-10,"automation-9.activity-log, esx-9.log-audit-local-capacity, esx-9.log-audit-persistent, esx-9.log-persistent, operations-9.action-history-retention, operations-9.log-retention, vcenter-9.events-database-retention, vm-9.log-retention"
CM-02,"a. Develop, document, and maintain under configuration control, a current baseline configuration of the system; and b. Review and update the baseline configuration of the system: 1. [Assignment: organization-defined frequency]; 2. When required due to [Assignment: organization-defined circumstances]; and 3. When system components are installed or upgraded.",CFG-02,vcf-9.secure-baseline
CM-03,a. Determine and document the types of changes to the system that are configuration- controlled; b. Review proposed configuration-controlled changes to the system and approve or disapprove such changes with explicit consideration for security and privacy impact analyses; c. Document configuration change decisions associated with the system; d. Implement approved configuration-controlled changes to the system; e. Retain records of configuration-controlled changes to the system for [Assignment: organization-defined time period]; f. Monitor and review activities associated with configuration-controlled changes to the system; and g. Coordinate and provide oversight for configuration change control activities through [Assignment: organization-defined configuration change control element] that convenes [Selection (one or more): [Assignment: organization-defined frequency]; when [Assignment: organization-defined configuration change conditions]].,CHG-02,vsan-9.auto-policy-management
CM-05,"Define, document, approve, and enforce physical and logical access restrictions associated with changes to the system.",CHG-04,"esx-9.hardware-management-config-lock, guest-9.tools-add-feature, guest-9.tools-allow-transforms, guest-9.tools-globalconf, guest-9.tools-prevent-recustomization, guest-9.tools-remove-feature, vsan-9.managed-disk-claim"
CM-06,"a. Establish and document configuration settings for components employed within the system that reflect the most restrictive mode consistent with operational requirements using [Assignment: organization-defined common secure configurations]; b. Implement the configuration settings; c. Identify, document, and approve any deviations from established configuration settings for [Assignment: organization-defined system components] based on [Assignment: organization- defined operational requirements]; and d. Monitor and control changes to the configuration settings in accordance with organizational policies and procedures.","CFG-02, CFG-02.7",vcf-9.secure-baseline
CM-07,"a. Configure the system to provide only [Assignment: organization-defined mission essential capabilities]; and b. Prohibit or restrict the use of the following functions, ports, protocols, software, and/or services: [Assignment: organization-defined prohibited or restricted functions, system ports, protocols, software, and/or services].",CFG-03,"automation-9.activity-log, esx-9.ceip-disable, esx-9.deactivate-mob, esx-9.deactivate-shell, esx-9.forensic-snapshots, esx-9.hardware-management-security, esx-9.hardware-ports, esx-9.hardware-virtual-nic, esx-9.network-dvfilter, esx-9.snmp, esx-9.ssh, guest-9.tools-deactivate-appinfo, guest-9.tools-deactivate-containerinfo, guest-9.tools-deactivate-guestoperations, guest-9.tools-deactivate-gueststoreupgrade, guest-9.tools-deactivate-servicediscovery, installer-9.security, nsx-9.ceip-disable, nsx-9.dhcp-disable, nsx-9.multicast-disable, nsx-9.snmp, nsx-9.ssh, nsx-9.t1-dhcp-disable, nsx-9.t1-multicast-disable, operations-9.ceip-disable, operations-9.in-page-feedback, pnr-9.ssh, vcenter-9.ceip-disable, vcenter-9.client-feedback, vcenter-9.client-telemetry, vcenter-9.network-restrict-discovery-protocol, vcenter-9.snmp, vcenter-9.ssh, vcenter-9.vds-health-check-disable, vm-9.deactivate-console-copy, vm-9.deactivate-console-paste, vm-9.deactivate-disk-shrinking-shrink, vm-9.deactivate-disk-shrinking-wiper, vm-9.deactivate-non-essential-3d-features, vm-9.dvfilter, vm-9.efi-boot-types, vm-9.isolation-device-connectable-deactivate, vm-9.isolation-tools-dnd-deactivate, vm-9.pci-passthrough, vm-9.persistent-disk, vm-9.remove-unnecessary-devices, vm-9.restrict-host-info, vsan-9.hcl-internet"
CM-07(01),"(a) Review the system [Assignment: organization-defined frequency] to identify unnecessary and/or nonsecure functions, ports, protocols, software, and services; and (b) Disable or remove [Assignment: organization-defined functions, ports, protocols, software, and services within the system deemed to be unnecessary and/or nonsecure].",CFG-03.1,"nsx-9.inactive-interfaces, nsx-9.routing-protocols-unused, nsx-9.t1-inactive-interfaces"
CM-07(02),"Prevent program execution in accordance with [Selection (one or more): [Assignment: organization-defined policies, rules of behavior, and/or access agreements regarding software program usage and restrictions]; rules authorizing the terms and conditions of software program usage].","CFG-03.2, SEA-06","esx-9.tpm-trusted-binaries, esx-9.vib-trusted-binaries"
CM-11(03),Enforce and monitor compliance with software installation policies using [Assignment: organization-defined automated mechanisms].,CFG-06,"vcenter-9.network-reset-port, vcenter-9.network-restrict-port-level-overrides, vsan-9.force-provisioning"
CP-09,"a. Conduct backups of user-level information contained in [Assignment: organization-defined system components] [Assignment: organization-defined frequency consistent with recovery time and recovery point objectives]; b. Conduct backups of system-level information contained in the system [Assignment: organization-defined frequency consistent with recovery time and recovery point objectives]; c. Conduct backups of system documentation, including security- and privacy-related documentation [Assignment: organization-defined frequency consistent with recovery time and recovery point objectives]; and d. Protect the confidentiality, integrity, and availability of backup information.",BCD-11,nsx-9.backup
CP-09(08),Implement cryptographic mechanisms to prevent unauthorized disclosure and modification of [Assignment: organization-defined backup information].,BCD-11.4,vcenter-9.native-key-provider-backup
IA-02,Uniquely identify and authenticate organizational users and associate that unique identification with processes acting on behalf of those users.,IAC-02,vcf-9.mfa
IA-02(01),AUTHENTICATION TO PRIVILEGED ACCOUNTS Implement multi-factor authentication for access to privileged accounts.,"IAC-06.1, TDA-02.2","esx-9.vmotion-encryption-offload, vcf-9.mfa"
IA-02(02),AUTHENTICATION TO NON-PRIVILEGED ACCOUNTS Implement multi-factor authentication for access to non-privileged accounts.,"IAC-06.1, TDA-02.2","esx-9.vmotion-encryption-offload, vcf-9.mfa"
IA-03,Uniquely identify and authenticate [Assignment: organization-defined devices and/or types of devices] before establishing a [Selection (one or more): local; remote; network] connection.,IAC-04,"esx-9.iscsi-mutual-chap, vsan-9.iscsi-mutual-chap"
IA-03(04),Handle device identification and authentication based on attestation by [Assignment: organization-defined configuration management process].,IAC-04,"esx-9.iscsi-mutual-chap, vsan-9.iscsi-mutual-chap"
IA-04,"Manage system identifiers by: a. Receiving authorization from [Assignment: organization-defined personnel or roles] to assign an individual, group, role, service, or device identifier; b. Selecting an identifier that identifies an individual, group, role, service, or device; c. Assigning the identifier to the intended individual, group, role, service, or device; and d. Preventing reuse of identifiers for [Assignment: organization-defined time period].",IAC-01.2,vcenter-9.administration-sso-groups
IA-04(04),Manage individual identifiers by uniquely identifying each individual as [Assignment: organization-defined characteristic identifying individual status].,IAC-01.2,vcenter-9.administration-sso-groups
IA-05,"Manage system authenticators by: a. Verifying, as part of the initial authenticator distribution, the identity of the individual, group, role, service, or device receiving the authenticator; b. Establishing initial authenticator content for any authenticators issued by the organization; c. Ensuring that authenticators have sufficient strength of mechanism for their intended use; d. Establishing and implementing administrative procedures for initial authenticator distribution, for lost or compromised or damaged authenticators, and for revoking authenticators; e. Changing default authenticators prior to first use; f. Changing or refreshing authenticators [Assignment: organization-defined time period by authenticator type] or when [Assignment: organization-defined events] occur; g. Protecting authenticator content from unauthorized disclosure and modification; h. Requiring individuals to take, and having devices implement, specific controls to protect authenticators; and i. Changing authenticators for group or role accounts when membership to those accounts changes.","IAC-10, IAC-10.8","automation-9.oidc-settings, automation-9.timeouts, esx-9.ad-admin-group-name, esx-9.hardware-management-security, fleet-9.access-token, fleet-9.api-token, sddc-9.api-admin, sddc-9.basic-auth-disable"
IA-05(01),"For password-based authentication: (a) Maintain a list of commonly-used, expected, or compromised passwords and update the list [Assignment: organization-defined frequency] and when organizational passwords are suspected to have been compromised directly or indirectly; (b) Verify, when users create or update passwords, that the passwords are not found on the list of commonly-used, expected, or compromised passwords in IA-5(1)(a); (c) Transmit passwords only over cryptographically-protected channels; (d) Store passwords using an approved salted key derivation function, preferably using a keyed hash; (e) Require immediate selection of a new password upon account recovery; (f) Allow user selection of long passwords and passphrases, including spaces and all printable characters; (g) Employ automated tools to assist the user in selecting strong password authenticators; and (h) Enforce the following composition and complexity rules: [Assignment: organization- defined composition and complexity rules].","IAC-10, IAC-10.1, IAC-10.4","automation-9.oidc-settings, automation-9.timeouts, esx-9.account-password-history, esx-9.password-complexity, esx-9.password-max-age, fleet-9.access-token, fleet-9.api-token, fleet-9.password-policy, nsx-9.password-complexity, operations-9.password-complexity, sddc-9.basic-auth-disable, vcenter-9.password-complexity, vcenter-9.password-history, vcenter-9.password-max-age, vcenter-9.vami-password-max-age, vcenter-9.vpxuser-length"
IA-05(02),(a) For public key-based authentication:,IAC-10.2,"esx-9.log-forwarding-tls-ciphers, esx-9.log-forwarding-tls-x509, operations-9.certificates-validation"
IA-12(04),Require that the validation and verification of identity evidence be conducted in person before a designated registration authority.,IAC-07,operations-9.non-imported-vidm
IR-04(04),Correlate incident information and individual incident responses to achieve an organization-wide perspective on incident awareness and response.,MON-02,"esx-9.hardware-management-log-forwarding, esx-9.log-audit-forwarding, esx-9.log-forwarding, guest-9.tools-log-forwarding, operations-9.log-collection, pnr-9.log-forwarding, vcenter-9.log-forwarding"
IR-04(12),"Incident Handling | Malicious Code and Forensic Analysis
Analyze malicious code and/or other residual artifacts remaining in the system after the incident.",IRO-08,esx-9.forensic-snapshots
PL-10,"Baseline Selection
Select a control baseline for the system.",CFG-02,vcf-9.secure-baseline
SA-04(10),"Acquisition Process | Use of Approved PIV Products
Employ only information technology products on the FIPS 201-approved products list for Personal Identity Verification (PIV) capability implemented within organizational systems.",TDA-02.2,esx-9.vmotion-encryption-offload
SA-08,"Security and Privacy Engineering Principles
Apply the following systems security and privacy engineering principles in the specification, design, development, implementation, and modification of the system and system components: [Assignment: organization-defined systems security and privacy engineering principles].",CFG-02,vcf-9.secure-baseline
SA-08(31),"Security and Privacy Engineering Principles | Secure System Modification
Implement the security design principle of secure system modification in [Assignment: organization-defined systems or system components].",CHG-02,vsan-9.auto-policy-management
SA-09,"a. Require that providers of external system services comply with organizational security and privacy requirements and employ the following controls: [Assignment: organization-defined controls]; b. Define and document organizational oversight and user roles and responsibilities with regard to external system services; and c. Employ the following processes, methods, and techniques to monitor control compliance by external service providers on an ongoing basis: [Assignment: organization-defined processes, methods, and techniques].",TPM-04,vcenter-9.administration-client-plugins
SA-15(05),"Development Process, Standards, and Tools | Attack Surface Reduction
Require the developer of the system, system component, or system service to reduce attack surfaces to [Assignment: organization-defined thresholds].",CFG-02,vcf-9.secure-baseline
SA-22,"Unsupported System Components
a. Replace system components when support for the components is no longer available from the developer, vendor, or manufacturer; or
 b. Provide the following options for alternative sources for continued support for unsupported components [Selection (one or more): in-house support; 
  [Assignment: organization-defined support from external providers]
  ].",TDA-17,"esx-9.supported, vcenter-9.supported"
SC-02,"Separate user functionality, including user interface services, from system management functionality.",SEA-03.2,esx-9.hardware-virtual-nic
SC-04,Prevent unauthorized and unintended information transfer via shared system resources.,SEA-05,"esx-9.memeagerzero, esx-9.transparent-page-sharing, vm-9.deactivate-console-copy, vm-9.deactivate-console-paste, vm-9.isolation-tools-dnd-deactivate, vm-9.transparentpagesharing-inter-vm-enabled"
SC-05,a. [Selection: Protect against; Limit] the effects of the following types of denial-of-service events: [Assignment: organization-defined types of denial-of-service events]; and b. Employ the following controls to achieve the denial-of-service objective: [Assignment: organization-defined controls by type of denial-of-service event].,"CAP-01, CAP-02, NET-02.1","automation-9.operation-limits, esx-9.network-bpdu, nsx-9.api-rate-limits, nsx-9.bgp-max-prefixes, nsx-9.reverse-path-forwarding, nsx-9.t0-ipv6-hop-limit, nsx-9.t1-ipv6-hop-limit, vcenter-9.drs, vcenter-9.network-nioc, vm-9.deactivate-disk-shrinking-shrink, vm-9.deactivate-disk-shrinking-wiper, vm-9.limit-setinfo-size, vsan-9.automatic-rebalance, vsan-9.operations-reserve"
SC-05(02),"Manage capacity, bandwidth, or other redundancy to limit the effects of information flooding denial-of-service attacks.",CAP-02,"automation-9.operation-limits, nsx-9.api-rate-limits, vcenter-9.network-nioc, vm-9.deactivate-disk-shrinking-shrink, vm-9.deactivate-disk-shrinking-wiper, vm-9.limit-setinfo-size"
SC-07,a. Monitor and control communications at the external managed interfaces to the system and at key internal managed interfaces within the system; b. Implement subnetworks for publicly accessible system components that are [Selection: physically; logically] separated from internal organizational networks; and c. Connect to external networks or systems only through managed interfaces consisting of boundary protection devices arranged in accordance with an organizational security and privacy architecture.,NET-03,"nsx-9.ibgp-source-loopback, nsx-9.reverse-path-forwarding, operations-9.firewall-hardening, vcenter-9.network-mac-learning, vcenter-9.network-reject-forged-transmit-dvportgroup, vcenter-9.network-reject-mac-changes-dvportgroup, vcenter-9.network-reset-port, vcenter-9.network-restrict-netflow-usage, vcenter-9.network-restrict-port-level-overrides, vcenter-9.network-restrict-port-mirroring, vsan-9.hcl-internet, vsan-9.network-isolation-vsan-iscsi-target"
SC-07(03),Limit the number of external network connections to the system.,NET-03.1,nsx-9.api-rate-limits
SC-07(05),Deny network communications traffic by default and allow network communications traffic by exception [Selection (one or more): at managed interfaces; for [Assignment: organization-defined systems]].,NET-04.1,"esx-9.firewall-incoming-default, esx-9.firewall-restrict-access, operations-9.firewall-hardening, vcenter-9.vami-firewall-restrict-access, vcf-9.perimeter-firewall, vsan-9.file-services-access-control-nfs"
SC-07(09),###### (a) Detect and deny outgoing communications traffic posing a threat to external systems; and (b) Audit the identity of internal users associated with denied communications.,NET-03,"nsx-9.ibgp-source-loopback, nsx-9.reverse-path-forwarding, operations-9.firewall-hardening, vcenter-9.network-mac-learning, vcenter-9.network-reject-forged-transmit-dvportgroup, vcenter-9.network-reject-mac-changes-dvportgroup, vcenter-9.network-reset-port, vcenter-9.network-restrict-netflow-usage, vcenter-9.network-restrict-port-level-overrides, vcenter-9.network-restrict-port-mirroring, vsan-9.hcl-internet, vsan-9.network-isolation-vsan-iscsi-target"
SC-07(10),"Boundary Protection | Prevent Exfiltration
(a) Prevent the exfiltration of information; and
 (b) Conduct exfiltration tests [Assignment: organization-defined frequency].",NET-03.5,vcenter-9.network-restrict-port-mirroring
SC-07(11),"Boundary Protection | Restrict Incoming Communications Traffic
Only allow incoming communications from [Assignment: organization-defined authorized sources] to be routed to [Assignment: organization-defined authorized destinations].","NET-03, NET-04.1","esx-9.firewall-incoming-default, esx-9.firewall-restrict-access, nsx-9.ibgp-source-loopback, nsx-9.reverse-path-forwarding, operations-9.firewall-hardening, vcenter-9.network-mac-learning, vcenter-9.network-reject-forged-transmit-dvportgroup, vcenter-9.network-reject-mac-changes-dvportgroup, vcenter-9.network-reset-port, vcenter-9.network-restrict-netflow-usage, vcenter-9.network-restrict-port-level-overrides, vcenter-9.network-restrict-port-mirroring, vcenter-9.vami-firewall-restrict-access, vcf-9.perimeter-firewall, vsan-9.file-services-access-control-nfs, vsan-9.hcl-internet, vsan-9.network-isolation-vsan-iscsi-target"
SC-07(29),"Boundary Protection | Separate Subnets to Isolate Functions
Implement [Selection: physically; logically] separate subnetworks to isolate the following critical system components and functions: [Assignment: organization-defined critical system components and functions].",NET-06.1,"esx-9.vmk-management, vcf-9.perimeter-firewall"
SC-08,Protect the [Selection (one or more): confidentiality; integrity] of transmitted information.,"CRY-03, CRY-04","automation-9.oidc-settings, esx-9.log-forwarding-tls-ciphers, esx-9.nfs-traffic-protection, esx-9.tls-ciphers, esx-9.vmk-storage, esx-9.vmk-vmotion, esx-9.vmotion-encryption-offload, nsx-9.bgp-encryption, nsx-9.load-balancer-fips, nsx-9.ospf-encryption, nsx-9.tls-ciphers, operations-9.logs-ssl-api, operations-9.logs-ssl-syslog, vcenter-9.smtp, vcenter-9.tls-ciphers, vm-9.ft-encrypted, vm-9.vmotion-encrypted, vsan-9.encryption-transit-esa, vsan-9.encryption-transit-osa, vsan-9.file-services-authentication-smb, vsan-9.storage-cluster-traffic-protection"
SC-08(01),Implement cryptographic mechanisms to [Selection (one or more): prevent unauthorized disclosure of information; detect changes to information] during transmission.,"CRY-01, CRY-01.1, CRY-03","automation-9.oidc-settings, esx-9.entropy, esx-9.hardware-cpu-amd-cc, esx-9.hardware-cpu-intel-cc, esx-9.log-forwarding-tls-ciphers, esx-9.nfs-traffic-protection, esx-9.tls-ciphers, esx-9.vmk-storage, esx-9.vmk-vmotion, esx-9.vmotion-encryption-offload, nsx-9.load-balancer-fips, nsx-9.tls-ciphers, operations-9.logs-ssl-api, operations-9.logs-ssl-syslog, vcenter-9.smtp, vcenter-9.snmp3, vcenter-9.tls-ciphers, vm-9.ft-encrypted, vm-9.vmotion-encrypted, vsan-9.encryption-rest, vsan-9.encryption-transit-esa, vsan-9.encryption-transit-osa, vsan-9.file-services-authentication-smb, vsan-9.storage-cluster-traffic-protection"
SC-08(02),Maintain the [Selection (one or more): confidentiality; integrity] of information during preparation for transmission and during reception.,CRY-01,"esx-9.entropy, esx-9.hardware-cpu-amd-cc, esx-9.hardware-cpu-intel-cc, nsx-9.load-balancer-fips, vcenter-9.snmp3"
SC-13,"Cryptographic Protection
a. Determine the [Assignment: organization-defined cryptographic uses]; and
 b. Implement the following types of cryptography required for each specified cryptographic use: [Assignment: organization-defined types of cryptography for each specified cryptographic use].","CRY-01, CRY-05","esx-9.entropy, esx-9.hardware-cpu-amd-cc, esx-9.hardware-cpu-intel-cc, esx-9.memory-tiering-encryption, esx-9.tpm-configuration, nsx-9.load-balancer-fips, vcenter-9.snmp3, vsan-9.encryption-rest"
SC-16(01),Verify the integrity of transmitted security and privacy attributes.,CRY-04,"nsx-9.bgp-encryption, nsx-9.ospf-encryption, operations-9.logs-ssl-api, operations-9.logs-ssl-syslog, vm-9.ft-encrypted, vm-9.vmotion-encrypted, vsan-9.encryption-transit-esa, vsan-9.encryption-transit-osa, vsan-9.file-services-authentication-smb"
SC-18(01),Identify [Assignment: organization-defined unacceptable mobile code] and take [Assignment: organization-defined corrective actions].,VPM-04,esx-9.supported
SC-20,"Secure Name/address Resolution Service (authoritative Source)
a. Provide additional data origin authentication and integrity verification artifacts along with the authoritative name resolution data the system returns in response to external name/address resolution queries; and
 b. Provide the means to indicate the security status of child zones and (if the child supports secure resolution services) to enable verification of a chain of trust among parent and child domains, when operating as part of a distributed, hierarchical namespace.",NET-10,fleet-9.dns
SC-23,"Session Authenticity
Protect the authenticity of communications sessions.",NET-09,"nsx-9.bgp-encryption, nsx-9.ospf-encryption"
SC-28,"Protection of Information at Rest
Protect the [Selection (one or more): confidentiality; integrity] of the following information at rest: [Assignment: organization-defined information at rest].",CRY-05,"esx-9.memory-tiering-encryption, esx-9.tpm-configuration, vsan-9.encryption-rest"
SC-28(01),Implement cryptographic mechanisms to prevent unauthorized disclosure and modification of the following information at rest on [Assignment: organization-defined system components or media]: [Assignment: organization-defined information].,"BCD-11.4, CRY-04, CRY-05","esx-9.memory-tiering-encryption, esx-9.tpm-configuration, nsx-9.bgp-encryption, nsx-9.ospf-encryption, operations-9.logs-ssl-api, operations-9.logs-ssl-syslog, vcenter-9.native-key-provider-backup, vm-9.ft-encrypted, vm-9.vmotion-encrypted, vsan-9.encryption-rest, vsan-9.encryption-transit-esa, vsan-9.encryption-transit-osa, vsan-9.file-services-authentication-smb"
SC-28(02),Remove the following information from online storage and store offline in a secure location: [Assignment: organization-defined information].,BCD-11,nsx-9.backup
