Control ID,Description,Bridging SCF Controls,Relevant SCG Controls
AU.L2-3.3.1,"Create and retain system audit logs and records to the extent needed to enable the monitoring, analysis, investigation, and reporting of unlawful or unauthorized system activity. SP 800-171, REVISION 2 PROTECTING CONTROLLED UNCLASSIFIED INFORMATION _________________________________________________________________________________________________ CHAPTER THREE PAGE 18 This publication is available free of charge from: https://doi.org/10.6028/NIST.SP.800-171r2","MON-02, MON-10","automation-9.activity-log, esx-9.hardware-management-log-forwarding, esx-9.log-audit-forwarding, esx-9.log-audit-local-capacity, esx-9.log-audit-persistent, esx-9.log-forwarding, esx-9.log-persistent, guest-9.tools-log-forwarding, operations-9.action-history-retention, operations-9.log-collection, operations-9.log-retention, pnr-9.log-forwarding, vcenter-9.events-database-retention, vcenter-9.log-forwarding, vm-9.log-retention"
AU.L2-3.3.2,"Ensure that the actions of individual system users can be uniquely traced to those users, so they can be held accountable for their actions.",MON-03,"esx-9.log-audit-local, esx-9.log-filter, esx-9.log-level, guest-9.tools-logs, networks-9.audit-identity, nsx-9.log-level, vcenter-9.logs-level-global, vm-9.log-enable"
AU.L2-3.3.3,"Review and update logged events. SP 800-171, REVISION 2 PROTECTING CONTROLLED UNCLASSIFIED INFORMATION _________________________________________________________________________________________________ CHAPTER THREE PAGE 19 This publication is available free of charge from: https://doi.org/10.6028/NIST.SP.800-171r2","CFG-02, MON-02","esx-9.hardware-management-log-forwarding, esx-9.log-audit-forwarding, esx-9.log-forwarding, guest-9.tools-log-forwarding, operations-9.log-collection, pnr-9.log-forwarding, vcenter-9.log-forwarding, vcf-9.secure-baseline"
AU.L2-3.3.5,"Correlate audit record review, analysis, and reporting processes for investigation and response to indications of unlawful, unauthorized, suspicious, or unusual activity.",MON-02,"esx-9.hardware-management-log-forwarding, esx-9.log-audit-forwarding, esx-9.log-forwarding, guest-9.tools-log-forwarding, operations-9.log-collection, pnr-9.log-forwarding, vcenter-9.log-forwarding"
AU.L2-3.3.6,Provide audit record reduction and report generation to support on-demand analysis and reporting.,MON-02,"esx-9.hardware-management-log-forwarding, esx-9.log-audit-forwarding, esx-9.log-forwarding, guest-9.tools-log-forwarding, operations-9.log-collection, pnr-9.log-forwarding, vcenter-9.log-forwarding"
AU.L2-3.3.7,Provide a system capability that compares and synchronizes internal system clocks with an authoritative source to generate time stamps for audit records.,"MON-07.1, SEA-20","esx-9.hardware-management-time, esx-9.time, fleet-9.time, pnr-9.time, vcenter-9.time"
AU.L2-3.3.8,"Protect audit information and audit logging tools from unauthorized access, modification, and deletion.","MON-02, MON-08","esx-9.hardware-management-log-forwarding, esx-9.log-audit-forwarding, esx-9.log-audit-persistent, esx-9.log-filter, esx-9.log-forwarding, esx-9.log-persistent, guest-9.tools-log-forwarding, operations-9.log-collection, operations-9.logs-authenticated-ingestion, pnr-9.log-forwarding, vcenter-9.log-forwarding"
AU.L2-3.3.9,Limit management of audit logging functionality to a subset of privileged users.,MON-02,"esx-9.hardware-management-log-forwarding, esx-9.log-audit-forwarding, esx-9.log-forwarding, guest-9.tools-log-forwarding, operations-9.log-collection, pnr-9.log-forwarding, vcenter-9.log-forwarding"
CM.L2-3.4.1,"Establish and maintain baseline configurations and inventories of organizational systems (including hardware, software, firmware, and documentation) throughout the respective system development life cycles.",CFG-02,vcf-9.secure-baseline
CM.L2-3.4.2,Establish and enforce security configuration settings for information technology products employed in organizational systems.,CFG-02,vcf-9.secure-baseline
CM.L2-3.4.3,"Track, review, approve or disapprove, and log changes to organizational systems.",CHG-02,vsan-9.auto-policy-management
CM.L2-3.4.5,"Define, document, approve, and enforce physical and logical access restrictions associated with changes to organizational systems.",CHG-04,"esx-9.hardware-management-config-lock, guest-9.tools-add-feature, guest-9.tools-allow-transforms, guest-9.tools-globalconf, guest-9.tools-prevent-recustomization, guest-9.tools-remove-feature, vsan-9.managed-disk-claim"
CM.L2-3.4.6,Employ the principle of least functionality by configuring organizational systems to provide only essential capabilities.,CFG-03,"automation-9.activity-log, esx-9.ceip-disable, esx-9.deactivate-mob, esx-9.deactivate-shell, esx-9.forensic-snapshots, esx-9.hardware-management-security, esx-9.hardware-ports, esx-9.hardware-virtual-nic, esx-9.network-dvfilter, esx-9.snmp, esx-9.ssh, guest-9.tools-deactivate-appinfo, guest-9.tools-deactivate-containerinfo, guest-9.tools-deactivate-guestoperations, guest-9.tools-deactivate-gueststoreupgrade, guest-9.tools-deactivate-servicediscovery, installer-9.security, nsx-9.ceip-disable, nsx-9.dhcp-disable, nsx-9.multicast-disable, nsx-9.snmp, nsx-9.ssh, nsx-9.t1-dhcp-disable, nsx-9.t1-multicast-disable, operations-9.ceip-disable, operations-9.in-page-feedback, pnr-9.ssh, vcenter-9.ceip-disable, vcenter-9.client-feedback, vcenter-9.client-telemetry, vcenter-9.network-restrict-discovery-protocol, vcenter-9.snmp, vcenter-9.ssh, vcenter-9.vds-health-check-disable, vm-9.deactivate-console-copy, vm-9.deactivate-console-paste, vm-9.deactivate-disk-shrinking-shrink, vm-9.deactivate-disk-shrinking-wiper, vm-9.deactivate-non-essential-3d-features, vm-9.dvfilter, vm-9.efi-boot-types, vm-9.isolation-device-connectable-deactivate, vm-9.isolation-tools-dnd-deactivate, vm-9.pci-passthrough, vm-9.persistent-disk, vm-9.remove-unnecessary-devices, vm-9.restrict-host-info, vsan-9.hcl-internet"
CM.L2-3.4.7,"Restrict, disable, or prevent the use of nonessential programs, functions, ports, protocols, and services. SP 800-171, REVISION 2 PROTECTING CONTROLLED UNCLASSIFIED INFORMATION _________________________________________________________________________________________________ CHAPTER THREE PAGE 23 This publication is available free of charge from: https://doi.org/10.6028/NIST.SP.800-171r2","CFG-03.1, CFG-03.2","esx-9.vib-trusted-binaries, nsx-9.inactive-interfaces, nsx-9.routing-protocols-unused, nsx-9.t1-inactive-interfaces"
CM.L3-3.4.2e,Automated Detection,CFG-06,"vcenter-9.network-reset-port, vcenter-9.network-restrict-port-level-overrides, vsan-9.force-provisioning"
IA.L1-b.1.v,"Identify information system users, processes acting on behalf of users, or devices","IAC-02, IAC-04","esx-9.iscsi-mutual-chap, vcf-9.mfa, vsan-9.iscsi-mutual-chap"
IA.L1-b.1.vi,"Authenticate (or verify) the identities of those users, processes, or devices, as a prerequisite to allowing access to organizational information systems","IAC-02, IAC-04","esx-9.iscsi-mutual-chap, vcf-9.mfa, vsan-9.iscsi-mutual-chap"
IA.L2-3.5.1,"Identify system users, processes acting on behalf of users, and devices.","IAC-02, IAC-04","esx-9.iscsi-mutual-chap, vcf-9.mfa, vsan-9.iscsi-mutual-chap"
IA.L2-3.5.2,"Authenticate (or verify) the identities of users, processes, or devices, as a prerequisite to allowing access to organizational systems.","IAC-02, IAC-04","esx-9.iscsi-mutual-chap, vcf-9.mfa, vsan-9.iscsi-mutual-chap"
IA.L2-3.5.3,Use multifactor authentication for local and network access to privileged accounts and for network access to non-privileged accounts.24 25,IAC-06.1,vcf-9.mfa
IA.L2-3.5.6,Disable identifiers after a defined period of inactivity.,IAC-15.3,fleet-9.jit-inactivity
IA.L2-3.5.7,Enforce a minimum password complexity and change of characters when new passwords are created.,IAC-10.1,"esx-9.account-password-history, esx-9.password-complexity, esx-9.password-max-age, fleet-9.password-policy, nsx-9.password-complexity, operations-9.password-complexity, vcenter-9.password-complexity, vcenter-9.password-history, vcenter-9.password-max-age, vcenter-9.vami-password-max-age, vcenter-9.vpxuser-length"
IA.L2-3.5.8,Prohibit password reuse for a specified number of generations.,IAC-10,"automation-9.oidc-settings, automation-9.timeouts, fleet-9.access-token, fleet-9.api-token, sddc-9.basic-auth-disable"
IA.L2-3.5.9,Allow temporary password use for system logons with an immediate change to a permanent password.,IAC-10,"automation-9.oidc-settings, automation-9.timeouts, fleet-9.access-token, fleet-9.api-token, sddc-9.basic-auth-disable"
IA.L3-3.5.1e,Bidirectional Authentication,IAC-04,"esx-9.iscsi-mutual-chap, vsan-9.iscsi-mutual-chap"
MP.L2-3.8.6,Implement cryptographic mechanisms to protect the confidentiality of CUI stored on digital media during transport unless otherwise protected by alternative physical safeguards.,"CRY-01.1, CRY-05","esx-9.memory-tiering-encryption, esx-9.tpm-configuration, vsan-9.encryption-rest"
MP.L2-3.8.9,Protect the confidentiality of backup CUI at storage locations.,"BCD-11, BCD-11.4","nsx-9.backup, vcenter-9.native-key-provider-backup"
RA.L2-3.11.3,Remediate vulnerabilities in accordance with risk assessments.,"VPM-04, VPM-05","esx-9.hardware-firmware-updates, esx-9.supported, esx-9.updates, guest-9.tools-updates, guest-9.tools-upgrade, vcenter-9.vami-updates, vm-9.virtual-hardware"
SC.L1-b.1.x,"Monitor, control, and protect organizational communications ( i.e., information transmitted or received by organizational information systems) at the external boundaries and key internal boundaries of the information systems",NET-03,"nsx-9.ibgp-source-loopback, nsx-9.reverse-path-forwarding, operations-9.firewall-hardening, vcenter-9.network-mac-learning, vcenter-9.network-reject-forged-transmit-dvportgroup, vcenter-9.network-reject-mac-changes-dvportgroup, vcenter-9.network-reset-port, vcenter-9.network-restrict-netflow-usage, vcenter-9.network-restrict-port-level-overrides, vcenter-9.network-restrict-port-mirroring, vsan-9.hcl-internet, vsan-9.network-isolation-vsan-iscsi-target"
SC.L1-b.1.xi,Implement subnetworks for publicly accessible system components that are physically or logically separated from internal networks,NET-06,"esx-9.nfs-traffic-protection, esx-9.vmk-storage, esx-9.vmk-vmotion, vsan-9.network-isolation-vsan-iscsi-target, vsan-9.storage-cluster-traffic-protection"
SC.L2-3.13.1,"Monitor, control, and protect communications (i.e., information transmitted or received by organizational systems) at the external boundaries and key internal boundaries of organizational systems.",NET-03,"nsx-9.ibgp-source-loopback, nsx-9.reverse-path-forwarding, operations-9.firewall-hardening, vcenter-9.network-mac-learning, vcenter-9.network-reject-forged-transmit-dvportgroup, vcenter-9.network-reject-mac-changes-dvportgroup, vcenter-9.network-reset-port, vcenter-9.network-restrict-netflow-usage, vcenter-9.network-restrict-port-level-overrides, vcenter-9.network-restrict-port-mirroring, vsan-9.hcl-internet, vsan-9.network-isolation-vsan-iscsi-target"
SC.L2-3.13.3,Separate user functionality from system management functionality.,SEA-03.2,esx-9.hardware-virtual-nic
SC.L2-3.13.4,Prevent unauthorized and unintended information transfer via shared system resources.,SEA-05,"esx-9.memeagerzero, esx-9.transparent-page-sharing, vm-9.deactivate-console-copy, vm-9.deactivate-console-paste, vm-9.isolation-tools-dnd-deactivate, vm-9.transparentpagesharing-inter-vm-enabled"
SC.L2-3.13.5,Implement subnetworks for publicly accessible system components that are physically or logically separated from internal networks.,NET-06,"esx-9.nfs-traffic-protection, esx-9.vmk-storage, esx-9.vmk-vmotion, vsan-9.network-isolation-vsan-iscsi-target, vsan-9.storage-cluster-traffic-protection"
SC.L2-3.13.6,"Deny network communications traffic by default and allow network communications traffic by exception (i.e., deny all, permit by exception).",NET-04.1,"esx-9.firewall-incoming-default, esx-9.firewall-restrict-access, operations-9.firewall-hardening, vcenter-9.vami-firewall-restrict-access, vcf-9.perimeter-firewall, vsan-9.file-services-access-control-nfs"
SC.L2-3.13.8,Implement cryptographic mechanisms to prevent unauthorized disclosure of CUI during transmission unless otherwise protected by alternative physical safeguards.,"CRY-01.1, CRY-03","automation-9.oidc-settings, esx-9.log-forwarding-tls-ciphers, esx-9.nfs-traffic-protection, esx-9.tls-ciphers, esx-9.vmk-storage, esx-9.vmk-vmotion, esx-9.vmotion-encryption-offload, nsx-9.load-balancer-fips, nsx-9.tls-ciphers, operations-9.logs-ssl-api, operations-9.logs-ssl-syslog, vcenter-9.smtp, vcenter-9.tls-ciphers, vm-9.ft-encrypted, vm-9.vmotion-encrypted, vsan-9.encryption-rest, vsan-9.encryption-transit-esa, vsan-9.encryption-transit-osa, vsan-9.file-services-authentication-smb, vsan-9.storage-cluster-traffic-protection"
SC.L2-3.13.10,Establish and manage cryptographic keys for cryptography employed in organizational systems.,CRY-09,"esx-9.hardware-tpm, esx-9.key-persistence, esx-9.tpm-recovery-key-backup, vsan-9.rekey-interval"
SC.L2-3.13.11,Employ FIPS-validated cryptography when used to protect the confidentiality of CUI.,CRY-01,"esx-9.entropy, esx-9.hardware-cpu-amd-cc, esx-9.hardware-cpu-intel-cc, nsx-9.load-balancer-fips, vcenter-9.snmp3"
SC.L2-3.13.14,Control and monitor the use of Voice over Internet Protocol (VoIP) technologies.,NET-13,vcenter-9.smtp
SC.L2-3.13.15,Protect the authenticity of communications sessions.,NET-09,"nsx-9.bgp-encryption, nsx-9.ospf-encryption"
SC.L2-3.13.16,Protect the confidentiality of CUI at rest.,CRY-05,"esx-9.memory-tiering-encryption, esx-9.tpm-configuration, vsan-9.encryption-rest"
SI.L1-b.1.xii,"Identify, report, and correct information and information system flaws in a timely manner",VPM-05,"esx-9.hardware-firmware-updates, esx-9.updates, guest-9.tools-updates, guest-9.tools-upgrade, vcenter-9.vami-updates, vm-9.virtual-hardware"
SI.L2-3.14.1,"Identify, report, and correct system flaws in a timely manner.",VPM-05,"esx-9.hardware-firmware-updates, esx-9.updates, guest-9.tools-updates, guest-9.tools-upgrade, vcenter-9.vami-updates, vm-9.virtual-hardware"
SI.L3-3.14.1e,Integrity Verification,"AST-18, CRY-13, TDA-01.2","esx-9.hardware-tpm, esx-9.vib-acceptance-level-supported, operations-9.unsigned-pak, vsan-9.object-checksum"
SI.L3-3.14.3e,Specialized Asset Security,"NET-06, NET-06.4","esx-9.hardware-management-authentication, esx-9.nfs-traffic-protection, esx-9.vmk-storage, esx-9.vmk-vmotion, vsan-9.network-isolation-vsan-iscsi-target, vsan-9.storage-cluster-traffic-protection"
