Control ID,SCF ID,Description,Control Coverage,Response
AAT-03,AAT-03,"Mechanisms exist to establish and document the context surrounding Artificial Intelligence (AI) and Autonomous Technologies (AAT), including:
 (1) Intended purposes;
 (2) Potentially beneficial uses;
 (3) Context-specific laws and regulations;
 (4) Norms and expectations; and
 (5) Prospective settings in which the system(s) will be deployed.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
AAT-03.1,AAT-03.1,Mechanisms exist to define and document the organization's mission and defined goals for Artificial Intelligence (AI) and Autonomous Technologies (AAT).,Not Applicable,"End user activity or process, design decision, or activity out of scope."
AAT-03.2,AAT-03.2,"Mechanisms exist to create, maintain and provide access to documentation artifacts for AI models and agents, including:
 (1) Data lineage;
 (2) Intended use; and 
 (3) Limitations.",Contributes,"VMware Private AI Foundation with NVIDIA provides the infrastructure for maintaining and accessing documentation artifacts related to AI model lineage and data provenance.

The Model Gallery in Harbor stores every model as an OCI artifact, complete with an immutable manifest and a unique content digest assigned to each revision. This revision history establishes a verifiable record of model lineage, detailing publication dates, content, and relationships to previous revisions. OCI metadata further describes model contents and dependencies, enabling identification of compatible platforms and providing structured documentation of model requirements.

The `vcf pais models list` command provides a direct inventory and documentation view of all models available in a model gallery.

For retrieval-augmented generation (RAG) workflows, knowledge bases can be linked to multiple data sources, each explicitly named, described, typed, and configured with connection properties. The platform tracks knowledge base indexing operations at a document-level granularity, including counts of deleted, unmodified, modified, skipped, and failed-to-download documents, thereby providing an auditable record of the data feeding AI agent responses.

While the platform provides robust mechanisms for model and data lineage, it does not create model cards or documentation describing the intended use or limitations of specific AI models. The responsibility for generating and managing these specific documentation artifacts rests with the model developers and the deploying organization."
AAT-04,AAT-04,"Mechanisms exist to benchmark capabilities, targeted usage, goals and expected benefits and costs of Artificial Intelligence (AI) and Autonomous Technologies (AAT).",Contributes,"VMware Private AI Foundation with NVIDIA delivers comprehensive GPU-level performance and utilization monitoring, which is fundamental for benchmarking AI capabilities and analyzing operational costs. VCF Operations provides multi-level visibility into GPU consumption within GPU-enabled workload domains, spanning cluster, host system, and host properties. Each deep learning VM integrates a pre-installed NVIDIA DCGM Exporter, which meticulously monitors GPU metrics and workload behavior. These metrics are collected by Prometheus at configurable intervals and visualized through Grafana dashboards, enabling detailed, time-series performance analysis. Furthermore, the vSphere Client offers GPU performance monitoring at both host and cluster levels via Performance Charts and advanced custom charts. These integrated monitoring capabilities furnish the essential utilization and performance data required to benchmark AI capabilities, understand resource consumption patterns, and analyze the operational costs associated with running AI workloads on the platform.

While the platform provides the critical technical data and tools for performance, utilization, and cost analysis, the establishment of mechanisms to define, track, and assess the targeted usage, specific goals, and expected business benefits of Artificial Intelligence and Autonomous Technologies remains a customer responsibility. Organizations must implement their own policies, processes, and business intelligence frameworks to leverage the platform's operational data for comprehensive benchmarking against strategic objectives and anticipated value."
AAT-04.1,AAT-04.1,Mechanisms exist to assess the potential benefits of proposed Artificial Intelligence (AI) and Autonomous Technologies (AAT).,Not Applicable,"End user activity or process, design decision, or activity out of scope."
AAT-04.2,AAT-04.2,"Mechanisms exist to assess potential costs, including non-monetary costs, resulting from expected or realized Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related errors or system functionality and trustworthiness.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
AAT-04.3,AAT-04.3,Mechanisms exist to specify and document the targeted application scope of the proposed use and operation of Artificial Intelligence (AI) and Autonomous Technologies (AAT).,Contributes,"VMware Private AI Foundation with NVIDIA, when deployed on VCF, establishes infrastructure-level scoping by isolating GPU-accelerated workload domains. This creates explicit network and compute boundaries, defining the operational environment for AI workloads.

VCF Automation provides granular control over AI application scope through administrative permissions, dictating which users can access specific AI catalog items. Organization administrators maintain centralized control over the AI operational scope, with API calls for importing namespaces into VCF Automation organizations requiring specific administrative tokens.

VCF Automation catalog items explicitly enumerate supported AI application patterns, including deep learning VMs, VKS clusters with GPU profiles, and inference endpoints, thereby specifying the types of AI workloads permitted.

Further scoping is achieved through namespaces, which define where Private AI Services are activated, and by requiring a VI administrator to enable the Private AI Services Supervisor Service on a GPU-accelerated workload domain. Project membership within VCF Automation refines the scope, controlling what individual DevOps engineers and data scientists can provision within their assigned projects and namespaces.

While the platform provides comprehensive technical mechanisms to define and enforce the targeted application scope, the organization is responsible for formally documenting these defined scopes, policies, and operational procedures within their governance framework."
AAT-04.4,AAT-04.4,"Mechanisms exist to map risks and benefits for all components of Artificial Intelligence (AI) and Autonomous Technologies (AAT), including third-party software and data.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
AAT-05,AAT-05,Mechanisms exist to ensure personnel and external stakeholders are provided with position-specific risk management training for Artificial Intelligence (AI) and Autonomous Technologies (AAT).,Not Applicable,"End user activity or process, design decision, or activity out of scope."
AAT-06,AAT-06,"Mechanisms exist to prevent Artificial Intelligence (AI) and Autonomous Technologies (AAT) from unfairly identifying, profiling and/or statistically singling out a segmented population defined by race, religion, gender identity, national origin, religion, disability or any other politically-charged identifier.",Contributes,"VMware Private AI Foundation with NVIDIA establishes a robust model validation and gatekeeping workflow that directly supports pre-deployment bias testing for Artificial Intelligence (AI) and Autonomous Technologies (AAT). Deep learning virtual machines, provisioned from PAIF images, offer isolated environments for AI prototyping, fine-tuning, validation, and inference workloads. This architecture enables data scientists and MLOps engineers to rigorously evaluate models for fairness and potential bias before they are introduced into production environments. The platform's documentation mandates that machine learning models undergo validation for inference functionality, performance, and safety against defined business use cases, including scrutiny of inference requests for malicious behavior and comprehensive functional testing. This validate-then-publish workflow creates a critical gate where bias evaluation is performed as an integral part of the pre-publication assessment. The Model Gallery, powered by Harbor, serves as the central distribution mechanism for these validated models, ensuring that only models that have successfully passed through the established validation workflow are available for production deployment across deep learning VMs. Each model revision receives a unique digest, providing comprehensive traceability from production deployment back to the specific validation activities performed.

While VMware Private AI Foundation with NVIDIA provides the essential technical framework and workflow for bias detection and prevention, the organization remains responsible for defining the specific criteria for ""unfair"" identification, profiling, or statistical singling out. This includes establishing the precise bias testing methodologies, implementing the actual bias evaluation within the provided isolated environments, and enforcing the organizational policies and human processes required for model validation and gatekeeping before models are published to the Model Gallery for production use."
AAT-07,AAT-07,"Mechanisms exist to leverage decision makers from a diversity of demographics, disciplines, experience, expertise and backgrounds for mapping, measuring and managing Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
AAT-07.1,AAT-07.1,"Mechanisms exist to assess the impact(s) of proposed Artificial Intelligence (AI) and Autonomous Technologies (AAT) on individuals, groups, communities, organizations and society (e.g., Fundamental Rights Impact Assessment (FRIA)).",Not Applicable,"End user activity or process, design decision, or activity out of scope."
AAT-07.2,AAT-07.2,Mechanisms exist to define the potential likelihood and impact of each identified risk based on expected use and past uses of Artificial Intelligence (AI) and Autonomous Technologies (AAT) in similar contexts.,Not Applicable,"End user activity or process, design decision, or activity out of scope."
