Control ID,SCF ID,Description,Control Coverage,Response
DE.CM-02,"PES-01, PES-03, PES-03.3, PES-05",The physical environment is monitored to find potentially adverse events,Not Applicable ,"End user activity or process, design decision, or activity out of scope."
DE.CM-03,"MON-01, MON-01.16, MON-16, MON-16.1, MON-16.3, NET-18","Personnel activity and technology usage are monitored to find potentially adverse events

[Withdrawn: Incorporated into DE.CM-01, DE.CM-03, DE.CM-06, DE.CM-09]",Contributes,"VMware Cloud Foundation (VCF) and vDefend provide comprehensive technical instrumentation for monitoring personnel activity and technology usage. VCF Operations provides centralized log analysis and user activity auditing, tracking logins, password changes, and administrative actions across vSphere and NSX. VCF Operations for Logs enables centralized log collection and alerting based on specific patterns. VMware vDefend enhances this with Security Intelligence and Network Detection and Response (NDR), providing network-level behavioral analytics, suspicious traffic detection, and lateral movement analysis mapped to the MITRE ATT&CK framework. These tools collectively detect unauthorized activities, connections, and potential insider threats through real-time alerting and anomaly detection.

While the platforms provide the necessary monitoring tools and audit logging, the control implies significant organizational responsibility. Customers must define monitoring policies, establish incident declaration criteria, categorize personnel by risk level, and manage the overall insider threat program. Additionally, vDefend functions primarily at the network layer and does not provide full User and Entity Behavior Analytics (UEBA) at the identity or endpoint application layer, requiring customers to integrate these technical signals into a broader organizational security process."
DE.CM-06,"MON-01, MON-01.16, MON-16.2, MON-16.4","External service provider activities and services are monitored to find potentially adverse events

[Withdrawn: Incorporated into DE.CM-01, DE.CM-03, DE.CM-06, DE.CM-09]",Contributes ,"VMware Cloud Foundation (VCF) contributes to monitoring external service provider activities through comprehensive auditing and logging frameworks. VCF Operations tracks administrative actions, login/logout events, and configuration changes, providing detailed context for forensic analysis. VCF Operations for Logs centralizes these logs from vCenter, ESX hosts, and other components, allowing for real-time alerting based on specific log patterns or policy violations. For network-level monitoring, vDefend Security Intelligence maintains visibility into traffic flows and correlates suspicious events into threat campaigns using the MITRE ATT&CK framework. Additionally, VCF and VMware Live Recovery (VLR) automatically log all permission changes on privileged accounts, ensuring traceability of access modifications. While VCF treats all accounts (internal or third-party) under the same audit framework, it provides the instrumentation to monitor any entity with access to the platform.

The primary gap is the organizational requirement to define third-party access policies, establish acceptable use boundaries, and conduct periodic reviews of external provider activity. The platform cannot natively distinguish between internal personnel and third-party service providers without customer-defined identity tagging or organizational context. Implementation of monitoring priorities based on asset criticality and the governance of third-party risk management remain the responsibility of the customer."
DE.CM-09,"MON-01, MON-01.7, MON-01.16, END-01, END-04, END-06","[Withdrawn: Incorporated into PR.DS-01, DE.CM-09]

[Withdrawn: Incorporated into ID.RA-09, DE.CM-09]

[Withdrawn: Incorporated into DE.CM-01, DE.CM-09]

[Withdrawn: Incorporated into DE.CM-01, DE.CM-03, DE.CM-06, DE.CM-09]

Computing hardware and software, runtime environments, and their data are monitored to find potentially adverse events",Contributes ,"VMware Cloud Foundation (VCF) provides a comprehensive monitoring framework for infrastructure health, performance, and security. VCF Operations continuously monitors compute, storage, and networking resources, using customizable alert policies and log analysis to detect adverse events. vSphere contributes real-time alerting via alarms on performance metrics and events, while vDefend adds network-layer visibility through Security Intelligence and Malware Prevention, which detects both known and zero-day threats. VLR integrates into this ecosystem by providing health and replication status monitoring for disaster recovery. The combined platform enables prioritized monitoring through business criticality assignments and impact-level alerting.

The platform provides the necessary monitoring instrumentation, but the customer is responsible for defining the operational policies, alert thresholds, and incident declaration criteria. Additionally, while VCF monitors infrastructure drift and platform integrity (TPM, Secure Boot), comprehensive guest-level file integrity monitoring (FIM) and endpoint-level eradication of malicious code require the deployment of third-party tools or separate security agents."
GV,"GOV-01, GOV-05, PRM-01.1, RSK-01","The organizational mission is understood and informs cybersecurity risk management

Internal and external stakeholders are understood, and their needs and expectations regarding cybersecurity risk management are understood and considered

Legal, regulatory, and contractual requirements regarding cybersecurity - including privacy and civil liberties obligations - are understood and managed

Critical objectives, capabilities, and services that external stakeholders depend on or expect from the organization are understood and communicated

Outcomes, capabilities, and services that the organization depends on are understood and communicated

Risk management objectives are established and agreed to by organizational stakeholders

Risk appetite and risk tolerance statements are established, communicated, and maintained

Cybersecurity risk management activities and outcomes are included in enterprise risk management processes

Strategic direction that describes appropriate risk response options is established and communicated

Lines of communication across the organization are established for cybersecurity risks, including risks from suppliers and other third parties

A standardized method for calculating, documenting, categorizing, and prioritizing cybersecurity risks is established and communicated

Strategic opportunities (i.e., positive risks) are characterized and are included in organizational cybersecurity risk discussions

Organizational leadership is responsible and accountable for cybersecurity risk and fosters a culture that is risk-aware, ethical, and continually improving

Roles, responsibilities, and authorities related to cybersecurity risk management are established, communicated, understood, and enforced

Adequate resources are allocated commensurate with the cybersecurity risk strategy, roles, responsibilities, and policies

Cybersecurity is included in human resources practices

Policy for managing cybersecurity risks is established based on organizational context, cybersecurity strategy, and priorities and is communicated and enforced

Policy for managing cybersecurity risks is reviewed, updated, communicated, and enforced to reflect changes in requirements, threats, technology, and organizational mission

Cybersecurity risk management strategy outcomes are reviewed to inform and adjust strategy and direction

The cybersecurity risk management strategy is reviewed and adjusted to ensure coverage of organizational requirements and risks

Organizational cybersecurity risk management performance is evaluated and reviewed for adjustments needed

A cybersecurity supply chain risk management program, strategy, objectives, policies, and processes are established and agreed to by organizational stakeholders

Cybersecurity roles and responsibilities for suppliers, customers, and partners are established, communicated, and coordinated internally and externally

Cybersecurity supply chain risk management is integrated into cybersecurity and enterprise risk management, risk assessment, and improvement processes

Suppliers are known and prioritized by criticality

Requirements to address cybersecurity risks in supply chains are established, prioritized, and integrated into contracts and other types of agreements with suppliers and other relevant third parties

Planning and due diligence are performed to reduce risks before entering into formal supplier or other third-party relationships

The risks posed by a supplier, their products and services, and other third parties are understood, recorded, prioritized, assessed, responded to, and monitored over the course of the relationship

Relevant suppliers and other third parties are included in incident planning, response, and recovery activities

Supply chain security practices are integrated into cybersecurity and enterprise risk management programs, and their performance is monitored throughout the technology product and service life cycle

Cybersecurity supply chain risk management plans include provisions for activities that occur after the conclusion of a partnership or service agreement

[Withdrawn: Incorporated into GV.RR-02, GV.SC-02]

[Withdrawn: Incorporated into GV.OC-05]

[Withdrawn: Incorporated into GV.OC-01]

[Withdrawn: Incorporated into GV.OC-04, GV.OC-05]

[Withdrawn: Incorporated into GV.OC-04]

[Withdrawn: Incorporated into GV.PO, GV.PO-01, GV.PO-02]

[Withdrawn: Incorporated into GV.OC-02, GV.RR, GV.RR-02]

[Withdrawn: Moved to GV.OC-03]

[Withdrawn: Moved to GV.RM-04]

[Withdrawn: Incorporated into GV.RM-01, GV.RM-06, GV.RR-03]

[Withdrawn: Incorporated into GV.RM-02, GV.RM-04]

[Withdrawn: Moved into GV.RM-02]

[Withdrawn: Incorporated into GV.RM-05, GV.SC-01, GV.SC-06, GV.SC-09, GV.SC-10]

[Withdrawn: Incorporated into GV.OC-02, GV.SC-03, GV.SC-04, GV.SC-07, ID.RA-10]

[Withdrawn: Moved to GV.SC-05]

[Withdrawn: Incorporated into GV.SC-07, ID.RA-10]

[Withdrawn: Incorporated into GV.SC-08, ID.IM-02]

[Withdrawn: Moved to GV.RR-04]

[Withdrawn: Incorporated into GV.RR-02]",Not Applicable ,"End user activity or process, design decision, or activity out of scope."
GV.OC,"GOV-08, AST-01.1, AST-01.2, CPL-01, TPM-05.4","The organizational mission is understood and informs cybersecurity risk management

Internal and external stakeholders are understood, and their needs and expectations regarding cybersecurity risk management are understood and considered

Legal, regulatory, and contractual requirements regarding cybersecurity - including privacy and civil liberties obligations - are understood and managed

Critical objectives, capabilities, and services that external stakeholders depend on or expect from the organization are understood and communicated

Outcomes, capabilities, and services that the organization depends on are understood and communicated

[Withdrawn: Incorporated into GV.OC-05]

[Withdrawn: Incorporated into GV.OC-01]

[Withdrawn: Incorporated into GV.OC-04, GV.OC-05]

[Withdrawn: Incorporated into GV.OC-04]

[Withdrawn: Incorporated into GV.OC-02, GV.RR, GV.RR-02]

[Withdrawn: Moved to GV.OC-03]

[Withdrawn: Incorporated into GV.OC-02, GV.SC-03, GV.SC-04, GV.SC-07, ID.RA-10]",Contributes ,"VMware vDefend's Security Services Platform provides network-layer asset inventory by organizing assets into hierarchies and classifying them as infrastructure or applications. Security Intelligence further aids in identifying service dependencies through traffic flow analysis and visualization. These technical capabilities contribute to understanding critical objectives and services by mapping dependencies and interdependencies at the network layer.

The control primarily focuses on organizational governance, stakeholder management, and legal understanding, which are human-driven processes. vDefend provides technical visibility but does not manage the broader mission, stakeholder needs, or regulatory obligations, which remain the responsibility of the organization. Additionally, it does not replace a full enterprise asset management system."
GV.OC-01,"GOV-08, RSK-01.1, TDA-06.2","The organizational mission is understood and informs cybersecurity risk management

[Withdrawn: Incorporated into GV.OC-01]",Not Applicable ,"End user activity or process, design decision, or activity out of scope."
GV.OC-02,"AST-01.2, TPM-05, TPM-05.4","Internal and external stakeholders are understood, and their needs and expectations regarding cybersecurity risk management are understood and considered

[Withdrawn: Incorporated into GV.OC-02, GV.RR, GV.RR-02]

[Withdrawn: Incorporated into GV.OC-02, GV.SC-03, GV.SC-04, GV.SC-07, ID.RA-10]",Not Applicable ,"End user activity or process, design decision, or activity out of scope."
GV.OC-03,"CPL-01, CPL-02, PRI-01, TPM-05, TPM-05.2","Legal, regulatory, and contractual requirements regarding cybersecurity - including privacy and civil liberties obligations - are understood and managed

[Withdrawn: Moved to GV.OC-03]",Not Applicable ,"End user activity or process, design decision, or activity out of scope."
GV.OC-04,"GOV-08, BCD-02, PRM-01.1, TPM-02","Critical objectives, capabilities, and services that external stakeholders depend on or expect from the organization are understood and communicated

[Withdrawn: Incorporated into GV.OC-04, GV.OC-05]

[Withdrawn: Incorporated into GV.OC-04]",Contributes ,"VMware Cloud Foundation, VMware Live Recovery, and VMware vDefend provide technical capabilities for identifying, classifying, and documenting critical technology assets and their dependencies. VCF Operations enables grouping assets into Business Applications tagged by criticality and mission impact, while VCF Automation models service relationships through blueprints. VMware Live Recovery requires the explicit declaration of critical assets via protection groups and inventory mappings, and its Configuration Import/Export Tool provides a structured record of these configurations. VMware vDefend identifies and classifies mission-critical applications and maps infrastructure to operational contexts through Security Intelligence Asset Collections. Together, these tools provide the visibility and documentation necessary for an organization to understand the technology services that stakeholders depend on.

The platform provides the inventory and classification tools, but the control requires the organization to understand and communicate the objectives and expectations of external stakeholders. This involves human accountability, policy definition, and business-level communication processes that occur outside of the technical environment. Additionally, while the tools document the technology assets supporting these services, the initial determination of stakeholder needs and the resulting organizational objectives remains a customer responsibility."
GV.OC-05,"BCD-02, TDA-04.2, TPM-02","Outcomes, capabilities, and services that the organization depends on are understood and communicated

[Withdrawn: Incorporated into GV.OC-05]

[Withdrawn: Incorporated into GV.OC-04, GV.OC-05]",Contributes ,"VMware Cloud Foundation (VCF) provides a suite of tools to identify and document critical assets, including vCenter for real-time inventory and topology views, and VCF Operations for defining business applications with criticality metadata. VCF Operations Service Discovery and VCF Automation's project-based tagging further support mapping infrastructure to business outcomes.

VMware Live Recovery (VLR) facilitates the identification of critical assets through protection groups and inventory mappings, while VMware vDefend adds security-focused asset collections and flow-based discovery. These integrated capabilities provide the technical visibility necessary to understand and communicate the outcomes, capabilities, and services the organization depends on.

The control requires that these dependencies are understood and communicated as part of an organizational risk management process. While the platform provides extensive inventory, discovery, and documentation tools, the customer is responsible for defining the specific business outcomes, declaring which assets are critical, and establishing the communication workflows across stakeholders to satisfy the governance requirements."
GV.OV,"GOV-01.1, GOV-01.2, GOV-03, GOV-05","Cybersecurity risk management strategy outcomes are reviewed to inform and adjust strategy and direction

The cybersecurity risk management strategy is reviewed and adjusted to ensure coverage of organizational requirements and risks

Organizational cybersecurity risk management performance is evaluated and reviewed for adjustments needed",Not Applicable ,"End user activity or process, design decision, or activity out of scope."
GV.OV-01,"GOV-01.1, GOV-01.2, GOV-03, GOV-05, GOV-08, PRM-01.1",Cybersecurity risk management strategy outcomes are reviewed to inform and adjust strategy and direction,Not Applicable ,"End user activity or process, design decision, or activity out of scope."
GV.OV-02,"GOV-01.1, GOV-03, RSK-01",The cybersecurity risk management strategy is reviewed and adjusted to ensure coverage of organizational requirements and risks,Not Applicable ,"End user activity or process, design decision, or activity out of scope."
GV.OV-03,"GOV-01.1, GOV-01.2, GOV-05, RSK-01",Organizational cybersecurity risk management performance is evaluated and reviewed for adjustments needed,Not Applicable ,"End user activity or process, design decision, or activity out of scope."
GV.PO,"GOV-02, HRS-05.7, HRS-07","Policy for managing cybersecurity risks is established based on organizational context, cybersecurity strategy, and priorities and is communicated and enforced

Policy for managing cybersecurity risks is reviewed, updated, communicated, and enforced to reflect changes in requirements, threats, technology, and organizational mission

[Withdrawn: Incorporated into GV.PO, GV.PO-01, GV.PO-02]",Not Applicable ,"End user activity or process, design decision, or activity out of scope."
GV.PO-01,"GOV-02, HRS-05.7, HRS-07","Policy for managing cybersecurity risks is established based on organizational context, cybersecurity strategy, and priorities and is communicated and enforced

[Withdrawn: Incorporated into GV.PO, GV.PO-01, GV.PO-02]",Not Applicable ,"End user activity or process, design decision, or activity out of scope."
GV.PO-02,"GOV-03, HRS-05.7, HRS-07","Policy for managing cybersecurity risks is reviewed, updated, communicated, and enforced to reflect changes in requirements, threats, technology, and organizational mission

[Withdrawn: Incorporated into GV.PO, GV.PO-01, GV.PO-02]",Not Applicable ,"End user activity or process, design decision, or activity out of scope."
GV.RM,"GOV-04, PRM-01, PRM-01.1, RSK-01, RSK-01.1, RSK-01.3, RSK-01.5","Risk management objectives are established and agreed to by organizational stakeholders

Risk appetite and risk tolerance statements are established, communicated, and maintained

Cybersecurity risk management activities and outcomes are included in enterprise risk management processes

Strategic direction that describes appropriate risk response options is established and communicated

Lines of communication across the organization are established for cybersecurity risks, including risks from suppliers and other third parties

A standardized method for calculating, documenting, categorizing, and prioritizing cybersecurity risks is established and communicated

Strategic opportunities (i.e., positive risks) are characterized and are included in organizational cybersecurity risk discussions

[Withdrawn: Moved to GV.RM-04]

[Withdrawn: Incorporated into GV.RM-01, GV.RM-06, GV.RR-03]

[Withdrawn: Incorporated into GV.RM-02, GV.RM-04]

[Withdrawn: Moved into GV.RM-02]

[Withdrawn: Incorporated into GV.RM-05, GV.SC-01, GV.SC-06, GV.SC-09, GV.SC-10]",Not Applicable ,"End user activity or process, design decision, or activity out of scope."
GV.RM-01,"GOV-01, GOV-01.1, GOV-05.2, RSK-01","Risk management objectives are established and agreed to by organizational stakeholders

[Withdrawn: Incorporated into GV.RM-01, GV.RM-06, GV.RR-03]",Not Applicable ,"End user activity or process, design decision, or activity out of scope."
GV.RM-02,"RSK-01.3, RSK-01.5","Risk appetite and risk tolerance statements are established, communicated, and maintained

[Withdrawn: Incorporated into GV.RM-02, GV.RM-04]

[Withdrawn: Moved into GV.RM-02]",Not Applicable ,"End user activity or process, design decision, or activity out of scope."
GV.RM-03,"GOV-01, GOV-01.1, RSK-01",Cybersecurity risk management activities and outcomes are included in enterprise risk management processes,Not Applicable ,"End user activity or process, design decision, or activity out of scope."
GV.RM-04,"RSK-01, RSK-01.1, RSK-06, RSK-06.1, RSK-06.2","Strategic direction that describes appropriate risk response options is established and communicated

[Withdrawn: Moved to GV.RM-04]

[Withdrawn: Incorporated into GV.RM-02, GV.RM-04]",Contributes ,"VMware vDefend supports risk response options by providing the technical infrastructure to implement compensating countermeasures at the network layer. Features such as Distributed Firewall microsegmentation, IDS/IPS, malware prevention, and TLS inspection provide concrete options for mitigating identified risks. Additionally, Intelligent Assist guides security analysts by recommending remediation policies and providing context-driven explanations of attack chains, which directly informs and facilitates the selection of appropriate technical response actions.

The control requires the establishment and communication of a high-level strategic direction for risk response, which is a governance and policy-making function performed by the customer. While vDefend provides the tools to execute and communicate technical response options, the formal definition of the risk management strategy and the administrative oversight required to approve and document these options remain the responsibility of the customer."
GV.RM-05,"GOV-04, GOV-04.1, HRS-03, TPM-05.4","Lines of communication across the organization are established for cybersecurity risks, including risks from suppliers and other third parties

[Withdrawn: Incorporated into GV.RM-05, GV.SC-01, GV.SC-06, GV.SC-09, GV.SC-10]",Not Applicable ,"End user activity or process, design decision, or activity out of scope."
GV.RM-06,"RSK-01, RSK-01.1, RSK-04, RSK-04.1","A standardized method for calculating, documenting, categorizing, and prioritizing cybersecurity risks is established and communicated

[Withdrawn: Incorporated into GV.RM-01, GV.RM-06, GV.RR-03]",Not Applicable ,"End user activity or process, design decision, or activity out of scope."
GV.RM-07,RSK-01.1,"Strategic opportunities (i.e., positive risks) are characterized and are included in organizational cybersecurity risk discussions",Not Applicable ,"End user activity or process, design decision, or activity out of scope."
