Control ID,SCF ID,Description,Aggregate Coverage,VCF Coverage,VCF Response,VMware vDefend Coverage,VMware vDefend Response,VCF Protection and Recovery Coverage,VCF Protection and Recovery Response,VMware Data Services Manager Coverage,VMware Data Services Manager Response,VMware Avi Load Balancer Coverage,VMware Avi Load Balancer Response
19.1,TDA-01.1,Importers shall place on the market only products with digital elements that comply with the essential cybersecurity requirements set out in Part I of Annex I and where the processes put in place by the manufacturer comply with the essential cybersecurity requirements set out in Part II of Annex I.,Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
19.2,TDA-01.1,"Before placing a product with digital elements on the market, importers shall ensure that:",Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
19.2(a),"CPL-01.4, TDA-01.1",the appropriate conformity assessment procedures as referred to in Article 32 have been carried out by the manufacturer;,Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
19.2(b),"TDA-01.1, TDA-22",the manufacturer has drawn up the technical documentation;,Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
19.2(c),TDA-01.1,the product with digital elements bears the CE marking referred to in Article 30 and is accompanied by the EU declaration of conformity referred to in Article 13(20) and the information and instructions to the user as set out in Annex II in a language which can be easily understood by users and market surveillance authorities;,Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
19.3,TDA-01.1,"Where an importer considers or has reason to believe that a product with digital elements or the processes put in place by the manufacturer are not in conformity with this Regulation, the importer shall not place the product on the market until that product or the processes put in place by the manufacturer have been brought into conformity with this Regulation. Furthermore, where the product with digital elements presents a significant cybersecurity risk, the importer shall inform the manufacturer and the market surveillance authorities to that effect.",Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
19.4,TDA-01.1,"Importers shall indicate their name, registered trade name or registered trademark, the postal address, email address or other digital contact as well as, where applicable, the website at which they can be contacted on the product with digital elements or on its packaging or in a document accompanying the product with digital elements. The contact details shall be in a language easily understood by users and market surveillance authorities.",Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
19.5,"CPL-02.3, TDA-01.1","Importers who know or have reason to believe that a product with digital elements which they have placed on the market is not in conformity with this Regulation shall immediately take the corrective measures necessary to ensure that the product with digital elements is brought into conformity with this Regulation, or to withdraw or recall the product, if appropriate.",Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
19.6,DCH-18,"Importers shall, for at least 10 years after the product with digital elements has been placed on the market or for the support period, whichever is longer, keep a copy of the EU declaration of conformity at the disposal of the market surveillance authorities and ensure that the technical documentation can be made available to those authorities, upon request.",Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
19.7,CPL-03.3,"Importers shall, further to a reasoned request from a market surveillance authority, provide it with all the information and documentation, in paper or electronic form, necessary to demonstrate the conformity of the product with digital elements with the essential cybersecurity requirements set out in Part I of Annex I as well as of the processes put in place by the manufacturer with the essential cybersecurity requirements set out in Part II of Annex I in a language that can be easily understood by that authority. They shall cooperate with that authority, at its request, on any measures taken to eliminate the cybersecurity risks posed by a product with digital elements, which they have placed on the market.",Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
20.1,TDA-01.1,"When making a product with digital elements available on the market, distributors shall act with due care in relation to the requirements set out in this Regulation.",Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
20.2,TDA-01.1,"Before making a product with digital elements available on the market, distributors shall verify that:",Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
20.2(a),TDA-01.1,the product with digital elements bears the CE marking;,Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
20.2(b),TDA-01.1,"the manufacturer and the importer have complied with the obligations set out in Article 13(15), (16), (18), (19) and (20) and Article 19(4), and have provided all necessary documents to the distributor.",Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
20.3,TDA-01.1,"Where a distributor considers or has reason to believe, on the basis of information in its possession, that a product with digital elements or the processes put in place by the manufacturer are not in conformity with the essential cybersecurity requirements set out in Annex I, the distributor shall not make the product with digital elements available on the market until that product or the processes put in place by the manufacturer have been brought into conformity with this Regulation. Furthermore, where the product with digital elements poses a significant cybersecurity risk, the distributor shall inform, without undue delay, the manufacturer and the market surveillance authorities to that effect.",Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
20.4,"CPL-02.3, TDA-01.1","Distributors who know or have reason to believe, on the basis of information in their possession, that a product with digital elements, which they have made available on the market, or the processes put in place by its manufacturer are not in conformity with this Regulation shall make sure that the corrective measures necessary to bring that product with digital elements or the processes put in place by its manufacturer into conformity, or to withdraw or recall the product, if appropriate, are taken.",Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
20.5,CPL-03.3,"Distributors shall, further to a reasoned request from a market surveillance authority, provide all the information and documentation, in paper or electronic form, necessary to demonstrate the conformity of the product with digital elements and the processes put in place by its manufacturer with this Regulation in a language that can be easily understood by that authority. They shall cooperate with that authority, at its request, on any measures taken to eliminate the cybersecurity risks posed by a product with digital elements which they have made available on the market.",Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
31.1,TDA-22,The technical documentation shall contain all relevant data or details of the means used by the manufacturer to ensure that the product with digital elements and the processes put in place by the manufacturer comply with the essential cybersecurity requirements set out in Annex I. It shall at least contain the elements set out in Annex VII.,Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
31.2,TDA-22,"The technical documentation shall be drawn up before the product with digital elements is placed on the market and shall be continuously updated, where appropriate, at least during the support period.",Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
31.3,TDA-22,"For products with digital elements as referred to in Article 12, which are also subject to other Union legal acts which provide for technical documentation, a single set of technical documentation shall be drawn up containing the information referred to in Annex VII and the information required by those Union legal acts.",Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
31.4,TDA-22,The technical documentation and correspondence relating to any conformity assessment procedure shall be drawn up in an official language of the Member State in which the notified body is established or in a language acceptable to that body.,Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
32.1,CPL-01.4,The manufacturer shall perform a conformity assessment of the product with digital elements and the processes put in place by the manufacturer to determine whether the essential cybersecurity requirements set out in Annex I are met. The manufacturer shall demonstrate conformity with the essential cybersecurity requirements by using any of the following procedures:,Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
32.1(a),CPL-01.4,the internal control procedure (based on module A) set out in Annex VIII;,Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
32.2(a),CPL-01.4,the EU-type examination procedure (based on module B) set out in Annex VIII followed by conformity to EU-type based on internal production control (based on module C) set out in Annex VIII; or,Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
32.2(b),CPL-01.4,a conformity assessment based on full quality assurance (based on module H) set out in Annex VIII.,Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
Annex I Part I (1),TDA-02,"Products with digital elements shall be designed, developed and produced in such a way that they ensure an appropriate level of cybersecurity based on the risks.",Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
Annex I Part I (2)(a),TDA-02.8,be made available on the market without known exploitable vulnerabilities;,Contributes,Contributes,"VCF provides several built-in capabilities that help organizations reduce the attack surface of their virtualized infrastructure, though a complete attack surface minimization program requires organizational processes and tooling beyond what the platform itself delivers.

VCF Operations tracks security advisories and available updates for all VCF components, alerting administrators when patches or fixes are available. VCF's patch management architecture supports selective, component-level patching. Patch releases deliver time-sensitive fixes to security issues and can be applied to individual components without requiring synchronized updates across all VCF components. This design allows organizations to respond quickly to newly disclosed vulnerabilities without the overhead of a full-stack upgrade cycle. Lifecycle management automates the process of applying updates across ESX hosts, vCenter, NSX, and other stack components, reducing the window during which known vulnerabilities remain unpatched. VMware publishes security advisories (VMSAs) for critical known vulnerabilities across VCF components, including VCF Operations and VCF Operations for Networks, with step-by-step remediation instructions. Keeping components at their latest versions is recommended to take advantage of all available security fixes.

VCF includes a security compliance engine that can discover objects across the environment that are not compliant with a defined security standard. The platform supports compliance checking against the Security Configuration Guide and the DISA STIG, giving operators a systematic way to assess and remediate hardening gaps across VCF components. Built-in compliance checks report objects that are not compliant with these hardening standards, allowing administrators to identify and address configuration weaknesses. vCenter also supports user-defined security baselines, allowing security administrators to define custom security standards and compare both ESX hosts and virtual machines against those baselines to identify and remediate deviations.

Configuration Profiles and Image-Based Lifecycle Management allow administrators to define a desired host configuration baseline and detect drift from that baseline. When hosts deviate from the approved configuration, drift detection flags the change so administrators can remediate it. This helps prevent configuration sprawl that can introduce new attack surface.

ESX host hardening is a core element of attack surface reduction within VCF. Recommended hardening steps include configuring authentication and authorization settings, disabling unnecessary services, enabling Secure Boot and Trusted Platform Module (TPM) support, and implementing network security measures. These measures collectively reduce the number of exposed services and entry points on each host.

The Consumption layer, delivered through VMware Kubernetes Service (VKS) and vSphere Supervisor, provides additional attack surface minimization mechanisms for containerized workloads. Pod Security Admission (PSA) enforces security constraints across namespaces using Baseline, Restricted, and Privileged profiles; the Baseline template mitigates common privilege escalation risks while maintaining compatibility with standard containerized workloads, while the Restricted profile drops all Linux capabilities by default, directly reducing the OS-level attack surface available to container processes. Security contexts within pod specifications allow operators to restrict OS-level privileges on individual workloads. AppArmor and SELinux profiles applied through security context annotations restrict what container processes can access beyond the capability set, helping mitigate container runtime vulnerabilities. Seccomp profiles can reduce the Linux kernel syscall attack surface available inside containers by creating allow or deny lists of specific syscalls using BPF-named profiles. User namespaces map container root user IDs to unprivileged host UIDs, limiting potential damage from container breakout scenarios. Security Technical Implementation Guides (STIGs) for VKS system components, including Supervisor and VKS Releases (VKrs), are available to guide administrators through security-relevant configuration choices for the Consumption platform layer, and the vSphere Supervisor platform builds on vSphere security features in VMware vCenter and VMware ESX to provision workload clusters that are designed to be secure by default. Harbor Registry, available as a Supervisor service package, provides vulnerability scanning, content trust, and policy-based access control for container artifacts, supporting limits on the introduction of known-vulnerable components into running workloads. The Consumption layer also supports integration with Harness Security Testing Orchestration, which scans container images across each layer and deduplicates vulnerability findings, presenting each unique issue as a single actionable item for development teams to address before workloads are promoted to production. Virtual machine images deployed through vSphere Supervisor should be built with the latest patches and required security settings following corporate security policies for production environments.

Network architecture within VCF contributes to attack surface reduction. In secure environments, the Workload Separation Distributed Switch Model provides physical air-gapped separation of network traffic, limiting lateral movement paths. NSX segment security filters traffic to protect segment integrity, and NSX Context Profiles and vDefend L7 Access Profiles provide application-layer traffic filtering. Security groups and security policies can be defined within NSX to enforce network-level isolation and access controls across the virtual environment. At the Kubernetes workload layer, network policies enforced through Antrea CNI restrict ingress and egress traffic at the namespace level, limiting lateral movement between workloads and reducing the scope of what a single compromised workload can reach. Service meshes, where deployed, extend this with Layer 7 workload-identity-based policies and mutual TLS for inter-service communication, further scoping traffic to declared service relationships.

VMware's internal security team maintains controls to minimize the security footprint of VCF components such as VCF Operations for Networks, reflecting a secure-by-design approach to the platform's own development and release process. VCF Operations for Networks is hardened against industry-accepted security benchmarks.

These capabilities provide the technical foundation for attack surface minimization, but the control also requires organizational vulnerability management processes, risk-based prioritization of remediation efforts, and regular assessment cycles that fall outside VCF's scope as an infrastructure platform. Minimizing the attack surface across all customer-deployed workloads and applications running on VCF requires additional organizational processes and tools beyond what VCF provides natively. For Kubernetes workloads on VKS, STIG hardening must be applied during cluster provisioning and validated periodically, security contexts must be configured in workload specifications, PSA enforcement modes must be set appropriately per namespace, and image scanning through Harbor must be integrated into deployment workflows consistently rather than treated as a one-time step.

VMware Private AI Services (PAIS) provides several AI-specific mechanisms that help reduce the attack surface of AI workloads, model artifacts, and AI catalog items.

The Model Gallery workflow includes organizational validation of ML models before they are made available to AI application developers. MLOps engineers validate models against the organization's security, privacy, and technical requirements before upload, evaluate model performance and safety by examining inference requests for malicious behavior, and perform hands-on functional tests before deployment. PAIS guidance recommends distributing models within the organization that have been validated on a deep learning VM rather than models pulled from the Internet, which could contain malicious code or be tuned for malicious behavior. The Model Gallery uses Harbor project access capabilities to restrict access to the sensitive data used to train and tune models, limiting which identities can read or modify model content.

PAIS uses a CA trust bundle for secure communication with external services and databases, scoping outbound connectivity to authenticated, encrypted channels. Remote Model Context Protocol (MCP) servers connected to PAIS can optionally use static authentication tokens, restricting which clients can invoke remote tool capabilities. Custom forms in PAIS blueprints can be modified to control user inputs at request time, allowing tenants to constrain the parameters passed to AI catalog items before they are provisioned.

Broader vulnerability management activities, including patch management, vulnerability assessment of underlying infrastructure, and risk prioritization, remain outside PAIS's direct scope and depend on organizational processes together with the platform layers that host PAIS.",Contributes,"VMware vDefend (vDefend) contributes to minimizing attack surfaces through network-layer virtual patching, microsegmentation, and threat analysis capabilities.

The vDefend distributed firewall (DFW) enforces microsegmentation policies on virtualized workloads, isolating critical services to reduce their network-accessible attack surface and restricting lateral threat movement. The Security Services Platform identifies vulnerable workloads that could be exploited for lateral movement and provides network and transport layer protocol validation against low-level IP attacks.

The vDefend IDS/IPS engine uses knowledge-based signature rules that match patterns corresponding to known attack types, detecting and blocking network traffic associated with known exploitable vulnerabilities. Administrators can search and filter signatures by specific CVE identifiers and by attack target (client or server) to tune detection to the asset types in their environment. Security profiles allow selection of specific system signatures and custom signatures; custom signatures can be added for custom applications and zero-day vulnerabilities beyond the built-in library. The IDS/IPS also detects obsolete protocols through port verification and application identification, enabling operators to identify deprecated communication methods in active use. When a signature triggers, vDefend IDS/IPS and Malware Prevention automatically export PCAP files for forensic analysis of captured network traffic. The Gateway Firewall with Advanced Threat Prevention supports Cloud Sandboxing and Artifact Analysis for north-south traffic flows. Advanced Threat Prevention features including IDS, Network Traffic Analysis, and Network Detection and Response are operable in air-gapped environments.

The Security Services Platform generates Security Segmentation Reports and Blast Radius Reports that break down at-risk workloads, communication chains, and traffic flows. These reports provide recommendations for applying DFW capabilities, presented as Projects that guide organizations through a staged Zero Trust journey from initial assessment to application-level microsegmentation.

Vulnerability remediation at the host and application layer, such as patching operating systems or application code, remains outside vDefend's scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Contributes,"VMware Data Services Manager (DSM) contributes to attack surface minimization through network isolation controls, resource access restrictions, secure communications, and a structured patching mechanism. Full coverage of this control requires organizational processes and platform-level capabilities beyond DSM's own scope.

DSM's architecture requires VDS and N-VDS port groups to segregate database traffic from other network segments. Infrastructure policies, configured by vSphere administrators, establish limits and guardrails on the compute, memory, storage, and IP resources that DSM users can consume from vSphere clusters. These policies scope each user's access to a defined set of infrastructure components, reducing the potential blast radius of a compromised account or misconfiguration. IP pools define the address ranges assigned to database instances, and DSM detects network overlap between infrastructure policy IP ranges and system configuration networks, generating alerts and requiring that overlap to be resolved before provisioning proceeds. This validation step helps catch misconfigurations that could otherwise allow unintended network access between database tenants or between DSM-managed workloads and management networks.

When deployed in network-isolated environments, the DSM appliance bundles all necessary consumption operator artifacts locally, supporting air-gapped configurations where internet access is not available. Data service policies can be enforced consistently across different tenants, maintaining a uniform security posture regardless of who provisions a database.

DSM supports LDAPS for directory service connections, channeling administrator and user authentication over an encrypted connection. Connections to the DSM Provider VM are secured using TLS, with the Provider VM's certificate authority added to the trusted CA list. DSM verifies the SHA256 thumbprint of VMware vCenter during configuration, reducing the risk of connecting to an unauthorized or compromised vCenter instance. Database cluster connections use TLS for all supported database engines, including SQL Server, and the DSM UI provides a direct method to retrieve the CA certificate needed to establish those secure connections. These controls reduce the attack surface exposed by unencrypted management and application traffic.

The DSM Consumption Operator deployment includes Signature Verification validation to confirm package integrity before installation, reducing supply chain risk for managed workloads. DSM supports structured software update bundles for appliances and the DSM plug-in. The update mechanism requires at least one attempt to complete a chain of software updates, irrespective of the configured update window, supporting consistent application of security patches. Administrators should apply available update bundles promptly to address known vulnerabilities in DSM components. The DSM UI also surfaces a compliance tab on data service policies, giving administrators visibility into policy adherence across managed databases.

DSM does not provide its own vulnerability scanning, intrusion detection, or firewall controls. Attack surface minimization at the platform level, including VMware ESX hardening, network segmentation, and vCenter access controls, is provided by the underlying VCF infrastructure. Organizations must maintain a vulnerability management program that identifies, prioritizes, and tracks remediation of known vulnerabilities across DSM and its supporting platform. Patch scheduling, testing procedures, and emergency response processes remain organizational responsibilities that DSM supports but does not replace.",Contributes,"VMware Avi Load Balancer (Avi) provides several application-layer mechanisms that address attack surface minimization for applications it fronts.

WAF Application Rules are the primary mechanism for mitigating known exploitable vulnerabilities. These rules are specifically designed to block attacks on known application vulnerabilities, including those tracked as Common Vulnerabilities and Exposures (CVEs). Application Rules are automatically updated through Avi Load Balancer Cloud Services, so newly disclosed vulnerabilities can be addressed at the WAF layer without redeploying or modifying the underlying application. WAF signatures include detection for OWASP Top 10 attack vectors to maintain broad coverage across the attack surface.

In 9.1, the Live Security Threat Intelligence service, available through the Avi Cloud Console, delivers real-time security threat feeds covering various attack vectors for enabled Avi Load Balancer deployments. This feed complements the Application Rules with continuously updated threat intelligence, providing protection against evolving threats without manual rule updates.

Avi WAF supports a Positive Security model that reduces the attack surface from a complementary direction: rather than detecting known attack patterns, the Positive Security model restricts traffic to known-good application behavior through an allowlist built from sampled observed traffic. WAF policies should be configured to enable Positive Security protection using this traffic profile, which is maintained through the WAF allowlist sampling process.

For application teams using dynamic application security testing (DAST), Avi supports virtual patching through the Avi Load Balancer SDK, which integrates with OWASP ZAP Attack Proxy and Qualys Web App Scanning. DAST scanner results can be imported to identify and protect against potential security issues in applications before a code-level fix is available, reducing the window of exposure between discovery and remediation.

The Avi Kubernetes Operator (AKO) provides WAF integration for application-layer security in VMware Kubernetes Service (VKS) environments, extending attack surface minimization capabilities to Kubernetes-hosted workloads in Avi-for-VCF deployments.

Network-layer controls supplement the WAF layer. Network Security Policies block traffic from known-bad IP addresses by dropping TCP SYN packets before connections are established. The Avi Service Engine detects and mitigates a range of Layer 4 through Layer 7 network attacks, including IP fragmentation attacks, TCP SYN floods, HTTP SlowLoris attacks, and request floods. The Service Engine's data-plane architecture isolates attacks to the data plane, reducing the risk of impact to management interfaces. Configurable DDoS attack limits per application profile allow thresholds to be tuned to each application's expected traffic patterns. The Avi security penalty component monitors and reports active DoS attacks and SSL configuration vulnerabilities, providing visibility into the current threat posture."
