Control ID,Description,Bridging SCF Controls,Relevant SCG Controls
M3.07,"Where the signalling message is protected by end-to-end authentication, risk decisions and associated security controls may be determined based upon the authenticated source.","IAC-04, NET-09","esx-9.iscsi-mutual-chap, nsx-9.bgp-encryption, nsx-9.ospf-encryption, vsan-9.iscsi-mutual-chap"
M3.08,"Where providers allow others to use number ranges that have been allocated to them (e.g. GTs, IMSIs), they remain responsible for the activity related to that number range, and any further security implications. This does not apply in the case of MSISDNs shared through MNP.",TPM-04,vcenter-9.administration-client-plugins
M3.09,Any outgoing message that uses a source address that should not transit or leave the provider's network shall not be permitted to leave the provider's network.,"NET-03, NET-04","esx-9.network-bpdu, esx-9.network-dvfilter, esx-9.network-rpf-promisc, esx-9.network-standard-reject-forged-transmit, esx-9.network-standard-reject-mac-changes, esx-9.network-standard-reject-promiscuous-mode, nsx-9.ibgp-source-loopback, nsx-9.reverse-path-forwarding, operations-9.firewall-hardening, vcenter-9.network-mac-learning, vcenter-9.network-reject-forged-transmit-dvportgroup, vcenter-9.network-reject-mac-changes-dvportgroup, vcenter-9.network-reject-promiscuous-mode-dvportgroup, vcenter-9.network-reset-port, vcenter-9.network-restrict-netflow-usage, vcenter-9.network-restrict-port-level-overrides, vcenter-9.network-restrict-port-mirroring, vcenter-9.network-vgt, vm-9.dvfilter, vsan-9.file-services-access-control-nfs, vsan-9.hcl-internet, vsan-9.network-isolation-vsan-iscsi-target"
M3.10,Networks shall only send outgoing signalling in support of services permitted by the recipient. Guidance on what the GSMA has defined as permitted services is set out within Section 5 of GSMA's charging and accounting principles and Section 10 of GSMA's interconnection and interworking charging principles.,"NET-04, NET-04.1","esx-9.firewall-incoming-default, esx-9.firewall-restrict-access, esx-9.network-bpdu, esx-9.network-dvfilter, esx-9.network-rpf-promisc, esx-9.network-standard-reject-forged-transmit, esx-9.network-standard-reject-mac-changes, esx-9.network-standard-reject-promiscuous-mode, operations-9.firewall-hardening, vcenter-9.network-reject-promiscuous-mode-dvportgroup, vcenter-9.network-restrict-netflow-usage, vcenter-9.network-vgt, vcenter-9.vami-firewall-restrict-access, vcf-9.perimeter-firewall, vm-9.dvfilter, vsan-9.file-services-access-control-nfs"
M3.11,External BGP updates shall be monitored for evidence of misuse.,NET-03,"nsx-9.ibgp-source-loopback, nsx-9.reverse-path-forwarding, operations-9.firewall-hardening, vcenter-9.network-mac-learning, vcenter-9.network-reject-forged-transmit-dvportgroup, vcenter-9.network-reject-mac-changes-dvportgroup, vcenter-9.network-reset-port, vcenter-9.network-restrict-netflow-usage, vcenter-9.network-restrict-port-level-overrides, vcenter-9.network-restrict-port-mirroring, vsan-9.hcl-internet, vsan-9.network-isolation-vsan-iscsi-target"
M3.12,"Any BGP misuse that impacts a provider's network or services shall be mitigated in a timely manner, and at least within 12 hours whenever technically possible.",NET-04,"esx-9.network-bpdu, esx-9.network-dvfilter, esx-9.network-rpf-promisc, esx-9.network-standard-reject-forged-transmit, esx-9.network-standard-reject-mac-changes, esx-9.network-standard-reject-promiscuous-mode, vcenter-9.network-reject-promiscuous-mode-dvportgroup, vcenter-9.network-restrict-netflow-usage, vcenter-9.network-vgt, vm-9.dvfilter, vsan-9.file-services-access-control-nfs"
M3.15,Providers shall implement ingress and egress route filtering.,"NET-04, NET-04.1","esx-9.firewall-incoming-default, esx-9.firewall-restrict-access, esx-9.network-bpdu, esx-9.network-dvfilter, esx-9.network-rpf-promisc, esx-9.network-standard-reject-forged-transmit, esx-9.network-standard-reject-mac-changes, esx-9.network-standard-reject-promiscuous-mode, operations-9.firewall-hardening, vcenter-9.network-reject-promiscuous-mode-dvportgroup, vcenter-9.network-restrict-netflow-usage, vcenter-9.network-vgt, vcenter-9.vami-firewall-restrict-access, vcf-9.perimeter-firewall, vm-9.dvfilter, vsan-9.file-services-access-control-nfs"
M3.16,Providers shall adopt and implement mechanisms that prevent IP address spoofing.,NET-04.1,"esx-9.firewall-incoming-default, esx-9.firewall-restrict-access, operations-9.firewall-hardening, vcenter-9.vami-firewall-restrict-access, vcf-9.perimeter-firewall, vsan-9.file-services-access-control-nfs"
M3.18,An external path update that includes a prefix owned by the provider shall not be accepted.,"NET-04, NET-04.1","esx-9.firewall-incoming-default, esx-9.firewall-restrict-access, esx-9.network-bpdu, esx-9.network-dvfilter, esx-9.network-rpf-promisc, esx-9.network-standard-reject-forged-transmit, esx-9.network-standard-reject-mac-changes, esx-9.network-standard-reject-promiscuous-mode, operations-9.firewall-hardening, vcenter-9.network-reject-promiscuous-mode-dvportgroup, vcenter-9.network-restrict-netflow-usage, vcenter-9.network-vgt, vcenter-9.vami-firewall-restrict-access, vcf-9.perimeter-firewall, vm-9.dvfilter, vsan-9.file-services-access-control-nfs"
M3.19,End-users shall not be able to spoof IPs over the data plane (e.g. in line with BCP38).,NET-04,"esx-9.network-bpdu, esx-9.network-dvfilter, esx-9.network-rpf-promisc, esx-9.network-standard-reject-forged-transmit, esx-9.network-standard-reject-mac-changes, esx-9.network-standard-reject-promiscuous-mode, vcenter-9.network-reject-promiscuous-mode-dvportgroup, vcenter-9.network-restrict-netflow-usage, vcenter-9.network-vgt, vm-9.dvfilter, vsan-9.file-services-access-control-nfs"
M4.03,"The provider shall record all equipment that remains in use but has reached the vendor's end-of-life date. Providers shall regularly review their use of this equipment, with a view to reducing the risk of a security compromise occurring as a result of unsupported equipment remaining in use.",TDA-17,"esx-9.supported, vcenter-9.supported"
M4.04,"The provider shall produce a plan to replace the unsupported equipment at an appropriate time, dependent on the level of risk.",TDA-17,"esx-9.supported, vcenter-9.supported"
M4.06,Providers shall only store SIM credentials and SIM transport keys within secured systems that ensure data integrity and prevent 'read' access to key material.,"CRY-09, IAC-21","esx-9.ad-admin-group-autoadd, esx-9.hardware-tpm, esx-9.key-persistence, esx-9.lockdown-dcui-access, esx-9.lockdown-exception-users, esx-9.tpm-recovery-key-backup, vcf-9.permissions-roles, vm-9.isolation-device-connectable-deactivate, vm-9.pci-passthrough, vsan-9.rekey-interval"
M4.07,"Providers shall review the security of existing SIM cards on an annual basis, including the supplier, the protection of keys, the algorithms used by the SIM, and the applets provisioned and running on SIMs.",CRY-01.5,"esx-9.tls-ciphers, nsx-9.tls-ciphers, vcenter-9.tls-ciphers"
M4.08,"Providers shall phase out the use of SIMs that present an unmitigatable security risk, such as the use of deprecated security algorithms.","CRY-01.5, TDA-17","esx-9.supported, esx-9.tls-ciphers, nsx-9.tls-ciphers, vcenter-9.supported, vcenter-9.tls-ciphers"
M5.02,"Security changes shall be prioritised and postponements of security changes shall be minimised. Where security changes are postponed, these may need to be recorded as a business risk as appropriate.",CHG-02,vsan-9.auto-policy-management
M5.03,Providers shall maintain read-only backups of their infrastructure and information and shall be able to restore them. The backups should contain the information necessary to maintain the normal operation of the public electronic communications network or public electronic communications service.,BCD-11,nsx-9.backup
M6.01,Non-persistent credentials (e.g. username and password authentication) shall be stored in a centralised service with appropriate role-based access control which shall be updated in line with any relevant changes to roles and responsibilities within the organisation.,"IAC-01.2, IAC-02, IAC-17","esx-9.ad-admin-validate-interval, vcenter-9.administration-sso-groups, vcf-9.mfa, vcf-9.permissions-roles"
M6.02,Privileged access shall be via accounts with unique user ID and authentication credentials for each user and these shall not be shared.,IAC-16,"esx-9.ad-admin-group-autoadd, vcenter-9.bashshelladministrators"
M6.03,"For accounts capable of making changes to security critical functions, the following measures shall be adopted relating to multi-factor authentication: (a) the second factor shall be locally generated, and not be transmitted; and (b) the multi-factor authentication mechanism shall be independent of the provider's network and PAW. Soft tokens (e.g. authenticator apps) may be used.",IAC-06.1,vcf-9.mfa
M6.04,"All break-glass privileged user accounts must have unique, strong credentials per individual piece of network equipment.",IAC-15.9,sddc-9.api-admin
M6.05,Default and hardcoded accounts shall be disabled.,"IAC-10.8, IAC-15.7","esx-9.ad-admin-group-name, esx-9.disable-accounts-dcui, esx-9.hardware-management-security, nsx-9.disable-accounts, sddc-9.api-admin, vcenter-9.disable-accounts"
M7.01,"Any incoming or outgoing message type that should not be sent over international or external signalling networks shall be blocked at the logical edge of the provider's network. For example, GSMA CAT 1 messages shall be blocked for SS7 networks, and equivalent messages shall be blocked for other signalling protocols such as Diameter, GTP, Interconnect and SS7/SIGTRAN.","NET-03, NET-04.1","esx-9.firewall-incoming-default, esx-9.firewall-restrict-access, nsx-9.ibgp-source-loopback, nsx-9.reverse-path-forwarding, operations-9.firewall-hardening, vcenter-9.network-mac-learning, vcenter-9.network-reject-forged-transmit-dvportgroup, vcenter-9.network-reject-mac-changes-dvportgroup, vcenter-9.network-reset-port, vcenter-9.network-restrict-netflow-usage, vcenter-9.network-restrict-port-level-overrides, vcenter-9.network-restrict-port-mirroring, vcenter-9.vami-firewall-restrict-access, vcf-9.perimeter-firewall, vsan-9.file-services-access-control-nfs, vsan-9.hcl-internet, vsan-9.network-isolation-vsan-iscsi-target"
M7.02,"When sent over signalling networks, the external exposure of customer data, customer identifiers and network topology information shall be minimised.",NET-03.3,"vcenter-9.network-restrict-discovery-protocol, vcenter-9.vds-health-check-disable"
M7.03,Providers shall have in place the means for recipients of their BGP routing updates to validate that the BGP routing update originated from the legitimate owner.,"NET-04.12, NET-09","nsx-9.bgp-encryption, nsx-9.ospf-encryption, operations-9.logs-authenticated-ingestion"
M7.04,"Where the necessary information is available, providers shall validate that any BGP route updates they receive have originated from the legitimate owner.","NET-04.12, NET-09","nsx-9.bgp-encryption, nsx-9.ospf-encryption, operations-9.logs-authenticated-ingestion"
M8.05,"Providers shall record all equipment deployed in their networks, and proactively assess, at least once a year, their exposure should the third party supplier be unable to continue to support that equipment.",TDA-17,"esx-9.supported, vcenter-9.supported"
M8.06,"Providers shall remove or change default passwords and accounts for all devices in the network, and should disable unencrypted management protocols. Where unencrypted management protocols cannot be disabled, providers shall limit and mitigate the use of these protocols as far as possible.","CFG-03.1, IAC-10.8","esx-9.ad-admin-group-name, esx-9.hardware-management-security, nsx-9.inactive-interfaces, nsx-9.routing-protocols-unused, nsx-9.t1-inactive-interfaces, sddc-9.api-admin"
M8.07,Providers shall ensure that all security-relevant logging is enabled on all network equipment and sent to the network logging systems.,MON-02,"esx-9.hardware-management-log-forwarding, esx-9.log-audit-forwarding, esx-9.log-forwarding, guest-9.tools-log-forwarding, operations-9.log-collection, pnr-9.log-forwarding, vcenter-9.log-forwarding"
M8.08,Providers shall prioritise critical security patches over functionality upgrades wherever possible.,VPM-05,"esx-9.hardware-firmware-updates, esx-9.updates, guest-9.tools-updates, guest-9.tools-upgrade, vcenter-9.vami-updates, vm-9.virtual-hardware"
M8.10,"When transferring the provider's SIM key material from SIM card vendors, transport keys shall not be shared across multiple SIM vendors. Where possible, a range of transport keys shall be used with each SIM card vendor.",CRY-09,"esx-9.hardware-tpm, esx-9.key-persistence, esx-9.tpm-recovery-key-backup, vsan-9.rekey-interval"
M8.11,"When providers define new SIM authentication algorithm parameters (e.g. for MILENAGE), the default values shall not be used.","CFG-02, CRY-09","esx-9.hardware-tpm, esx-9.key-persistence, esx-9.tpm-recovery-key-backup, vcf-9.secure-baseline, vsan-9.rekey-interval"
M8.12,"For fixed-profile SIM cards, the provider shall ensure that sensitive SIM data is appropriately protected throughout its lifecycle, by both the SIM card vendor and within the operator network, given the risk to network resilience and confidentiality should this information be lost.",TPM-04,vcenter-9.administration-client-plugins
M8.13,"For fixed-profile SIM cards, the confidentiality, integrity and availability of the sensitive SIM card data shared with the SIM card vendor shall be protected at every stage of their lifecycle.",CRY-09,"esx-9.hardware-tpm, esx-9.key-persistence, esx-9.tpm-recovery-key-backup, vsan-9.rekey-interval"
M8.15,"For profile-modifiable SIM cards the provider shall, within the first year of use, update with a new profile (including K/Ki, and OTA keys) that has not been provided externally, including to the SIM card vendor. Providers should aim to ensure that all new UICCs can be updated with new K/Ki and OTA keys after receipt from the SIM card vendor.",CRY-09,"esx-9.hardware-tpm, esx-9.key-persistence, esx-9.tpm-recovery-key-backup, vsan-9.rekey-interval"
M8.16,"When under the provider's control, the provider shall ensure that the SIM card can only be modified by specifically allowed servers (for example, determined by IP address and certificate stored on the SIM card).","CHG-04, IAC-04","esx-9.hardware-management-config-lock, esx-9.iscsi-mutual-chap, guest-9.tools-add-feature, guest-9.tools-allow-transforms, guest-9.tools-globalconf, guest-9.tools-prevent-recustomization, guest-9.tools-remove-feature, vsan-9.iscsi-mutual-chap, vsan-9.managed-disk-claim"
M9.01,"Once the CPE has been configured at the customer site, it shall only contain credentials that are both unique to that CPE, and not guessable from CPE metadata.","IAC-10.1, IAC-10.8","esx-9.account-password-history, esx-9.ad-admin-group-name, esx-9.hardware-management-security, esx-9.password-complexity, esx-9.password-max-age, fleet-9.password-policy, nsx-9.password-complexity, operations-9.password-complexity, sddc-9.api-admin, vcenter-9.password-complexity, vcenter-9.password-history, vcenter-9.password-max-age, vcenter-9.vami-password-max-age, vcenter-9.vpxuser-length"
M9.02,"The provider shall ensure that all CPE provided to customers are still supported by the network equipment supplier. For any provider-provided CPE that go out of third party supplier support, customers shall be informed prior to, and once the equipment goes out of support, and proactively offered a replacement as soon as reasonably practicable. This shall apply only whilst the provider provides the associated service.",TDA-17,"esx-9.supported, vcenter-9.supported"
M9.03,WAN CPE management interfaces shall only be accessible from specified management locations (e.g. URL or IP address).,NET-04,"esx-9.network-bpdu, esx-9.network-dvfilter, esx-9.network-rpf-promisc, esx-9.network-standard-reject-forged-transmit, esx-9.network-standard-reject-mac-changes, esx-9.network-standard-reject-promiscuous-mode, vcenter-9.network-reject-promiscuous-mode-dvportgroup, vcenter-9.network-restrict-netflow-usage, vcenter-9.network-vgt, vm-9.dvfilter, vsan-9.file-services-access-control-nfs"
M9.04,Management of the CPE shall use a secure protocol (e.g. TLS 1.2 or newer).,CRY-03,"automation-9.oidc-settings, esx-9.log-forwarding-tls-ciphers, esx-9.nfs-traffic-protection, esx-9.tls-ciphers, esx-9.vmk-storage, esx-9.vmk-vmotion, esx-9.vmotion-encryption-offload, nsx-9.load-balancer-fips, nsx-9.tls-ciphers, operations-9.logs-ssl-api, operations-9.logs-ssl-syslog, vcenter-9.smtp, vcenter-9.tls-ciphers, vm-9.ft-encrypted, vm-9.vmotion-encrypted, vsan-9.encryption-transit-esa, vsan-9.encryption-transit-osa, vsan-9.file-services-authentication-smb, vsan-9.storage-cluster-traffic-protection"
M9.05,"By default, the CPE's customer-facing management interfaces shall only be accessible from within the customer's network.","CFG-02, NET-03","nsx-9.ibgp-source-loopback, nsx-9.reverse-path-forwarding, operations-9.firewall-hardening, vcenter-9.network-mac-learning, vcenter-9.network-reject-forged-transmit-dvportgroup, vcenter-9.network-reject-mac-changes-dvportgroup, vcenter-9.network-reset-port, vcenter-9.network-restrict-netflow-usage, vcenter-9.network-restrict-port-level-overrides, vcenter-9.network-restrict-port-mirroring, vcf-9.secure-baseline, vsan-9.hcl-internet, vsan-9.network-isolation-vsan-iscsi-target"
M9.06,"By default, all unsolicited incoming connections towards the customer's network shall be blocked by the CPE.","NET-03, NET-04.1","esx-9.firewall-incoming-default, esx-9.firewall-restrict-access, nsx-9.ibgp-source-loopback, nsx-9.reverse-path-forwarding, operations-9.firewall-hardening, vcenter-9.network-mac-learning, vcenter-9.network-reject-forged-transmit-dvportgroup, vcenter-9.network-reject-mac-changes-dvportgroup, vcenter-9.network-reset-port, vcenter-9.network-restrict-netflow-usage, vcenter-9.network-restrict-port-level-overrides, vcenter-9.network-restrict-port-mirroring, vcenter-9.vami-firewall-restrict-access, vcf-9.perimeter-firewall, vsan-9.file-services-access-control-nfs, vsan-9.hcl-internet, vsan-9.network-isolation-vsan-iscsi-target"
M10.05,Providers shall retain control and oversight of their network and user data.,TPM-04,vcenter-9.administration-client-plugins
M10.06,"The provider shall define what information is made accessible to any third party supplier, ensuring that it is the minimum necessary to fulfil their function. Providers shall place controls on that information and limit third party access to the minimum required to fulfil the business function.",TPM-04,vcenter-9.administration-client-plugins
M10.08,"Providers shall avoid transferring control of their network and user data to third parties, except where necessary. Any such transfer of control should be limited to the necessary and defined purpose. Where a data transfer is necessary, it shall be through a defined process.",TPM-04,vcenter-9.administration-client-plugins
M10.10,"When sharing user or network data, providers and suppliers shall use an encrypted and authenticated channel.","CRY-03, CRY-04","automation-9.oidc-settings, esx-9.log-forwarding-tls-ciphers, esx-9.nfs-traffic-protection, esx-9.tls-ciphers, esx-9.vmk-storage, esx-9.vmk-vmotion, esx-9.vmotion-encryption-offload, nsx-9.bgp-encryption, nsx-9.load-balancer-fips, nsx-9.ospf-encryption, nsx-9.tls-ciphers, operations-9.logs-ssl-api, operations-9.logs-ssl-syslog, vcenter-9.smtp, vcenter-9.tls-ciphers, vm-9.ft-encrypted, vm-9.vmotion-encrypted, vsan-9.encryption-transit-esa, vsan-9.encryption-transit-osa, vsan-9.file-services-authentication-smb, vsan-9.storage-cluster-traffic-protection"
M10.18,The provider shall retain the right to determine permissions of the accounts used to access its network by third party administrators.,TPM-04,vcenter-9.administration-client-plugins
M10.23,Providers shall implement and enforce security enforcing functions at the boundary between the third party administrator network and the provider network.,NET-03,"nsx-9.ibgp-source-loopback, nsx-9.reverse-path-forwarding, operations-9.firewall-hardening, vcenter-9.network-mac-learning, vcenter-9.network-reject-forged-transmit-dvportgroup, vcenter-9.network-reject-mac-changes-dvportgroup, vcenter-9.network-reset-port, vcenter-9.network-restrict-netflow-usage, vcenter-9.network-restrict-port-level-overrides, vcenter-9.network-restrict-port-mirroring, vsan-9.hcl-internet, vsan-9.network-isolation-vsan-iscsi-target"
M10.27,Providers shall contractually require that the third party administrators implement and enforce security enforcing functions at the boundary between the third party administrator network and the provider network.,NET-03,"nsx-9.ibgp-source-loopback, nsx-9.reverse-path-forwarding, operations-9.firewall-hardening, vcenter-9.network-mac-learning, vcenter-9.network-reject-forged-transmit-dvportgroup, vcenter-9.network-reject-mac-changes-dvportgroup, vcenter-9.network-reset-port, vcenter-9.network-restrict-netflow-usage, vcenter-9.network-restrict-port-level-overrides, vcenter-9.network-restrict-port-mirroring, vsan-9.hcl-internet, vsan-9.network-isolation-vsan-iscsi-target"
M10.29,Providers shall contractually require that third party administrators implement logically-independent privileged access workstations per provider.,CFG-02,vcf-9.secure-baseline
M10.31,Providers shall ensure that the elements of the provider network that are accessible by the third party administrator shall be the minimum required to perform its contractual function.,CFG-03,"automation-9.activity-log, esx-9.ceip-disable, esx-9.deactivate-mob, esx-9.deactivate-shell, esx-9.forensic-snapshots, esx-9.hardware-management-security, esx-9.hardware-ports, esx-9.hardware-virtual-nic, esx-9.network-dvfilter, esx-9.snmp, esx-9.ssh, guest-9.tools-deactivate-appinfo, guest-9.tools-deactivate-containerinfo, guest-9.tools-deactivate-guestoperations, guest-9.tools-deactivate-gueststoreupgrade, guest-9.tools-deactivate-servicediscovery, installer-9.security, nsx-9.ceip-disable, nsx-9.dhcp-disable, nsx-9.multicast-disable, nsx-9.snmp, nsx-9.ssh, nsx-9.t1-dhcp-disable, nsx-9.t1-multicast-disable, operations-9.ceip-disable, operations-9.in-page-feedback, pnr-9.ssh, vcenter-9.ceip-disable, vcenter-9.client-feedback, vcenter-9.client-telemetry, vcenter-9.network-restrict-discovery-protocol, vcenter-9.snmp, vcenter-9.ssh, vcenter-9.vds-health-check-disable, vm-9.deactivate-console-copy, vm-9.deactivate-console-paste, vm-9.deactivate-disk-shrinking-shrink, vm-9.deactivate-disk-shrinking-wiper, vm-9.deactivate-non-essential-3d-features, vm-9.dvfilter, vm-9.efi-boot-types, vm-9.isolation-device-connectable-deactivate, vm-9.isolation-tools-dnd-deactivate, vm-9.pci-passthrough, vm-9.persistent-disk, vm-9.remove-unnecessary-devices, vm-9.restrict-host-info, vsan-9.hcl-internet"
M10.32,Providers shall both log and record all third party administrator access into its networks.,MON-02,"esx-9.hardware-management-log-forwarding, esx-9.log-audit-forwarding, esx-9.log-forwarding, guest-9.tools-log-forwarding, operations-9.log-collection, pnr-9.log-forwarding, vcenter-9.log-forwarding"
M10.34,The provider shall contractually require from the third party administrator all logs relating to the security of the third party administrator's network to the extent that such logs relate to access into the provider's network.,MON-02,"esx-9.hardware-management-log-forwarding, esx-9.log-audit-forwarding, esx-9.log-forwarding, guest-9.tools-log-forwarding, operations-9.log-collection, pnr-9.log-forwarding, vcenter-9.log-forwarding"
M10.36,"Providers shall contractually require network equipment suppliers to share with them a 'security declaration' on how they produce secure equipment and ensure they maintain the equipment's security throughout its lifetime. It is recommended that any such declaration should cover all aspects described within the Vendor Security Assessment (VSA) (see Annex B), and providers should encourage their suppliers to publish a response to the VSA.",TPM-03,vcenter-9.administration-client-plugins
M10.37,"As part of the security declaration, any differences in process across product lines shall be recorded.",TPM-03,vcenter-9.administration-client-plugins
M10.41,Providers shall contractually require network equipment suppliers to supply up-to-date guidance on how the equipment should be securely deployed.,CFG-02,vcf-9.secure-baseline
M10.43,"Providers shall contractually require network equipment suppliers to provide details (product and version) of major third party components and dependencies, including open source components and the period and level of support.",TPM-03,vcenter-9.administration-client-plugins
M10.47,"Providers shall contractually require network equipment suppliers to deliver critical security patches separately to feature releases, to maximise the speed at which the patch can be deployed.",VPM-05,"esx-9.hardware-firmware-updates, esx-9.updates, guest-9.tools-updates, guest-9.tools-upgrade, vcenter-9.vami-updates, vm-9.virtual-hardware"
