Control ID,Description,Bridging SCF Controls,Relevant SCG Controls
ML2-P5,"Application control: Application control is implemented on workstations. Application control is implemented on internet-facing servers. Application control is applied to user profiles and temporary folders used by operating systems, web browsers and email clients. Application control is applied to all locations other than user profiles and temporary folders used by operating systems, web browsers and email clients. Application control restricts the execution of executables, software libraries, scripts, installers, compiled HTML, HTML applications and control panel applets to an organisation-approved set. Microsoft’s recommended application blocklist is implemented. Application control rulesets are validated on an annual or more frequent basis. Allowed and blocked application control events are centrally logged. Event logs are protected from unauthorised modification and deletion. Event logs from internet-facing servers are analysed in a timely manner to detect cyber security events. Cyber security events are analysed in a timely manner to identify cyber security incidents. Cyber security incidents are reported to the Chief Information Security Officer, or one of their delegates, as soon as possible after they occur or are discovered. Cyber security incidents are reported to ASD as soon as possible after they occur or are discovered. Following the identification of a cyber security incident, the cyber security incident response plan is enacted.","CFG-02, CFG-03.2, MON-02.2, MON-03, MON-08","esx-9.hardware-management-log-forwarding, esx-9.log-audit-local, esx-9.log-audit-persistent, esx-9.log-filter, esx-9.log-level, esx-9.log-persistent, esx-9.vib-trusted-binaries, guest-9.tools-logs, networks-9.audit-identity, nsx-9.log-level, operations-9.log-collection, operations-9.logs-authenticated-ingestion, vcenter-9.logs-level-global, vcf-9.secure-baseline, vm-9.log-enable"
ML2-P6,Restrict Microsoft Office macros: Microsoft Office macros are disabled for users that do not have a demonstrated business requirement. Microsoft Office macros in files originating from the internet are blocked. Microsoft Office macro antivirus scanning is enabled. Microsoft Office macros are blocked from making Win32 API calls. Microsoft Office macro security settings cannot be changed by users.,CFG-02,vcf-9.secure-baseline
ML2-P7,"User application hardening: Internet Explorer 11 is disabled or removed. Web browsers do not process Java from the internet. Web browsers do not process web advertisements from the internet. Web browsers are hardened using ASD and vendor hardening guidance, with the most restrictive guidance taking precedence when conflicts occur. Web browser security settings cannot be changed by users. Microsoft Office is blocked from creating child processes. Microsoft Office is blocked from creating executable content. Microsoft Office is blocked from injecting code into other processes. Microsoft Office is configured to prevent activation of Object Linking and Embedding packages. Office productivity suites are hardened using ASD and vendor hardening guidance, with the most restrictive guidance taking precedence when conflicts occur. Office productivity suite security settings cannot be changed by users. PDF software is blocked from creating child processes. PDF software is hardened using ASD and vendor hardening guidance, with the most restrictive guidance taking precedence when conflicts occur. PDF software security settings cannot be changed by users. PowerShell module logging, script block logging and transcription events are centrally logged. Command line process creation events are centrally logged. Event logs are protected from unauthorised modification and deletion. Event logs from internet-facing servers are analysed in a timely manner to detect cyber security events. Cyber security events are analysed in a timely manner to identify cyber security incidents. Cyber security incidents are reported to the Chief Information Security Officer, or one of their delegates, as soon as possible after they occur or are discovered. Cyber security incidents are reported to ASD as soon as possible after they occur or are discovered. Following the identification of a cyber security incident, the cyber security incident response plan is enacted.","CFG-02, MON-02.2, MON-08","esx-9.hardware-management-log-forwarding, esx-9.log-audit-persistent, esx-9.log-filter, esx-9.log-persistent, operations-9.log-collection, operations-9.logs-authenticated-ingestion, vcf-9.secure-baseline"
ML2-P8,"Regular backups: Backups of data, applications and settings are performed and retained in accordance with business criticality and business continuity requirements. Backups of data, applications and settings are synchronised to enable restoration to a common point in time. Backups of data, applications and settings are retained in a secure and resilient manner. Restoration of data, applications and settings from backups to a common point in time is tested as part of disaster recovery exercises. Unprivileged user accounts cannot access backups belonging to other user accounts. Privileged user accounts (excluding backup administrator accounts) cannot access backups belonging to other user accounts. Unprivileged user accounts are prevented from modifying and deleting backups. Privileged user accounts (excluding backup administrator accounts) are prevented from modifying and deleting backups.",BCD-11,nsx-9.backup
ML3-P1,"Patch applications: An automated method of asset discovery is used at least fortnightly to support the detection of assets for subsequent vulnerability scanning activities. A vulnerability scanner with an up-to-date vulnerability database is used for vulnerability scanning activities. A vulnerability scanner is used at least daily to identify missing patches or updates for vulnerabilities in online services. A vulnerability scanner is used at least weekly to identify missing patches or updates for vulnerabilities in office productivity suites, web browsers and their extensions, email clients, PDF software, and security products. A vulnerability scanner is used at least fortnightly to identify missing patches or updates for vulnerabilities in applications other than office productivity suites, web browsers and their extensions, email clients, PDF software, and security products. Patches, updates or other vendor mitigations for vulnerabilities in online services are applied within 48 hours of release when vulnerabilities are assessed as critical by vendors or when working exploits exist. Patches, updates or other vendor mitigations for vulnerabilities in online services are applied within two weeks of release when vulnerabilities are assessed as non-critical by vendors and no working exploits exist. Patches, updates or other vendor mitigations for vulnerabilities in office productivity suites, web browsers and their extensions, email clients, PDF software, and security products are applied within 48 hours of release when vulnerabilities are assessed as critical by vendors or when working exploits exist. Patches, updates or other vendor mitigations for vulnerabilities in office productivity suites, web browsers and their extensions, email clients, PDF software, and security products are applied within two weeks of release when vulnerabilities are assessed as non-critical by vendors and no working exploits exist. Patches, updates or other vendor mitigations for vulnerabilities in applications other than office productivity suites, web browsers and their extensions, email clients, PDF software, and security products are applied within one month of release. Online services that are no longer supported by vendors are removed. Office productivity suites, web browsers and their extensions, email clients, PDF software, Adobe Flash Player, and security products that are no longer supported by vendors are removed. Applications other than office productivity suites, web browsers and their extensions, email clients, PDF software, Adobe Flash Player, and security products that are no longer supported by vendors are removed.","TDA-17, VPM-05","esx-9.hardware-firmware-updates, esx-9.supported, esx-9.updates, guest-9.tools-updates, guest-9.tools-upgrade, vcenter-9.supported, vcenter-9.vami-updates, vm-9.virtual-hardware"
ML3-P2,"Patch operating systems: An automated method of asset discovery is used at least fortnightly to support the detection of assets for subsequent vulnerability scanning activities. A vulnerability scanner with an up-to-date vulnerability database is used for vulnerability scanning activities. A vulnerability scanner is used at least daily to identify missing patches or updates for vulnerabilities in operating systems of internet-facing servers and internet-facing network devices. A vulnerability scanner is used at least fortnightly to identify missing patches or updates for vulnerabilities in operating systems of workstations, non-internet-facing servers and non-internet-facing network devices. A vulnerability scanner is used at least fortnightly to identify missing patches or updates for vulnerabilities in drivers. A vulnerability scanner is used at least fortnightly to identify missing patches or updates for vulnerabilities in firmware. Patches, updates or other vendor mitigations for vulnerabilities in operating systems of internet-facing servers and internet-facing network devices are applied within 48 hours of release when vulnerabilities are assessed as critical by vendors or when working exploits exist. Patches, updates or other vendor mitigations for vulnerabilities in operating systems of internet-facing servers and internet-facing network devices are applied within two weeks of release when vulnerabilities are assessed as non-critical by vendors and no working exploits exist. Patches, updates or other vendor mitigations for vulnerabilities in operating systems of workstations, non-internet-facing servers and non-internet-facing network devices are applied within 48 hours of release when vulnerabilities are assessed as critical by vendors or when working exploits exist. Patches, updates or other vendor mitigations for vulnerabilities in operating systems of workstations, non-internet-facing servers and non-internet-facing network devices are applied within one month of release when vulnerabilities are assessed as non-critical by vendors and no working exploits exist. Patches, updates or other vendor mitigations for vulnerabilities in drivers are applied within 48 hours of release when vulnerabilities are assessed as critical by vendors or when working exploits exist. Patches, updates or other vendor mitigations for vulnerabilities in drivers are applied within one month of release when vulnerabilities are assessed as non-critical by vendors and no working exploits exist. Patches, updates or other vendor mitigations for vulnerabilities in firmware are applied within 48 hours of release when vulnerabilities are assessed as critical by vendors or when working exploits exist. Patches, updates or other vendor mitigations for vulnerabilities in firmware are applied within one month of release when vulnerabilities are assessed as non-critical by vendors and no working exploits exist. The latest release, or the previous release, of operating systems are used. Operating systems that are no longer supported by vendors are replaced.","TDA-17, VPM-05","esx-9.hardware-firmware-updates, esx-9.supported, esx-9.updates, guest-9.tools-updates, guest-9.tools-upgrade, vcenter-9.supported, vcenter-9.vami-updates, vm-9.virtual-hardware"
ML3-P3,"Multi-factor authentication: Multi-factor authentication is used to authenticate users to their organisation’s online services that process, store or communicate their organisation’s sensitive data. Multi-factor authentication is used to authenticate users to third-party online services that process, store or communicate their organisation’s sensitive data. Multi-factor authentication (where available) is used to authenticate users to third-party online services that process, store or communicate their organisation’s non-sensitive data. Multi-factor authentication is used to authenticate users to their organisation’s online customer services that process, store or communicate their organisation’s sensitive customer data. Multi-factor authentication is used to authenticate users to third-party online customer services that process, store or communicate their organisation’s sensitive customer data. Multi-factor authentication is used to authenticate customers to online customer services that process, store or communicate sensitive customer data. Multi-factor authentication is used to authenticate privileged users of systems. Multi-factor authentication is used to authenticate unprivileged users of systems. Multi-factor authentication is used to authenticate users of data repositories. Multi-factor authentication uses either: something users have and something users know, or something users have that is unlocked by something users know or are. Multi-factor authentication used for authenticating users of online services is phishing-resistant. Multi-factor authentication used for authenticating customers of online customer services is phishing-resistant. Multi-factor authentication used for authenticating users of systems is phishing-resistant. Multi-factor authentication used for authenticating users of data repositories is phishing-resistant. Successful and unsuccessful multi-factor authentication events are centrally logged. Event logs are protected from unauthorised modification and deletion. Event logs from internet-facing servers are analysed in a timely manner to detect cyber security events. Event logs from non-internet-facing servers are analysed in a timely manner to detect cyber security events. Event logs from workstations are analysed in a timely manner to detect cyber security events. Cyber security events are analysed in a timely manner to identify cyber security incidents. Cyber security incidents are reported to the Chief Information Security Officer, or one of their delegates, as soon as possible after they occur or are discovered. Cyber security incidents are reported to ASD as soon as possible after they occur or are discovered. Following the identification of a cyber security incident, the cyber security incident response plan is enacted.","MON-02.2, MON-03, MON-08","esx-9.hardware-management-log-forwarding, esx-9.log-audit-local, esx-9.log-audit-persistent, esx-9.log-filter, esx-9.log-level, esx-9.log-persistent, guest-9.tools-logs, networks-9.audit-identity, nsx-9.log-level, operations-9.log-collection, operations-9.logs-authenticated-ingestion, vcenter-9.logs-level-global, vm-9.log-enable"
ML3-P4,"Restrict administrative privileges: Requests for privileged access to systems, applications and data repositories are validated when first requested. Privileged access to systems, applications and data repositories is disabled after 12 months unless revalidated. Privileged access to systems and applications is disabled after 45 days of inactivity. Privileged users are assigned a dedicated privileged user account to be used solely for duties requiring privileged access. Privileged access to systems, applications and data repositories is limited to only what is required for users and services to undertake their duties. Privileged user accounts (excluding those explicitly authorised to access online services) are prevented from accessing the internet, email and web services. Privileged user accounts explicitly authorised to access online services are strictly limited to only what is required for users and services to undertake their duties. Secure Admin Workstations are used in the performance of administrative activities. Privileged users use separate privileged and unprivileged operating environments. Privileged operating environments are not virtualised within unprivileged operating environments. Unprivileged user accounts cannot logon to privileged operating environments. Privileged user accounts (excluding local administrator accounts) cannot logon to unprivileged operating environments. Just-in-time administration is used for administering systems and applications. Administrative activities are conducted through jump servers. Credentials for break glass accounts, local administrator accounts and service accounts are long, unique, unpredictable and managed. Memory integrity functionality is enabled. Local Security Authority protection functionality is enabled. Credential Guard functionality is enabled. Remote Credential Guard functionality is enabled. Privileged access events are centrally logged. Privileged user account and security group management events are centrally logged. Event logs are protected from unauthorised modification and deletion.","CFG-02, IAC-15.3, IAC-15.9, IAC-16, IAC-21, MON-02.2, MON-08","esx-9.ad-admin-group-autoadd, esx-9.hardware-management-log-forwarding, esx-9.lockdown-dcui-access, esx-9.lockdown-exception-users, esx-9.log-audit-persistent, esx-9.log-filter, esx-9.log-persistent, fleet-9.jit-inactivity, operations-9.log-collection, operations-9.logs-authenticated-ingestion, sddc-9.api-admin, vcenter-9.bashshelladministrators, vcf-9.permissions-roles, vcf-9.secure-baseline, vm-9.isolation-device-connectable-deactivate, vm-9.pci-passthrough"
ML3-P5,"Application control: Application control is implemented on workstations. Application control is implemented on internet-facing servers. Application control is implemented on non-internet-facing servers. Application control is applied to user profiles and temporary folders used by operating systems, web browsers and email clients. Application control is applied to all locations other than user profiles and temporary folders used by operating systems, web browsers and email clients. Application control restricts the execution of executables, software libraries, scripts, installers, compiled HTML, HTML applications and control panel applets to an organisation-approved set. Application control restricts the execution of drivers to an organisation-approved set. Microsoft’s recommended application blocklist is implemented. Microsoft’s vulnerable driver blocklist is implemented. Application control rulesets are validated on an annual or more frequent basis. Allowed and blocked application control events are centrally logged. Event logs are protected from unauthorised modification and deletion.","CFG-02, CFG-03.2, MON-02.2, MON-03, MON-08","esx-9.hardware-management-log-forwarding, esx-9.log-audit-local, esx-9.log-audit-persistent, esx-9.log-filter, esx-9.log-level, esx-9.log-persistent, esx-9.vib-trusted-binaries, guest-9.tools-logs, networks-9.audit-identity, nsx-9.log-level, operations-9.log-collection, operations-9.logs-authenticated-ingestion, vcenter-9.logs-level-global, vcf-9.secure-baseline, vm-9.log-enable"
ML3-P6,"Restrict Microsoft Office macros: Microsoft Office macros are disabled for users that do not have a demonstrated business requirement. Only Microsoft Office macros running from within a sandboxed environment, a Trusted Location or that are digitally signed by a trusted publisher are allowed to execute. Microsoft Office macros are checked to ensure they are free of malicious code before being digitally signed or placed within Trusted Locations. Only privileged users responsible for checking that Microsoft Office macros are free of malicious code can write to and modify content within Trusted Locations. Microsoft Office macros digitally signed by an untrusted publisher cannot be enabled via the Message Bar or Backstage View. Microsoft Office macros digitally signed by signatures other than V3 signatures cannot be enabled via the Message Bar or Backstage View. Microsoft Office’s list of trusted publishers is validated on an annual or more frequent basis. Microsoft Office macros in files originating from the internet are blocked. Microsoft Office macro antivirus scanning is enabled. Microsoft Office macros are blocked from making Win32 API calls. Microsoft Office macro security settings cannot be changed by users.",CFG-02,vcf-9.secure-baseline
ML3-P7,"User application hardening: Internet Explorer 11 is disabled or removed. Web browsers do not process Java from the internet. Web browsers do not process web advertisements from the internet. Web browsers are hardened using ASD and vendor hardening guidance, with the most restrictive guidance taking precedence when conflicts occur. Web browser security settings cannot be changed by users. Microsoft Office is blocked from creating child processes. Microsoft Office is blocked from creating executable content. Microsoft Office is blocked from injecting code into other processes. Microsoft Office is configured to prevent activation of Object Linking and Embedding packages. Office productivity suites are hardened using ASD and vendor hardening guidance, with the most restrictive guidance taking precedence when conflicts occur. Office productivity suite security settings cannot be changed by users. PDF software is blocked from creating child processes. PDF software is hardened using ASD and vendor hardening guidance, with the most restrictive guidance taking precedence when conflicts occur. PDF software security settings cannot be changed by users. .NET Framework 3.5 (includes .NET 2.0 and 3.0) is disabled or removed. Windows PowerShell 2.0 is disabled or removed. PowerShell is configured to use Constrained Language Mode. PowerShell module logging, script block logging and transcription events are centrally logged. Command line process creation events are centrally logged. Event logs are protected from unauthorised modification and deletion. Event logs from internet-facing servers are analysed in a timely manner to detect cyber security events. Event logs from non-internet-facing servers are analysed in a timely manner to detect cyber security events. Event logs from workstations are analysed in a timely manner to detect cyber security events. Cyber security events are analysed in a timely manner to identify cyber security incidents. Cyber security incidents are reported to the Chief Information Security Officer, or one of their delegates, as soon as possible after they occur or are discovered. Cyber security incidents are reported to ASD as soon as possible after they occur or are discovered. Following the identification of a cyber security incident, the cyber security incident response plan is enacted.","CFG-02, MON-02.2, MON-08","esx-9.hardware-management-log-forwarding, esx-9.log-audit-persistent, esx-9.log-filter, esx-9.log-persistent, operations-9.log-collection, operations-9.logs-authenticated-ingestion, vcf-9.secure-baseline"
ML3-P8,"Regular backups: Backups of data, applications and settings are performed and retained in accordance with business criticality and business continuity requirements. Backups of data, applications and settings are synchronised to enable restoration to a common point in time. Backups of data, applications and settings are retained in a secure and resilient manner. Restoration of data, applications and settings from backups to a common point in time is tested as part of disaster recovery exercises. Unprivileged user accounts cannot access backups belonging to other user accounts. Unprivileged user accounts cannot access their own backups. Privileged user accounts (excluding backup administrator accounts) cannot access backups belonging to other user accounts. Privileged user accounts (excluding backup administrator accounts) cannot access their own backups. Unprivileged accounts are prevented from modifying and deleting backups. Privileged user accounts (excluding backup administrator accounts) are prevented from modifying and deleting backups. Backup administrator accounts are prevented from modifying and deleting backups during their retention period.",BCD-11,nsx-9.backup
