SCG ID,Component,Title,Implementation Priority,Bridging SCF Controls,Mapped Framework Controls
esx-9.hardware-ports,ESX,Disable or physically protect unused external server ports.,P1,CFG-03,AIS-02.1
esx-9.hardware-tpm,ESX,Install and enable a TPM 2.0 on each ESX host.,P0,CRY-09,"CEK-08.1, CEK-10.1, CEK-11.1, CEK-12.1, CEK-13.1, CEK-14.1, CEK-15.1, CEK-16.1, CEK-17.1, CEK-18.1, CEK-19.1, CEK-20.1, CEK-21.1, LOG-11.1"
esx-9.hardware-virtual-nic,ESX,The ESX host must not enable virtual hardware management network interfaces.,P0,CFG-03,AIS-02.1
esx-9.iscsi-mutual-chap,ESX,Enable bidirectional/mutual CHAP authentication for iSCSI traffic.,"P0, Upon Feature Enablement",IAC-04,"DCS-09.1, IAM-13.1, IAM-13.2"
esx-9.key-persistence,ESX,Disable Key Persistence on ESX hosts that do not have controlled physical access.,"P2, Upon Feature Enablement",CRY-09,"CEK-08.1, CEK-10.1, CEK-11.1, CEK-12.1, CEK-13.1, CEK-14.1, CEK-15.1, CEK-16.1, CEK-17.1, CEK-18.1, CEK-19.1, CEK-20.1, CEK-21.1, LOG-11.1"
esx-9.lockdown-dcui-access,ESX,Maintain the DCUI.Access list for administrative recovery if Lockdown Mode isolates the host.,P2,IAC-21,"IAM-05.1, IAM-13.1, IAM-13.2"
esx-9.lockdown-exception-users,ESX,Keep the Lockdown Mode Exception Users list to the minimum necessary.,P2,IAC-21,"IAM-05.1, IAM-13.1, IAM-13.2"
esx-9.log-audit-local,ESX,The ESX host must enable audit record logging.,P0,MON-03,"LOG-09.1, LOG-12.1"
esx-9.log-audit-local-capacity,ESX,The ESX host must store audit records for a time period consistent with your records retention policy.,P1,MON-10,LOG-04.1
esx-9.log-audit-persistent,ESX,Configure a persistent log location for all locally stored audit records on the ESX host.,P0,"MON-08, MON-10","LOG-02.1, LOG-04.1, LOG-10.1"
esx-9.log-filter,ESX,The ESX host must not enable log filtering.,P2,"MON-03, MON-08","LOG-02.1, LOG-09.1, LOG-10.1, LOG-12.1"
esx-9.log-forwarding-tls-ciphers,ESX,The ESX host must verify certificates for TLS remote logging endpoints.,P2,"CRY-03, IAC-10.2","CEK-03.1, DSP-10.1, IAM-13.1, IAM-13.2, IAM-14.1"
esx-9.log-forwarding-tls-x509,ESX,The ESX host must use strict x509 verification for TLS-enabled remote logging endpoints.,P0,IAC-10.2,"IAM-13.1, IAM-13.2, IAM-14.1"
esx-9.log-level,ESX,The ESX host must produce audit records containing information to establish what type of events occurred.,P2,MON-03,"LOG-09.1, LOG-12.1"
esx-9.log-persistent,ESX,Configure a persistent log location for all locally stored logs on the ESX host.,P0,"MON-08, MON-10","LOG-02.1, LOG-04.1, LOG-10.1"
esx-9.memory-tiering-encryption,ESX,The ESX host should encrypt data written to tiered memory devices.,P0,CRY-05,"CEK-03.1, UEM-08.1"
esx-9.network-dvfilter,ESX,Use of the dvFilter network APIs must be restricted on the ESX host.,P2,CFG-03,AIS-02.1
esx-9.nfs-traffic-protection,ESX,Protect NFS datastore traffic on the ESX host using encryption or network isolation.,"P1, Upon Feature Enablement","CRY-03, NET-06","CEK-03.1, DSP-10.1, I&S-06.1"
esx-9.password-complexity,ESX,Enforce password complexity on ESX local accounts.,P0,IAC-10.1,"IAM-13.1, IAM-13.2, IAM-14.1, IAM-15.1"
esx-9.password-max-age,ESX,The ESX host must be configured with an appropriate maximum password age.,P2,IAC-10.1,"IAM-13.1, IAM-13.2, IAM-14.1, IAM-15.1"
esx-9.shell-warning,ESX,The ESX host must not suppress warnings that the local or remote shell is enabled.,P2,MON-01.4,"LOG-03.1, LOG-03.2"
esx-9.snmp,ESX,The SNMP service on the ESX host must not be configured to start automatically.,P0,CFG-03,AIS-02.1
esx-9.ssh,ESX,The ESX host's SSH service must be deactivated except for temporary diagnostic use.,P2,CFG-03,AIS-02.1
esx-9.supported,ESX,The ESX host must run a build of ESX that has not reached End of General Support.,P2,VPM-04,"TVM-08.1, TVM-10.1"
esx-9.time,ESX,The ESX host must synchronize its clock with organizational reference sources.,P0,SEA-20,LOG-06.1
esx-9.tls-ciphers,ESX,"The ESX host's TLS profile must restrict negotiated ciphers and protocols to a modern, approved set.",P0,CRY-03,"CEK-03.1, DSP-10.1"
esx-9.tpm-configuration,ESX,The ESX host must require TPM-based configuration encryption.,P2,CRY-05,"CEK-03.1, UEM-08.1"
esx-9.tpm-recovery-key-backup,ESX,The ESX host configuration encryption recovery key must be backed up to a secure off-host location.,"P0, Upon Feature Enablement",CRY-09,"CEK-08.1, CEK-10.1, CEK-11.1, CEK-12.1, CEK-13.1, CEK-14.1, CEK-15.1, CEK-16.1, CEK-17.1, CEK-18.1, CEK-19.1, CEK-20.1, CEK-21.1, LOG-11.1"
esx-9.vmk-storage,ESX,The ESX host must protect the confidentiality and integrity of transmitted storage traffic.,P0,"CRY-03, NET-06","CEK-03.1, DSP-10.1, I&S-06.1"
esx-9.vmk-vmotion,ESX,The ESX host must protect the confidentiality and integrity of transmitted vMotion traffic.,P0,"CRY-03, NET-06","CEK-03.1, DSP-10.1, I&S-06.1"
esx-9.vmotion-encryption-offload,ESX,Accelerate vMotion encryption using available hardware offload on ESX hosts.,P2,CRY-03,"CEK-03.1, DSP-10.1"
fleet-9.access-token,Operations,Limit the maximum lifetime of access tokens.,P0,IAC-10,"IAM-14.1, IAM-15.1"
fleet-9.api-token,Operations,Limit the maximum lifetime of API tokens.,P1,IAC-10,"IAM-14.1, IAM-15.1"
fleet-9.password-policy,Operations,Configure a fleet-wide password policy.,P0,IAC-10.1,"IAM-13.1, IAM-13.2, IAM-14.1, IAM-15.1"
fleet-9.time,Operations,Configure fleet-wide time synchronization.,P0,SEA-20,LOG-06.1
guest-9.tools-add-feature,ESX,The guest OS must disable automatic addition of optional VMware Tools features.,P0,CHG-04,CCC-04.1
guest-9.tools-allow-transforms,ESX,The guest OS must disable MSI transforms in VMware Tools auto-upgrades.,P2,CHG-04,CCC-04.1
guest-9.tools-deactivate-appinfo,ESX,The guest OS must deactivate Appinfo information gathering unless required.,P0,CFG-03,AIS-02.1
guest-9.tools-deactivate-containerinfo,ESX,The guest OS must deactivate ContainerInfo unless required.,P0,CFG-03,AIS-02.1
guest-9.tools-deactivate-guestoperations,ESX,The guest OS must deactivate Guest Operations unless required.,P1,CFG-03,AIS-02.1
guest-9.tools-deactivate-gueststoreupgrade,ESX,The guest OS must deactivate Guest Store Upgrade operations unless required.,P0,CFG-03,AIS-02.1
guest-9.tools-deactivate-servicediscovery,ESX,The guest OS must deactivate Service Discovery unless required.,P0,CFG-03,AIS-02.1
guest-9.tools-globalconf,ESX,The guest OS must deactivate GlobalConf unless required.,P2,CHG-04,CCC-04.1
guest-9.tools-logs,ESX,The guest OS must enable VMware Tools logging.,P2,MON-03,"LOG-09.1, LOG-12.1"
guest-9.tools-prevent-recustomization,ESX,The guest OS must prevent re-customization of an already-deployed VM.,P0,CHG-04,CCC-04.1
guest-9.tools-remove-feature,ESX,The guest OS must disable automatic removal of optional VMware Tools features.,P0,CHG-04,CCC-04.1
installer-9.security,Installer,"The VCF Installer appliance must be removed or powered off after deployment completes, unless it has been converted into the SDDC Manager.",P0,CFG-03,AIS-02.1
networks-9.audit-identity,Operations for Networks,Capture user identity in VCF Operations for Networks audit logs.,P0,MON-03,"LOG-09.1, LOG-12.1"
nsx-9.backup,NSX,Configure scheduled backups of NSX Manager.,P0,BCD-11,"BCR-08.1, BCR-08.2, BCR-08.3"
nsx-9.ceip-disable,NSX,Disable the NSX Manager Customer Experience Improvement Program.,P1,CFG-03,AIS-02.1
nsx-9.dhcp-disable,NSX,NSX Tier-0 Gateway must not enable DHCP unless it is required.,P2,CFG-03,AIS-02.1
nsx-9.inactive-interfaces,NSX,NSX Tier-0 Gateway must remove inactive interfaces.,P1,CFG-03.1,AIS-02.1
nsx-9.load-balancer-fips,NSX,Enable FIPS-validated cryptography for NSX load balancers.,P0,"CRY-01, CRY-03","CEK-01.1, CEK-01.2, CEK-02.1, CEK-03.1, CEK-04.1, DSP-10.1, LOG-11.1"
nsx-9.log-level,NSX,NSX Manager must set service logging levels to capture audit-relevant events.,P0,MON-03,"LOG-09.1, LOG-12.1"
nsx-9.multicast-disable,NSX,NSX Tier-0 Gateway must disable multicast and PIM where they are not required.,P2,CFG-03,AIS-02.1
nsx-9.password-complexity,NSX,Enforce password complexity on NSX Manager local accounts.,P0,IAC-10.1,"IAM-13.1, IAM-13.2, IAM-14.1, IAM-15.1"
nsx-9.routing-protocols-unused,NSX,Disable Tier-0 Gateway routing protocols that are not in use.,P2,CFG-03.1,AIS-02.1
nsx-9.service-resilience,NSX,"When NSX Manager runs as a multi-node cluster, DRS anti-affinity rules must separate the nodes across hosts.","P0, Upon Feature Enablement","BCD-11.7, BCD-12.2","BCR-03.1, BCR-11.1"
nsx-9.snmp,NSX,NSX Manager must not use SNMP v1 or v2c.,P2,CFG-03,AIS-02.1
nsx-9.ssh,NSX,The NSX Manager SSH service must be deactivated except for temporary diagnostic use.,P2,CFG-03,AIS-02.1
nsx-9.t1-dhcp-disable,NSX,Disable Tier-1 Gateway DHCP service when not in use.,P2,CFG-03,AIS-02.1
nsx-9.t1-inactive-interfaces,NSX,Remove inactive interfaces and stale linked segments from Tier-1 Gateways.,P1,CFG-03.1,AIS-02.1
nsx-9.t1-multicast-disable,NSX,Disable Tier-1 Gateway multicast when not in use.,P2,CFG-03,AIS-02.1
nsx-9.tls-ciphers,NSX,NSX Manager must use TLS with approved protocol versions and cipher suites.,P2,CRY-03,"CEK-03.1, DSP-10.1"
operations-9.action-history-retention,Operations,Retain VCF Operations remediation action history for an appropriate interval.,P1,MON-10,LOG-04.1
operations-9.ceip-disable,Operations,Disable the VCF Operations Customer Experience Improvement Program.,P1,CFG-03,AIS-02.1
operations-9.certificates-validation,Operations,VCF Operations must activate certificate validation.,P0,IAC-10.2,"IAM-13.1, IAM-13.2, IAM-14.1"
operations-9.in-page-feedback,Operations,Disable VCF Operations in-page feedback.,P1,CFG-03,AIS-02.1
operations-9.log-retention,Operations,Configure the VCF Operations log retention period.,P1,MON-10,LOG-04.1
operations-9.logs-authenticated-ingestion,Operations,Require authenticated log ingestion in VCF Operations.,P0,MON-08,"LOG-02.1, LOG-10.1"
operations-9.logs-ssl-api,Operations,Enable SSL for API log ingestion in VCF Operations.,P2,CRY-03,"CEK-03.1, DSP-10.1"
operations-9.logs-ssl-syslog,Operations,Enable SSL for syslog log ingestion in VCF Operations.,P2,CRY-03,"CEK-03.1, DSP-10.1"
operations-9.non-imported-vidm,Operations,Restrict VCF Operations access to imported identity-provider users.,P0,IAC-07,"IAM-06.1, IAM-07.1"
operations-9.password-complexity,Operations,Enforce password complexity on VCF Operations local accounts.,P2,IAC-10.1,"IAM-13.1, IAM-13.2, IAM-14.1, IAM-15.1"
operations-9.service-resilience,Operations,"When VCF Operations runs as a multi-node cluster, DRS anti-affinity rules must separate the nodes across hosts.","P0, Upon Feature Enablement","BCD-11.7, BCD-12.2","BCR-03.1, BCR-11.1"
pnr-9.ssh,Protection and Recovery,The VCF Protection and Recovery appliance SSH service must be deactivated except for temporary diagnostic use.,P0,CFG-03,AIS-02.1
pnr-9.time,Protection and Recovery,The VCF Protection and Recovery appliance must synchronize its clock with organizational reference sources.,P0,SEA-20,LOG-06.1
sddc-9.api-admin,SDDC Manager,SDDC Manager must configure the API admin account.,P2,IAC-10.8,IAM-15.1
sddc-9.basic-auth-disable,SDDC Manager,Disable HTTP Basic Authentication on the SDDC Manager API.,P0,IAC-10,"IAM-14.1, IAM-15.1"
vcenter-9.administration-client-plugins,vCenter,Reduce or eliminate third-party vCenter plugins.,P1,"TPM-03, TPM-04",IAM-11.1
vcenter-9.bashshelladministrators,vCenter,VMware vCenter must restrict membership of the SystemConfiguration.BashShellAdministrators SSO group.,P0,IAC-16,"IAM-09.1, IAM-10.1, IAM-10.2, IAM-11.1"
vcenter-9.ceip-disable,vCenter,Disable the vCenter Customer Experience Improvement Program.,P1,CFG-03,AIS-02.1
vcenter-9.client-feedback,vCenter,Disable vSphere Client in-product feedback.,P1,CFG-03,AIS-02.1
vcenter-9.client-telemetry,vCenter,Disable vSphere Client UI telemetry.,P1,CFG-03,AIS-02.1
vcenter-9.content-library-authentication,vCenter,VMware vCenter must require authentication for published content libraries.,"P0, Upon Feature Enablement",IAC-20.1,DSP-17.1
vcenter-9.drs,vCenter,VMware vCenter must enable the Distributed Resource Scheduler for resilience and to enable automated patching.,P0,"BCD-02.2, CAP-01","BCR-03.1, I&S-02.1"
vcenter-9.events-database-retention,vCenter,VMware vCenter must retain task and event data for an appropriate interval.,P2,MON-10,LOG-04.1
vcenter-9.logs-level-global,vCenter,Configure the vCenter logging level to capture security-relevant events.,P2,MON-03,"LOG-09.1, LOG-12.1"
vcenter-9.native-key-provider-backup,vCenter,Protect Native Key Provider backups with a strong password.,"P0, Upon Feature Enablement","BCD-11.4, CRY-09.3","BCR-08.1, BCR-08.2, BCR-08.3, CEK-12.1, CEK-13.1, CEK-14.1, CEK-15.1, CEK-16.1, CEK-17.1, CEK-19.1"
vcenter-9.network-restrict-discovery-protocol,vCenter,Disable CDP/LLDP discovery protocols on distributed switches unless required.,P1,CFG-03,AIS-02.1
vcenter-9.password-complexity,vCenter,Enforce password complexity for vCenter SSO accounts.,P0,IAC-10.1,"IAM-13.1, IAM-13.2, IAM-14.1, IAM-15.1"
vcenter-9.password-history,vCenter,Restrict password reuse on vCenter SSO accounts.,P2,IAC-10.1,"IAM-13.1, IAM-13.2, IAM-14.1, IAM-15.1"
vcenter-9.password-max-age,vCenter,Disable forced password expiration on vCenter SSO accounts.,P1,IAC-10.1,"IAM-13.1, IAM-13.2, IAM-14.1, IAM-15.1"
vcenter-9.service-resilience-evc,vCenter,Enable Enhanced vMotion Compatibility on vCenter clusters.,P1,BCD-02.2,BCR-03.1
vcenter-9.service-resilience-ha,vCenter,Enable vSphere High Availability on clusters.,P0,"BCD-02.2, BCD-12.2","BCR-03.1, BCR-11.1"
vcenter-9.service-resilience-vmotion,vCenter,Enable vMotion for live workload migration.,P0,BCD-02.2,BCR-03.1
vcenter-9.smtp,vCenter,Send vCenter notification email over a secure SMTP connection.,"P0, Upon Feature Enablement",CRY-03,"CEK-03.1, DSP-10.1"
vcenter-9.snmp,vCenter,Disable SNMP v1 and v2c receivers on vCenter.,P2,CFG-03,AIS-02.1
vcenter-9.snmp3,vCenter,Enforce SNMPv3 authentication and privacy where SNMP is enabled on vCenter.,"P0, Upon Feature Enablement",CRY-01,"CEK-01.1, CEK-01.2, CEK-02.1, CEK-03.1, CEK-04.1, DSP-10.1, LOG-11.1"
vcenter-9.ssh,vCenter,Deactivate SSH access to the vCenter appliance except for temporary diagnostic use.,P2,CFG-03,AIS-02.1
vcenter-9.time,vCenter,vCenter must synchronize its clock with organizational reference sources.,P0,SEA-20,LOG-06.1
vcenter-9.tls-ciphers,vCenter,"vCenter's TLS profile must restrict negotiated ciphers and protocols to a modern, approved set.",P0,CRY-03,"CEK-03.1, DSP-10.1"
vcenter-9.vami-firewall-restrict-access,vCenter,Configure the vCenter appliance firewall to allow inbound traffic only from authorized networks.,P0,END-05,UEM-10.1
vcenter-9.vami-password-max-age,vCenter,Disable forced password expiration on the vCenter appliance root account.,P0,IAC-10.1,"IAM-13.1, IAM-13.2, IAM-14.1, IAM-15.1"
vcenter-9.vds-health-check-disable,vCenter,Disable the vSphere Distributed Switch health check when not troubleshooting.,P2,CFG-03,AIS-02.1
vcenter-9.vpxuser-length,vCenter,Keep the vpxuser password at or above its default length.,P2,"IAC-10.1, IAC-10.4","IAM-13.1, IAM-13.2, IAM-14.1, IAM-15.1"
vcf-9.mfa,VCF,Integrate VMware Cloud Foundation with an identity provider that enforces multifactor authentication.,P0,IAC-02,"IAM-13.1, IAM-13.2"
vcf-9.permissions-roles,VCF,"Review and right-size accounts, permissions, and role assignments across all VCF components.",P1,"IAC-17, IAC-21","IAM-05.1, IAM-08.1, IAM-09.1, IAM-10.1, IAM-10.2, IAM-11.1, IAM-13.1, IAM-13.2"
vcf-9.secure-baseline,VCF,"Apply the controls in this guidance, and document the rationale for any deviations.",P1,"CFG-02, CFG-02.7","AIS-02.1, CCC-06.1, CCC-06.2, CCC-08.1, CCC-08.2, I&S-04.1, UEM-07.1"
vm-9.deactivate-console-copy,ESX,Virtual machines must have console copy operations deactivated.,P2,CFG-03,AIS-02.1
vm-9.deactivate-console-paste,ESX,Virtual machines must have console paste operations deactivated.,P2,CFG-03,AIS-02.1
vm-9.deactivate-disk-shrinking-shrink,ESX,Virtual machines must have virtual disk shrinking operations deactivated.,P2,CFG-03,AIS-02.1
vm-9.deactivate-disk-shrinking-wiper,ESX,Virtual machines must have virtual disk wiping operations deactivated.,P2,CFG-03,AIS-02.1
vm-9.deactivate-non-essential-3d-features,ESX,Virtual machines must have 3D graphics features deactivated when not required.,P2,CFG-03,AIS-02.1
vm-9.dvfilter,ESX,Virtual machines must limit access through the dvFilter API.,P2,CFG-03,AIS-02.1
vm-9.efi-boot-types,ESX,Virtual machines must prevent booting from unauthorized sources.,P0,CFG-03,AIS-02.1
vm-9.ft-encrypted,ESX,Virtual machines must require encryption for Fault Tolerance.,P1,CRY-03,"CEK-03.1, DSP-10.1"
vm-9.isolation-device-connectable-deactivate,ESX,"Virtual machines must prevent unauthorized removal, connection, and modification of devices.",P2,"CFG-03, IAC-21","AIS-02.1, IAM-05.1, IAM-13.1, IAM-13.2"
vm-9.isolation-tools-dnd-deactivate,ESX,Virtual machines must have console drag and drop operations deactivated.,P2,CFG-03,AIS-02.1
vm-9.log-enable,ESX,Virtual machines must enable diagnostic logging.,P2,MON-03,"LOG-09.1, LOG-12.1"
vm-9.log-retention,ESX,Virtual machines must limit the number of retained diagnostic logs.,P2,MON-10,LOG-04.1
vm-9.pci-passthrough,ESX,Virtual machines must limit PCI device passthrough functionality.,P2,"CFG-03, IAC-21","AIS-02.1, IAM-05.1, IAM-13.1, IAM-13.2"
vm-9.persistent-disk,ESX,"Virtual machines must not use independent, nonpersistent disks.",P2,CFG-03,AIS-02.1
vm-9.remove-unnecessary-devices,ESX,Virtual machines must remove unnecessary virtual hardware.,P0,CFG-03,AIS-02.1
vm-9.restrict-host-info,ESX,Virtual machines must not be able to obtain host information from the hypervisor.,P2,CFG-03,AIS-02.1
vm-9.vmotion-encrypted,ESX,Virtual machines must require encryption for vMotion.,P1,CRY-03,"CEK-03.1, DSP-10.1"
vm-9.vmrc-lock,ESX,Virtual machines must be configured to lock when the last console connection is closed.,P0,IAC-24,UEM-06.1
vsan-9.auto-policy-management,vSAN,vSAN automatic policy management must remain disabled.,P2,CHG-02,"CCC-02.1, CCC-03.1, CCC-05.1, CCC-09.1, CEK-05.1"
vsan-9.auto-raid,vSAN,vSAN ESA automatic RAID management must remain enabled.,P2,BCD-02.2,BCR-03.1
vsan-9.automatic-rebalance,vSAN,vSAN must enable automatic data rebalancing.,P0,CAP-01,I&S-02.1
vsan-9.encryption-rest,vSAN,vSAN must protect data at rest.,P0,CRY-05,"CEK-03.1, UEM-08.1"
vsan-9.encryption-transit-esa,vSAN,vSAN must protect data in transit between hosts.,P2,CRY-03,"CEK-03.1, DSP-10.1"
vsan-9.encryption-transit-osa,vSAN,vSAN must protect data in transit between hosts.,P0,CRY-03,"CEK-03.1, DSP-10.1"
vsan-9.file-services-authentication-smb,vSAN,SMB file shares on vSAN File Services must require protocol encryption.,"P0, Upon Feature Enablement",CRY-03,"CEK-03.1, DSP-10.1"
vsan-9.hcl-internet,vSAN,Disable or proxy the vSAN Health Check Hardware Compatibility List (HCL) download.,P1,CFG-03,AIS-02.1
vsan-9.iscsi-mutual-chap,vSAN,vSAN iSCSI target must enable bidirectional/mutual CHAP authentication.,"P0, Upon Feature Enablement",IAC-04,"DCS-09.1, IAM-13.1, IAM-13.2"
vsan-9.managed-disk-claim,vSAN,vSAN must disable managed disk claims.,P0,CHG-04,CCC-04.1
vsan-9.network-isolation-vsan-iscsi-target,vSAN,Isolate vSAN iSCSI Target traffic on dedicated VMkernel interfaces.,"P0, Upon Feature Enablement",NET-06,I&S-06.1
vsan-9.operations-reserve,vSAN,vSAN must reserve space to complete internal maintenance operations.,P0,CAP-01,I&S-02.1
vsan-9.rekey-interval,vSAN,Re-issue vSAN encryption Key Encryption Keys (KEKs) on a regular schedule.,P1,CRY-09,"CEK-08.1, CEK-10.1, CEK-11.1, CEK-12.1, CEK-13.1, CEK-14.1, CEK-15.1, CEK-16.1, CEK-17.1, CEK-18.1, CEK-19.1, CEK-20.1, CEK-21.1, LOG-11.1"
vsan-9.storage-cluster-traffic-protection,vSAN,vSAN Storage Cluster compute-to-storage traffic must be encrypted or isolated.,"P0, Upon Feature Enablement","CRY-03, NET-06","CEK-03.1, DSP-10.1, I&S-06.1"
